,댓글
251,𝗜 𝘄𝗮𝘀 𝗱𝗼𝘄𝗻 𝗮𝗻𝗱 𝘂𝗻𝗱𝗲𝗿 𝗮𝘁 𝗮 𝗽𝗼𝗶𝗻𝘁 𝘂𝗻𝘁𝗶𝗹 𝗶 𝘄𝗮𝘀 𝗶𝗻𝘁𝗿𝗼𝗱𝘂𝗰𝗲 𝘁𝗼 𝗵𝗲𝗿 ($550-$7000) 𝗮𝗻𝗱 𝗺𝘆 𝗹𝗶𝗳𝗲 𝘁𝗼𝗼𝗸 𝗮 𝗯𝗲𝘁𝘁𝗲𝗿 𝘁𝘂𝗿𝗻 𝗶 𝗵𝗶𝗴𝗵𝗹𝘆 𝗿𝗲𝗰𝗼𝗺𝗺𝗲𝗻𝗱 𝘆𝗼𝘆 𝘁𝗼 @official_leo_grace_fx1
252,"@sik2yong ㅠㅠ똑또기들,,"
253,@dadaaa_04 왕 귀엽고 신기하다 턱살호두 닮은애도 있어
254,@haewon_jooeun 👍🏼👍🏼👍🏼 @aeroongshop @eunjung7777
255,♥️♥️♥️
256,@gyu.moo
257,세금으로 하는 교육인데 왜 연령 제한을 두는 지 ㅠㅠ 나도 세금 많이 냈다고요 교육받고 싶다고요 ㅠㅠ
258,아 만 34세 이하...
259,난 애둘 키우다보니 36.... 취업에 나이제한이 있다는게 서럽구나... 울 예쁜 아가들 보러가야지...😢
260,"ㅋㅋㅋ 코딩이나 IT도 결국 학벌 지연 장벽 엄청 보던데 뭘 실력을 현업자보다 더 높게 할 수 있으면 도전하세요 이거랑 같은거!
안그럼 걍 연봉 3000에서 놀음.
문송합니다!!!! 시발"
261,세금은 청년들보다 많이 내는데 정작 나는 아무런 혜택도 못누림..왜 나이 제한을 두는지... 나도 필요한 교육 누릴 권리.있는데
262,청년층만 된다는 거네 청년 이상은 혜택이 없어.... 나이먹는것도 서로운데....
263,아 만 34세.. 이하ㅠㅠ 제발
264,진짜 국비 엉망임 잘선택하고 실제로 소수 실력이있어야 가능하고 살아남음 대부분 1년간은 야근9시에 주말출근 프로젝트성 중소기업
265,슬프네요 문과
266,"@cup.fish 나 학원출신에 감정있는건 아니지만 이런 학원만 나오면 누구나 할수있다는 광고엔 감정있는듯. 아니 언어만 가르치면 뭐하냐고. db는 설계할줄 모름, 디자인패턴 사용할줄 모름, sw공학 이해가 없어서 산출물작성 할줄 모름. 전공자들이 텃세부린다는데, 텃세가 아니라 그 이상 치고 올라갈 능력이 없으니까 설계,관리업무를 못시키는건데... 이렇게 양적으로만 IT인력을 늘리면 뭐함? 어차피 단가후려치는 공공프로젝트에 SI/SM 인력만 늘려서 개발자들 피빨아먹는거 아님???? 결국 프로그램 질은 낮아지고 전공자들만 죽어가는 구조... 어떻게 생각함???? 아침부터 분통..."
267,@lina_kim71 헐 리나...대박쓰
268,@lina_kim71 오 깜짝이야...!! 닮은사람나와서 놀랬어욬ㅋㅋㅋ
269,@vuisubni 오 내년
270,@o___so 처제 화이팅~
271,@rlatmd9p
272,@s_goniiiii 마지막 sql 🌝
273,@lina_kim71 입신양명 ㄷㄷ
274,@seunghoday 어때🤔
275,@pull__z 그래 나빼고 다잘한다이거지?
276,@doorocky_ 뭉이가 하고 있는거디?!!!!
277,@fine_woo 시작하바
278,@02_72vw @jh_time.mov 난 미래를 봤다
279,@dufeotkfkd 진심 문과 핵 후회됌
280,@huihui_95 나랑기기어때!
281,@cham_0324 요거냐묘
282,@jinywiny
283,@lhk__02 결론은 이과가 답이라는거네
284,@boram_kim88
285,@yoon_sko 뀨?
286,@lina_kim71 넘모 넘모 놀랬다....!
287,@990__621
288,ㅣ
289,중소기업 직행열차 ㅎㅇㅎㅇ
290,@eeee__ol 동티모르당
291,@vntxvntx 오 괜춘한데 ?
292,@hyejin00a 안녕 난 문과에서 벗어나볼게
293,전공이 달리 전공이겠나 국비교육 받으면 코더는 될 수 있어도 프로그래머는 되기 힘듬
294,@yen0819 ㅋㅋㅋ
295,@___lx_xn_ 항공과 버리고 코딩 가자
296,@jeongbin_
297,@92sondong 이런것도 있네~?
298,@_hi_jeon 이런거 찾아봥
299,@soss9342 미래는 아무도 모른다 그냥 미래를 위한 투자라생각해
300,@maino_20s
301,it는 일할수 있는 문이 열려있을뿐 조건을 안본다는건 아닙니다. 전공 나이 실력 경력 다봐요.
302,@01__e
303,@bini_s2_
304,@chl.cken
305,@01z0
306,@hyung_225_chul 이거는 사회 서비스야 ?
307,@m1n.y2 도전
308,@_4avocado 빅데이터 ㅎㅎ
309,@yerin_pp
310,@l.ho_on 나도 한번...
311,@hazel.na 이런 것도 있다. 좋은 나라일세..
312,@diarysoso 소연이 히히
313,@baki_chan_
314,@chaninstaworld 👀
315,@do_ragi
316,@j_hwon0117
317,@bum_kuu
318,@joo_0y 👀
319,@jy_belgi
320,@vitamin._.eung
321,아티스트도 아티스트인데 공연업계 종사자들 현황도 알려주시면 좋을 것 같네요!
322,"삶,, 삶...."
323,“~ 고 삶?”이란 의문문은 있을 수 없다. 원래는 “~ 고 살아? / 살까? / 사느냐?”로 적어야 함. 그럼에도 애써 음슴체로 쓰고 싶었으면 “~ 고 삶?”이 더 납득이 되는데 sbs 이름까지 내걸고 기사(?) 쓰는 분들이 “~고 삼?”은 무슨 말인지 참... 여기 제작팀은 한국어자격증 같은 건 안 보고 뽑나봐요
324,인디가수뿐만아닌디 ㅠ
325,애초에 음슴체로 하더라도 ‘~고 살음?’이어야 함
326,하...
327,virtual world 개많이 들었던 것 같은데 그 사람 맞나?
328,@sorrr__r 누나 뭐 먹고 살아?
329,@ratellll 예근씨 뉴스나옴
330,@eunbiyab
331,@dlcovenant 맨마지막노래좋음^^..
332,@day.wxxn
333,@ssojeong.___ 김수영!
334,@min_gtar 힘냇
335,@otoiok 요즘 버스킹은 하더라 장난아님 방댕이 흔들고 난리남
336,@minzzub 아티스트들 힘.............
337,@eunsoul223
338,@island__min 울희옉온..
339,@lalaalaalalaalaala 어머 일요일에 딕펑스아오네
340,^^~한글로만으론 안될듯
341,뉴스가 하이네켄 광고해주네..
342,취지는 좋지만... 글쎄요ㅠㅠ 일회용 손소독제며 마스크비닐이며... 전 다 일회용 쓰레기로만 보여서 안타까운데요ㅜㅠㅠ
343,마스크 안쓰고 되려 화내는 몰상식한 사람 뒷목 때려도 되는 법 만들고 싶다. 짝!
344,마지막 사진에 ‘제작지원 : 하이네켄 코리아’
345,"""이카드 뉴스는 하이네켄 코리아의 지원을 받았습니다."" 잘한다 공중파가 ㅉㅉ그리고 하이네켄이야 당연히 사람이 많아져야 지들 술 많이 파니까 저런 거라도 하는거고 이태원은 된통 당해도 싸다 인천 모 학원강사 확진자 발생때 방역 수칙 비미한 업소도 많았고 이번 할로윈(남의나라 꼬맹이들 과자 파티가 좋다고 따라하는 찐따들) 때도 단속에 걸리는 업소도 더러 있던 데 이나라는 멀었어 아직"
346,하이네켄홍보제대로하네ㅡ방법은칭찬할만하다ㅡ
347,맥줏집 직원이였다가 갑자기 맥줏집 운영이요?;;;
348,월세가 문제인 것 같군요 홍삭천님 방송보고
349,이하이씨 주량이 어느정도인지 알아요? 네캔이래요 왜냐구? 하이네켄~~~~
350,할로윈때 버글버글하더만 ㅋㅋ
351,결국엔 광고쓰
352,지랄 해방촌 가봐라 아주 주말마다 마스크안쓰고 바글바글
353,돌아가고 싶어 이태원으로
354,코로나 전에 이미 물가 폭등으로 손님들 줄어들었는데 대깨문들 코로나 탓하는 거 쥰나 역겹죠
355,코로나전에 젠트리피케이션으로 엎친데 덮친거 아님?
356,😍
357,기업 소상공인 소비자..정부는?
358,응할로윈
359,"돈받았너,"
360,@jyki123 마셔서 혼내줘야지
361,"@9.05s 오왕 ,, 그래서 사람이 지금도 별로 없는건가봉가 !"
362,앤드류다ㅋㅋㅋㅋㅋㅋ @glow_ine_
363,@quxsnl 취지는 좋은데 1회용품 한가득.............
364,@jiwoonyoo
365,@sugarules
366,@5unset_ 도륵:(
367,@justin_kwon__
368,@s.kin.m8 did you know about this hahahahahhaah I was sooooooo surprisedhahahahahahahhahshahs
369,응 광고
370,@obscureswan
371,어이코... 한나라때문에 뭐하는거야 이게
372,코로나 영향이 가장 크겠지만 이미 그 전부터 이나라에 재앙이 들어서서고 서서히 소상공인 망하는 중
373,느그 치파오나 잘챙겨라
374,코로나나 니꺼라고 주장하세요
375,욕심 나겠지 한복은 진짜 이쁘니깐
376,지들이 지네 손으로 전통 없앴으면서 남의 전통을 지네꺼라고 우기네ㅋㅋ 그래봤자 짝퉁 주제에
377,블핑 이랑 방탄 뮤비에 나오고 킹덤 히트치면서 한복이 뜬다 싶으니까 이것들이 또 지랄을 떨어댐... 지금 유행하는 것 중에서 느그들꺼는 코로나 뿐이다!!!!!
378,한복에 태극기 그린거 나왔으면 좋겠다
379,문화대혁명 때 다 쓸어버려서 문화랄게 없어서 주변국 역사문화 모조리 자기네 꺼라고 우기는거.. 동북공정 꽤한 게 20년이 넘음 빨리 대책세워야 함 아 자기네 꺼 있네 코로나바이러스.
380,적당히해라
381,먼지도 코로나도 이미 많이 했잖아.. 🤦🏻‍♀️
382,하...저런것들 때문에 스트레스를 받아야한다니 진짜 심각한다 대한민국 정부는 가만히 있네?
383,똘아이들인가 이거
384,이제는 뭐 기모노도 지들 문화라고 지껄이겠네ㅎㅎ
385,중국대지진 올때가 된것같은디....
386,"아니 이미 시진핑이가 트럼프 대통령 만나서 “한국은 옛날부터 중국의 일부(번속국) 였다.”라고 말했을 때부터 이미 다 알게 된 일 아닌가요? 중국은 한국을 정복하고 싶어합니다. 농담이나 비유가 아니라 진짜 대만 다음 한반도가 중국이 차지하고 싶어하는 지역이에요.
21세기에는 식민지 같은 거 없을 거라고 생각하시는 분 계시면 그건 꿈이라고 말씀드리고 싶네요.
현재. 한국의 가장 큰 적은 중국입니다.
한국의 가장 위협적인 적도 중국입니다.
한국을 가장 점령하고 싶어하는 나라가 중국입니다.
이미 십수년 전에 동북공정으로 시작된 일인데 그 동안 우리가 너무 안일했던 거죠. 지금 우리나라 위기입니다. 조선시대 말에는 그래도 외국의 위협을 눈치라도 채고 발버둥이라도 쳤지... 지금은 진짜 코 앞에서 칼을 꺼내서 갈면서 우리 목을 칠 때만 노리고 있는데도 위기의식은 없고 그냥 “중국 왜 저래?”하는 단순한 불쾌감만 있는 거 같아 불안하네요."
387,부러운가보네
388,전세계 모든것의 원조가 중국이라고 우기면서 왜 중국에서 시작한 코로나는 원조가 아니라고 하는걸까 ㅋ 참 신기한 나라야!!
389,변발 니들꺼니까 많이 해라
390,아니 지들 옷입는거 핸드폰 전기 다 지들이 발명한거 아니잖아ㅋㅋ 샤오미핸드폰도 애플거임? 졸라 어이없네
391,이래서... 할로윈보다 더 중요한 우리문화의 날을 부흥시켜야한다고봅니다.. 한복.아리랑.고유명절.. 이러다 다 뺏길듯싶네요..
392,일본도 중국도 🤬🤬🤬🤬🤬🤬🤬🤬
393,미세먼지 가져가세요~~
394,@jihye._.0403 뭐만하면 다 지들이 원조인데 코로나만 아니래ㅋ^^
395,@j__.ho_ 아;;;;;;
396,@nya_0y @jiyun_0du @y_e__e_un @qwertyoojin 이거 자문화 중심 뭐시기 아니냐 ㅋㅋㄹㅋㅋㅋㅋㅋㅋㄹㅋㅋ
397,@zhaoshaoying 미친거아니냐?? 정도가 있지 진짜 적당히를 모른다 적당히!!!!!!!!!
398,@gabbiek0219 ㅋㅋㅋ...한복이고 김치고 다 지그꺼란다 그러면서 코로나만 아니래 ㅋㅋㅋ;;;
399,@yeji_08.21 @yuwha_13_52 지랄말고 꺼져라
400,@fairy_hangni @jha9f @jisoo._.0502 답글에다 다른ㄴ분들도 태그점
401,"@dajung3_3 @bee_ver_son 딥빡쳐^^,,, 제발 착짱죽짱ㅠ"
402,@bass919 진짜 답답한건 외국인들은 이런거 관심@없음 ㅠㅠ
403,@ong_simi 롐병한다 진짜
404,@mmmin12 @m_kkkkko 심각하다잉ㅡㅡ 진짜 어어없다
405,@ba_yommmi ㅇㄴ 존나 우길걸 우겨야죠 으딜 뺐어가려고
406,쭝꿔 찌발💢 크다고 남의 꺼 넘보냐? #소탐대실 이다!! 💢
407,어디서 헛소리를 아휴
408,@ji_wo_n_7160 걍어이가없노
409,@milaeykrap 아 뒷골땡겨
410,주접도 가지가지 ...
411,개소리 정성들여서 하네 😱
412,별 걸 다 우기네ㅡㅡ
413,@yiying_222 쫑궈런들 양심 짜이날ㅠ
414,하지마하지마 한복은 우리꺼라고 그만해좀 표절좀 그만해 제발좀
415,@moon_popularity 할많하않
416,@s.o.o.o.o.o.o.o @soy_0616 환장ㅜ
417,@daaaayom
418,@__siwxnee 넘 예쁜가봐 우리는 언제쯤 한옥마을 가 ?
419,@sei_lm 중국 선넘네
420,@nomusic_no_life__ 아니 제발;;;;;ㅅㅂ 지네나라 전통의상이나 신경쓸 것이지 참 할 일 없나봄
421,아 진짜 적당히들 좀
422,🤦🏻
423,중국정당히했으면 좋겠다 어린애도 아니고 치파오도 잘만하면 유행시킬수도 있는데 노력을 안하고 한국것만 뺏을려고하니
424,@danha_seoul
425,나라가 힘이 없으니.. 그냥 여기 저기 빼앗기기만 하지..😪
426,@____ra_mi 미친거아니뇨? 어이가없으ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
427,@jeong_juju1122
428,@sujiinny
429,@_ssuk_ji_
430,@jeonminji264 @@@seohi_0908 @soyul0613 하여간 중국이랑 일본은 왜 이러는 걸까...인간이길 포기하는 걸까?(품격 떨어져..ㅉ)
431,북한 무너지면 북한 땅까지 먹으려고
432,@_olokr 중국은 정이안가
433,저러니 짝퉁나라 이미지못벗어나지
434,@m_jistagram ㅠㅜ
435,@k_hhg
436,모르니까 저 지랄 하는 거 아녀 쓰펄
437,@somi_0698 와 미친
438,@c._.hxi ㅋㅋㅋㅋㅋㅋ진짜 개얼탱없음
439,너네 한푸 있는거 아는데 왜 자꾸 한복을 한푸라고 우기냐고... 우리가 한푸 한복이라고 우겨볼까? ㅠㅠ 방탄 데리고 사극 드라마 하나 찍어야 하나 왜들 저래
440,진짜 왜 저래 미친
441,뭐라니 이젠 한국도 지네나라꺼라 하게 생겼네
442,일본이나 중국이나 우기기 쩌네 우기면 너네꺼냐 ? 그렇게 탐날만큼 우리나라 한복이 멋지지 ?
443,중국이고 일본이고 왜 우리나라에게 매번 열등감 느끼면서 못잡아 먹어 안달이지...
444,중국내부가 단합되지못하는 증거라고 봅니다
445,중국없어졌으면 좋겠다
446,@le2jy_y 얘네는 시발 하나도 도움이 되는 게 없어 그냥 씨부리면 그만이냐
447,@kk__yoou ㄷㄹㅇ들
448,진짜 때릴까....
449,중국 누가 폭파 시켜버렸음... 제일 꼴보기 싫은 나라
450,알고 있으면 그런짓 못함. 짭국 ㅅㄲ들 지네 짭국이라는 거 알아달라고 아주 광고를 해대네;;
451,"@c_loud9_ 진짜 중국꺼는 코로나밖에 없지 않냐,,,🤦🏻‍♀️"
452,@_t00thbrush 병신
