,악플여부
31927,0
88199,1
65259,0
108818,1
69856,0
28822,0
93162,1
22287,0
114438,0
30071,0
112503,1
30312,0
76418,1
13439,0
26663,0
106583,1
82032,1
104823,1
17701,0
19540,0
68473,0
54112,0
54363,0
84586,1
112897,1
66348,0
23917,0
63639,0
107016,1
98294,1
36185,0
40048,0
41141,0
91708,1
65849,0
53369,0
56155,0
100536,1
8547,0
58450,0
63512,0
18387,0
57201,0
87788,1
82404,1
11868,0
69908,0
82779,1
110145,1
4744,0
12960,0
5593,0
87091,1
9727,0
65477,0
38488,0
93708,1
100620,1
17088,0
49655,0
10676,0
52827,0
38802,0
80023,0
4805,0
47323,0
78834,0
103343,1
42581,0
113728,1
18128,0
33112,0
49616,0
27711,0
67457,1
22537,0
65130,0
28301,0
55977,1
88839,0
97670,1
85310,1
106731,1
61391,1
54179,0
43845,0
4407,0
31505,0
82462,1
96837,1
92326,1
79210,1
81434,0
38863,0
55333,0
37298,0
3611,0
47341,0
1857,0
27897,0
84283,1
6655,0
61874,1
53571,0
95417,1
78492,0
55230,0
92193,1
11758,0
68230,0
92613,1
53999,0
72989,0
113540,1
70975,0
18921,0
66901,1
79925,0
106102,1
21358,0
33433,1
68150,0
13224,1
14325,0
76025,0
76973,0
49528,0
24321,0
57989,0
299,1
13065,0
29521,0
14942,0
66829,0
11653,0
57845,0
81778,1
79750,1
84591,0
84237,0
29949,0
95734,1
111860,1
50993,1
96650,1
67783,0
55963,0
81638,0
46688,1
91974,1
64983,1
31807,0
47794,0
45280,0
49805,0
25389,0
23506,0
105280,1
14378,0
63943,0
21941,0
99077,0
3987,0
55782,0
24,0
4772,0
15637,0
105374,1
67554,0
3534,0
24040,0
20735,0
79216,1
50185,0
43340,0
31977,1
4162,0
91364,1
4394,0
111969,1
258,0
100086,0
33443,0
18177,0
93803,1
98834,1
104961,1
42421,0
37009,1
31165,0
52253,0
30999,0
28892,0
31277,0
97044,1
88582,1
80909,0
74903,0
86554,1
43796,0
96670,1
88957,1
84978,1
40250,0
108749,1
53342,1
3745,0
39305,0
54226,0
56915,0
82305,1
22922,0
879,0
53478,0
79471,0
98461,0
81176,0
8093,0
93968,1
22358,0
26762,0
67314,1
81742,1
27528,0
109292,1
87593,1
55685,0
6553,0
105968,1
107566,1
70588,0
20485,0
56462,0
26178,0
75824,1
103335,1
73256,0
57751,1
81521,1
19450,0
40101,0
14434,0
12184,0
75760,0
80515,0
20931,0
39611,0
48359,0
79435,0
70907,0
113140,1
47239,1
49972,0
1292,0
51362,0
57868,0
10657,0
35623,0
46778,1
30164,0
32526,0
50775,0
67137,0
106278,1
56255,0
52033,0
67897,0
104506,1
7553,0
5819,0
6598,0
15190,0
45013,1
82989,1
103737,1
67033,0
10444,0
42066,0
78141,0
3143,0
4626,0
94087,1
37158,0
80506,0
83224,1
69917,0
43538,0
64422,0
70778,0
4345,0
109150,1
38309,0
3006,0
66182,1
40701,0
87597,0
35642,0
25538,0
59101,0
18995,0
44956,0
97543,1
56813,0
5734,0
13079,0
71057,0
97910,1
17195,0
72162,0
21814,0
9982,0
107700,1
43334,0
80179,0
28127,0
99935,1
43013,0
63056,0
10018,0
54641,0
91546,1
35239,0
36315,1
96351,1
47388,0
113396,1
37101,0
67770,0
108634,1
112479,1
778,0
111880,1
32063,0
75518,0
28941,0
39997,0
20797,0
80487,1
93086,1
96364,1
82618,1
510,0
20216,0
88023,1
49592,0
22203,0
104294,1
44521,0
29389,0
72147,0
56583,0
91303,1
97414,1
45984,0
89314,1
48107,1
41320,0
29123,0
9357,0
76724,1
65069,0
96927,0
56707,0
27912,0
79308,0
99688,1
26253,0
22799,0
32940,0
8837,0
2878,0
5789,0
23271,0
28403,0
99299,0
5832,0
18850,0
14993,0
76429,0
64052,0
33237,0
28940,0
86967,1
10431,0
36528,0
49270,0
60146,0
29433,0
10093,0
4107,0
8731,0
91093,1
32313,0
92296,1
47160,0
52771,0
74546,0
80424,0
25012,0
82703,1
40804,0
106231,1
40848,0
30751,0
105333,1
70589,0
54052,0
49550,1
65796,0
107207,1
90713,1
41639,0
17908,0
5180,0
85102,1
15840,0
25222,0
43660,0
105,0
61470,0
5454,0
36616,0
102058,1
91758,1
104543,1
59282,0
5884,0
93756,0
24970,0
50353,0
36567,0
51414,0
45815,0
21535,0
30991,0
87990,1
2895,0
6960,0
29840,0
4284,0
97351,1
35521,0
39253,0
9131,0
64112,1
73810,0
1932,0
13014,0
113676,1
75317,0
52309,0
75478,0
93183,0
6876,0
88350,1
45376,0
14650,0
30673,0
39945,0
46198,0
12309,1
26596,0
74677,0
7857,0
70024,0
86922,1
8061,0
92146,1
33915,0
107506,1
101814,1
40886,1
28348,0
67672,0
24504,0
100815,1
110111,1
42469,1
62589,0
12431,0
84889,1
90904,1
35370,0
68125,0
15791,0
88364,1
50379,1
85227,1
99125,0
36945,0
68327,0
20866,0
92690,1
89951,1
112552,1
20346,0
100910,1
102461,1
54297,0
52277,0
47039,1
106818,1
12702,0
87029,1
81106,0
3308,0
1891,0
52189,0
103955,1
37979,0
35152,0
17280,0
42001,0
34446,0
61609,0
29445,0
35462,0
103493,1
98942,1
19120,0
13514,0
86095,1
104658,1
100149,0
58963,1
31398,0
60881,0
46294,0
8511,0
103638,1
44836,0
23609,0
86125,1
8550,0
39365,0
105776,1
78657,0
112060,1
94308,1
65747,0
103072,1
23140,1
10136,0
70226,0
810,0
101388,1
78206,0
102114,1
21389,0
57648,0
112280,1
22060,0
19522,0
3295,0
6699,0
103920,1
34614,0
12203,0
26038,0
41280,0
15938,0
27945,1
23119,0
84454,1
106700,1
47849,0
102430,1
59635,0
51660,0
93663,0
101710,1
22317,0
76231,0
106856,1
51805,1
87643,1
52244,1
23423,1
64386,0
84017,1
6612,0
1717,0
74674,0
1283,0
113518,1
77964,0
32176,0
66531,0
83338,1
78871,0
43822,0
104690,1
66616,0
113275,1
77428,0
9615,0
81527,1
33330,0
28383,0
66347,0
86576,1
100934,1
109071,1
94100,0
112222,1
37421,0
62804,1
53377,1
1446,0
25736,0
64145,0
108321,1
6155,0
98131,1
42774,0
54165,0
3725,0
36552,0
90656,1
103265,1
549,0
22188,0
72151,0
36993,0
102010,1
69180,1
90803,1
52467,1
14762,0
90398,1
78546,0
99782,1
85508,1
109056,1
48080,0
51594,0
54024,0
54761,0
38325,0
93101,0
52600,0
33459,0
32401,0
109878,1
76551,0
48119,0
1724,0
90245,1
59917,0
12920,0
54779,0
31672,0
36442,0
95010,1
82451,1
5189,0
39644,0
11181,0
44131,1
51037,0
93136,0
32907,0
35038,0
41099,0
55200,1
74822,0
11098,0
110558,1
109672,1
34230,0
41492,0
16587,0
3976,0
95740,1
30170,0
107214,1
31302,0
29349,0
2567,0
94907,1
79630,0
81987,1
51197,1
94235,1
69449,0
70039,0
36647,0
7224,0
70529,0
28562,1
84199,1
92909,1
3928,0
10590,0
46060,1
1375,0
37543,0
83120,1
108000,1
114690,0
36804,0
73643,1
12155,0
59126,0
57572,0
38628,0
9509,0
41698,1
92309,1
90464,0
113980,1
45759,0
17081,0
15365,0
112636,1
6107,0
71337,0
31033,0
47348,0
2510,0
48465,1
41216,0
70463,0
59039,0
47268,1
80316,0
47362,0
85863,0
63548,1
28772,0
39406,0
66372,0
91636,1
97083,1
68435,1
27364,0
2915,0
22914,0
36308,0
6432,0
54548,0
58487,0
111321,1
9452,0
76949,0
8725,0
58193,0
44404,0
62834,0
68090,0
9465,0
57256,1
42467,0
1494,0
76195,0
44807,0
27736,0
71506,0
4743,0
24468,0
71496,0
75156,0
95075,0
67809,0
11596,0
88854,1
45123,0
43567,0
26162,0
79756,0
37831,0
42557,0
78701,0
111163,1
5797,0
100056,1
52273,1
48817,0
105560,1
94425,1
94184,1
90302,1
47858,0
102081,1
32857,0
52456,1
90901,1
69217,0
52938,1
96863,1
67124,1
19550,0
21811,0
59539,0
16661,0
46851,0
17464,0
7802,0
16399,0
55650,0
61782,0
92925,1
8585,0
25360,0
113936,1
104806,1
107799,1
68574,0
61800,0
34125,0
81682,0
96662,1
60952,1
99459,0
51591,1
19260,0
79595,0
100191,0
98354,0
23463,0
105227,1
113334,1
53106,0
97500,1
63576,0
71044,1
87845,0
96538,1
49834,0
47059,0
92174,0
89738,1
16523,0
60979,0
79345,1
58325,0
66315,0
98418,0
82353,1
5636,0
39704,0
57734,0
42889,1
75609,0
45277,0
11614,1
50420,0
73422,0
60232,1
55955,0
44386,1
106023,1
54203,0
69357,0
95024,1
55654,0
88386,1
63481,0
39410,0
41286,0
82755,1
105977,1
70694,0
30867,0
23484,0
96502,1
29792,0
35080,0
43880,0
112553,1
40096,0
36070,0
2920,0
7306,0
91129,1
104169,1
70904,0
63838,0
45298,0
13731,0
104010,1
26656,0
26889,1
43724,0
25405,0
5689,0
2063,0
24086,0
85561,1
49025,0
27348,0
110934,1
27494,0
71330,0
89925,1
101643,1
76170,0
82096,0
103341,1
71105,0
21923,0
35735,0
3589,0
82867,1
13285,0
109390,1
73823,1
107323,1
39258,0
60229,0
68300,0
97974,1
3355,0
55882,0
100888,1
48663,0
41209,0
77742,0
15835,0
114729,0
85569,1
7941,0
52980,0
89203,1
76527,1
48227,0
58340,0
87194,1
27471,0
37391,0
56295,0
30898,0
42640,1
87333,1
32078,0
31414,0
40341,0
40634,1
35119,0
78095,0
5037,0
44578,0
52559,1
5660,0
87707,1
64399,0
14706,0
98990,0
4173,0
863,0
72366,1
89235,0
17140,1
46447,0
93919,1
71582,0
114455,0
102167,1
34067,0
26046,0
69381,1
47477,0
27608,0
110863,1
108615,1
107668,1
61607,0
69275,0
9138,0
102160,1
20065,0
66761,1
84892,1
43937,0
114576,0
27757,0
78407,0
99179,0
46180,0
36116,0
106879,1
112741,1
8233,0
32600,0
50125,0
14751,0
81926,1
103652,1
63098,0
27118,0
55499,0
82318,1
50964,0
72708,0
105343,1
56785,0
47607,0
31596,0
69939,0
53034,0
41718,0
97804,1
31558,0
21948,0
86238,0
100049,1
37180,0
101022,1
98071,1
59636,0
86960,1
21616,0
111983,1
28846,0
71366,1
84527,1
69797,0
26151,0
7158,0
27145,0
4533,0
42167,0
28678,0
93036,1
33336,1
11722,0
31425,0
78737,0
50249,0
91563,1
88020,0
17985,0
22596,0
62326,0
35653,1
35968,0
45903,0
4645,0
106318,1
33454,0
22524,0
104099,1
19871,0
111194,1
82108,1
71914,0
110020,1
90846,1
8454,0
76199,1
67063,0
59569,0
20457,0
47303,0
40573,0
81760,1
20420,0
36587,0
112971,1
80168,0
58307,0
101144,1
90021,0
33772,0
89875,1
61822,0
87760,1
113795,1
52670,1
66706,0
65467,0
39086,1
58346,0
94940,1
52433,0
67399,1
99563,1
25094,0
33941,0
43716,0
2695,1
84669,1
54474,0
114658,0
82340,1
65640,0
83957,1
84751,1
112111,1
24528,0
51715,0
14358,0
30846,0
85988,1
87083,0
55074,0
40965,0
90585,1
43528,0
100915,1
68211,0
3888,0
84460,1
66755,1
20783,0
15308,0
79517,0
98919,1
11174,0
91481,0
49090,0
41349,0
85540,1
68663,0
52208,1
24698,0
94156,1
54356,0
99240,0
10179,0
85405,1
43546,0
76634,0
112535,1
97163,1
52214,0
42074,1
20173,0
94937,1
85710,1
5540,0
87906,1
26466,0
72248,0
18919,0
93617,1
108087,1
529,0
82908,1
35821,0
27240,0
13158,0
43647,0
101183,1
9807,0
17542,0
83974,1
17986,0
112805,1
58984,0
38725,0
94840,1
53564,0
914,0
4151,0
61763,0
18424,0
57438,0
37894,0
64263,0
34747,0
88201,1
30484,1
94538,1
92845,1
35457,0
17144,0
95805,1
70832,0
48958,0
111789,1
103202,1
64041,0
76247,0
67866,0
24746,0
53600,0
32268,0
39973,0
41296,0
90842,1
33722,0
85147,1
3823,0
95352,0
94637,1
52959,1
106220,1
12486,0
39975,0
76524,0
73993,0
82909,1
102484,1
19177,0
79209,0
67681,0
4821,0
112372,1
21597,0
72668,0
89809,1
58315,0
46443,0
4174,0
14737,0
56141,0
5489,0
1595,0
67070,0
43731,0
21189,0
90504,1
81364,1
27332,0
29455,0
48389,0
107683,1
4594,0
97391,1
3374,0
25427,0
987,0
25000,0
65535,0
41984,0
25747,0
55438,0
27411,1
105044,1
38809,0
3290,0
70486,0
98907,1
65565,0
97750,1
90566,1
113246,1
79039,0
26010,0
75958,0
1514,0
105134,1
65778,0
63998,0
72485,0
91644,1
49444,0
8223,0
76020,0
9905,0
31201,0
88053,0
38906,0
50186,0
83350,1
87330,1
74579,0
41213,0
104683,1
22140,0
62162,0
102759,1
107767,1
7848,0
90447,1
53374,0
25207,0
63339,0
46229,1
104165,1
38020,0
97073,1
77761,0
15364,0
65282,0
14918,0
36138,1
69867,0
56680,0
32390,0
21154,0
72405,1
7255,0
23690,0
30926,0
61046,0
63509,0
46627,1
101093,1
58613,1
84060,1
13992,0
9440,0
83676,1
14790,0
111344,1
91608,1
54143,0
71004,1
51213,0
36110,0
52129,1
35232,1
13175,0
74433,0
35281,0
112891,1
89372,1
85438,1
62563,0
108308,1
26821,0
69133,0
78609,0
24743,0
70958,0
112028,1
112998,1
46652,0
30589,0
52888,1
106600,1
4280,0
98192,1
111463,1
62464,0
42247,0
28276,0
102542,1
57144,0
112597,1
42783,0
17997,0
77543,0
59978,0
6404,0
56496,0
39707,0
81989,1
83447,1
110143,1
29861,0
26070,0
35229,0
27195,0
12834,0
19885,0
58209,0
44308,1
41093,1
100446,1
97067,1
59656,1
26335,0
32404,0
16572,0
5527,0
96504,1
88531,1
52022,0
99219,0
81932,1
62022,0
111675,1
98943,1
114179,1
28546,0
75629,0
28708,0
30029,1
24421,0
67093,0
59023,0
101559,1
72676,1
27172,0
114551,0
57859,0
107219,1
40875,0
86270,1
26867,0
34176,0
28889,0
93890,1
72007,0
36085,0
39593,0
63493,0
37684,0
81463,0
95380,1
38475,0
23023,0
21786,0
34577,1
93514,1
25383,0
93175,0
82725,1
32039,0
29847,0
61049,0
16590,0
93880,1
47610,0
101637,1
46423,1
110603,1
72357,1
16824,0
99378,0
107829,1
27672,0
39129,0
96774,0
33657,0
13311,0
33431,0
105596,1
10708,0
15671,0
45978,0
30278,0
12865,0
78074,0
95258,0
98733,1
41214,0
13307,0
90539,1
56113,0
60948,0
7616,0
7723,0
25755,0
19636,0
73970,0
92774,0
5988,0
102650,1
109998,1
110971,1
55099,0
43166,0
46588,1
72009,0
98429,0
44537,1
26899,0
107182,1
40604,0
8004,0
54170,0
71933,0
25395,0
86426,1
75353,0
42962,0
28743,0
78216,0
30041,0
83363,1
76725,0
99634,1
61141,0
30569,0
65841,0
64681,0
17286,0
72669,0
94920,1
90334,1
70610,0
110728,1
90582,1
56597,0
104975,1
16599,0
16678,0
67831,1
113941,1
26459,0
114334,0
114587,0
37181,0
51168,0
91807,1
103946,1
70312,0
93770,1
41007,0
62907,0
42706,0
102800,1
93780,1
57319,0
41356,0
53395,0
13401,0
32989,0
23065,0
95243,0
64961,0
69766,1
75550,0
35271,1
13954,0
78267,1
57619,0
92263,1
48710,0
107037,1
6266,0
93556,1
85345,1
106368,1
33173,0
45719,0
74583,0
21093,0
74323,0
89236,1
41029,0
109178,1
59550,0
64516,0
93282,1
94066,1
91235,1
61971,1
92549,1
24289,0
109531,1
46845,0
19319,0
94716,1
18948,0
67483,0
16604,0
53953,1
20712,0
62940,0
74448,0
27031,0
90593,1
24840,0
80754,0
6285,0
12936,0
27103,0
101059,1
32763,0
49148,0
87317,1
46176,0
60307,1
2229,0
16964,0
426,0
24014,0
72762,0
20367,0
77191,0
35143,0
90416,1
79078,0
62796,0
79010,0
100220,0
110922,1
16070,0
29514,0
2931,0
707,0
65735,0
99383,0
42154,0
91628,1
50024,1
39345,0
23197,0
93506,1
27273,0
19657,0
99214,0
16250,0
61112,0
25203,0
5503,0
42237,0
105197,1
23043,0
92472,1
48332,1
3701,0
42205,0
24511,0
107735,1
77212,0
66290,0
14575,0
64288,0
93570,1
77285,0
102149,1
44662,0
48451,0
66132,0
50209,0
113104,1
10702,0
44125,0
66797,0
29450,0
41305,0
31946,0
82771,1
84041,1
106637,1
78585,0
9623,0
35474,0
31434,0
50928,0
84835,1
83879,1
82411,1
53008,1
2616,0
28880,0
100238,0
46075,0
105859,1
103616,1
50217,0
19696,0
72697,0
7936,0
94660,1
59382,0
70989,0
54897,0
46092,0
71954,0
3811,0
64687,0
22321,0
95263,1
30257,0
70743,0
52521,1
78909,0
29094,0
9557,0
111685,1
23655,0
13850,0
70666,1
46554,0
68749,0
20777,0
4687,0
64118,0
103621,1
67231,0
66610,1
21949,0
63390,0
45037,1
20552,0
63645,0
41460,0
56078,0
38771,0
60533,0
83938,1
28863,1
55036,0
14417,0
32987,0
46896,0
78045,0
35234,1
16345,0
101051,1
80649,0
83816,1
111101,1
51814,0
30024,1
38054,0
53555,0
103632,1
72172,1
99915,1
103993,1
83216,1
78121,0
43319,0
2304,0
84673,1
106354,1
75215,0
12424,0
39979,1
37161,0
98698,1
16122,0
98028,1
106110,1
90785,1
108789,1
102872,1
88035,0
96357,1
83907,1
66915,0
55398,0
98889,1
61415,1
90720,1
58356,0
93519,1
95875,1
1535,0
7931,0
21775,0
60666,0
55448,0
70820,0
22019,0
2133,0
98861,0
32451,0
76396,0
10622,0
8255,0
34385,0
26411,0
102738,1
39471,0
16155,0
59297,0
79090,0
91128,1
41711,0
28615,0
76814,0
27675,0
101685,1
100656,1
53914,1
54446,0
38756,0
35604,0
81059,1
74308,0
18527,0
26333,0
57373,0
92732,1
63353,0
84145,1
45089,1
43909,0
3636,0
79366,1
97281,1
30193,1
32046,1
77047,0
32838,0
72660,1
44745,1
46216,0
112049,1
75209,0
41867,0
33621,0
67297,0
10532,0
95233,1
69704,1
51443,1
114803,1
71744,0
20690,0
9288,0
87240,1
19919,0
65361,0
7283,0
92511,1
6199,0
16566,0
33559,0
39941,0
47446,0
26025,0
92665,1
51132,0
29366,0
102003,1
114536,0
74098,1
61574,0
19392,0
44732,1
95343,1
64672,0
107812,1
89305,1
81087,1
33440,0
108039,1
35171,0
20030,0
92738,1
3484,0
20278,0
23704,1
94948,1
94430,1
76084,0
4776,0
11165,0
38780,0
103533,1
75409,0
39012,1
15572,0
67747,0
19662,0
27889,0
111297,1
91983,1
71066,0
45957,0
46883,1
18435,0
92657,1
60741,0
82064,1
97532,1
57036,0
85946,1
109382,1
106100,1
64322,0
73140,1
27914,1
104635,1
50474,0
30302,0
84912,1
109667,1
62514,1
38531,0
99642,1
53206,1
46620,0
5260,0
47595,0
103817,1
107526,1
2166,0
101482,1
24779,0
76038,1
6051,0
112501,1
98489,0
48472,0
47205,0
37673,0
74130,0
88310,1
108957,1
106449,1
79105,0
23793,0
108217,1
9817,0
24022,0
11273,0
88947,1
69296,0
58794,1
30724,0
83362,1
11684,0
81563,1
92139,1
70360,0
7583,0
95500,1
26485,0
25741,0
108195,1
54573,0
82133,1
69398,0
72649,0
68228,0
856,0
51153,1
27740,0
67482,0
40643,0
34603,0
86227,1
4910,0
102558,1
81907,1
100507,1
10828,0
114118,1
68614,0
92031,1
94432,1
56329,0
18536,0
102734,1
62905,1
21163,0
110545,1
58473,0
14776,0
60512,0
91276,1
42058,1
19087,0
26945,0
17833,0
83685,1
30368,0
79859,0
14828,0
4804,0
39199,0
28574,0
100272,0
59697,0
68758,1
62572,0
101271,1
73685,0
87527,0
32818,0
65989,0
25326,0
31498,0
55834,0
48674,0
12735,0
70274,0
60470,0
19079,0
44855,0
92926,1
20488,0
113982,1
72642,0
12490,0
49084,0
69753,0
38441,0
38154,0
75337,0
81052,0
114256,0
102936,1
10171,0
6631,0
16681,0
55783,0
89051,1
103252,1
3829,0
8922,0
53980,1
37977,0
49984,0
102661,1
57510,0
5830,0
40068,0
89397,1
10416,0
22644,0
84975,0
108996,1
4972,0
42324,0
56051,0
107383,1
76070,0
7087,0
28825,0
79361,1
32477,0
108242,1
56702,0
42141,0
23213,0
51127,0
55147,0
30042,0
97383,1
65297,0
38298,0
98377,0
14112,0
99039,0
11362,0
113370,1
51084,0
98960,0
87103,1
7935,0
111826,1
64645,0
9211,0
103702,1
12678,0
81884,1
25369,0
39688,0
66764,0
43618,0
71204,0
16393,0
60156,0
65598,0
39015,0
40054,0
91839,1
106428,1
60648,0
80148,0
4660,0
46365,0
91842,1
112076,1
49882,1
22977,0
8651,0
45670,0
46939,0
57761,0
74921,0
26879,0
35029,0
42353,0
98884,1
77035,0
76861,0
37609,0
96166,1
7415,0
76759,0
104034,1
111224,1
7913,0
34260,0
15465,0
16526,0
99933,1
33408,0
71294,1
62365,0
9842,0
102182,1
60557,0
99791,1
80588,0
70489,0
64678,0
59967,0
14463,0
23667,0
17940,0
38271,0
51559,0
112541,1
104460,1
42480,0
9187,0
22785,0
15814,0
37115,0
111377,1
7839,0
78652,0
91348,1
84467,1
85240,1
113977,1
37418,0
95645,1
64853,0
28951,0
81830,1
79476,1
73036,0
95967,1
108005,1
1806,0
44512,0
108609,1
37736,0
87654,1
18418,0
24402,0
66589,0
61054,0
70586,0
108645,1
32595,0
35636,0
85928,0
100628,1
43968,0
70473,0
89183,1
81777,0
82163,1
59587,0
92053,1
53797,0
23820,0
79851,1
21161,0
107495,1
17971,0
20614,0
68276,0
437,0
85289,1
109971,1
48432,1
20462,0
53146,1
59301,1
99930,1
25942,0
69932,0
77833,1
93540,1
111815,1
103466,1
53391,0
30034,0
46090,0
97444,1
3070,0
66329,0
58242,0
48470,1
9909,0
88318,1
101587,1
70145,0
63521,0
2007,0
50116,1
19514,0
73021,0
68452,0
71067,0
73219,0
28985,0
73100,0
28363,1
26878,1
21455,0
69392,0
55819,0
101290,1
108894,1
29323,0
84317,1
9890,0
111261,1
18531,0
64582,0
109719,1
75673,0
25125,0
76398,0
99467,0
85284,1
2041,0
62981,0
53539,1
64012,0
53532,1
106911,1
29331,0
34816,0
113796,1
61380,1
23372,0
98371,0
85715,1
95901,1
67729,0
12259,0
37057,0
4923,0
99339,0
98247,1
11555,0
57092,1
85635,1
34847,0
16092,0
107472,1
8536,0
58435,0
56112,0
9169,0
56425,0
6146,0
51637,0
84331,1
98439,0
83176,1
19770,0
25148,0
58787,0
103303,1
47191,1
111894,1
63842,0
54495,0
49045,1
25196,0
95000,1
60179,0
93184,1
51625,0
82068,1
102455,1
25147,0
7755,0
79722,1
111555,1
43318,0
91549,1
29258,0
11896,0
21450,0
85848,0
26329,0
68511,0
47539,0
112677,1
107122,1
16350,0
53994,1
11558,0
