,댓글
83,"진짜 같은 사람들끼리 해도해도 너무하다 꼭 그렇게 나쁜말로 사람 속을 짓밟고 상처줘야지 직성에 풀리나? 언팔을 할꺼면 조용히 하던가 꼭 언팔x100000 이딴식으로 사람들 뻔히 볼껀데 달고싶나 진짜,,,너무 마음이 안좋다 살면서 자신은 단 한번도 잘못한적 없다고 자부할 수 있나? 아니, 이미 키보드 뒤에 숨어서 남에게 상처준게 그게 잘못이고 범죄다 다른게 아니라. 이렇게 허망하게 대표를 떠나보낸 크루들 속은 얼마나 찢어질까,,그만들 좀 하세요 정도껏 하시라구요ㅠㅠㅠㅠ 같은 사람으로써 환멸납니다 가는길은 편하게 보내줍시다 제발,,,"
84,그렇다고 자살하시면 어떡해요...죄를 졌으면 마땅한 벌을 받고 회개하고 살아나가면 됩니다. 당신의 인생이 너무 짧게 져버렸어요..
85,RIP bro.
86,9ㅈ.ㅔㅈ.. ㅈ00
87,0
88,삼가고인의 명복을 빕니다..
89,돈을 벌려고 아직도 변명하는것같은데... 본인들만 똑똑하고 시청자들을 멍청이라고 생각하기때문에 이런행동이랑 이런코먼트를 담긴것 같네요~ 본인의 사생활패턴은 존중하되 불쾌함을 주는것 아니진 않나요? 왜 아직도 인스타로 페북으로 유튭으로 돈만 벌려고 하시나봐요
90,떡에 미치다
91,삼가 고인의 명복을 빕니다...
92,이분 님들이 안믿어줘서 자살하셨음
93,악플러들 꼭 벌받으세요
94,음.... 이게 자살까지 할 일은 아닌거 같은 데 여기 댓글 단 사람들 좀 .. 많이 정신이상자 폐륜아들이네 피해자 없는 섹스동영상에 피해자 찾아내라고 Zi랄 Zi랄 들인건 뭐야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 좀 적당히 미쳐야지 .. 정상인인 척 하면서 쓰레기 논리 댓글에 살 붙이고 그럴싸 하게 말 붙이고 나면 그게 현실이 되는거야??...... 피해자가 있어야 되는데..... 피해자는 없는데 어중이 떠중이들이 댓글로 지랄병들인거잖아??... 이런 미친.. 이제 곧 세상 멸망이 다가올 것이니 같이 잘 죽어라
95,죽었어야만 하는 일인가... 사과하고 처벌받고 다시 시작하면 되는 것을... 안타깝소. 명복을 빕니다
96,삼가고인의 명복을 빕니다🙏
97,이 계정은 더 이상 콘텐츠를 업로드하지 않습니까? 나는 이미 그것을 그리워하고 당신이 업로드하는 모든 피드를 좋아합니다. 가능한 한 빨리 오십시오. 나는 당신을 기다리고 있습니다. 화이팅
98,근데 보통 악플다는 사람들 보면 여자임.. ㄹㅇ 이미 고인이신분께 그리도 악플을 달고싶은지 참 안타깝다
99,@seonhwa93 @cocoraoni @blumandarin
100,망했구만....말만 여행러들
101,삼가고인의명복을빕니다
102,일면식도 없는 분이지만 여행에 미치다를 통해 만족감을 얻었던 사람으로써 그렇게 밝고 예쁘게 웃던 분이 돌아가셨다는 게 너무 슬프네요 가는 길 외롭지 않으시길 그곳에선 편히 쉬시고 못다한 여행 마음껏 하시길 바랍니다...
103,🙌😍😮❤️❤️
104,물고 뜯고 맛봤으면 그만합시다. 비판을 할수있지만 비난은 하지말고 그동안 여미덕분에 일터에서 일상생활에서 힐링하면서 함께 즐길수있었고 덕분에 여행정보도 나눌수있었는데 사람 실수 한번 한거가지고 마치 사냥감 만난거처럼 죽자고 달려드네.. 당신들도 인생살면서 한점 부끄러움 없는지 한번 돌아보시기 바랍니다. 없다 하여도 이번일들로 당신들은 사람 한명 죽인 명백한 살인자 입니다. 당신들의 책임감 없는 그 한마디가 반성하고 자숙하고 제대로 용서를 구할 시간 한번없이 사람을 죽인겁니다.
105,@9.22m_
106,타인에게 들여대는 ‘아주 엄격한’ 잣대를 본인에게도 그대로 적용시킬 수 있는 사람이 저 중 몇이나 될런지... 잘못을 넘어서 마음에 씻지못할 상처를 주려 쓴 저 말들이 너무하네요..고인의 명복을 빕니다.
107,샘난다고 너무 뭐라한다 님들
108,우리나라 특징 지들이 못하면 샘나서 개지랄함ㅋ
109,진짜 rest in peace
110,고인의 명복을 빕니다
111,삼가 고인의 명복을 빕니다. 멀리서나마 응원하던 동생이었는데... 부디 좋은 곳으로 갔기를...ㅠㅠ
112,삼가 고인의 명복을 빕니다
113,여행을 마치다
114,@j__hee___711 너무슬프다
115,남이 상처받을 수도 있는 얘기는 굳이 안해도 되잖아요.
116,유서에 계좌번호 써놓는거 보고 진짜 정상 아니란걸 알았다.
117,?????
118,그냥 마음이 아프네요.... 지금 땅 위에선 하늘길이 닫혔있지만 .. 먼저 하늘길을 맘껏 다니시길 바라요...삼가 고인의명복을 빕니다..
119,조준기 이분 제 고등학교 1회 선밴데.. 10대때 사람좋은 오빠처럼 보였고 자주 웃는미소의 사람이였던거 같애요 버스정류장에서 혼자 앉아있던 모습이 눈에 너무 선하네요 친구들도 많으신 거 같은데 주변분들 슬픔과 충격이 많을거 같애요... 이렇게 가시지 마시지.. 얼굴만 지나쳐봤던 저도 너무 마음이 아파 요며칠 충격이고 좋은곳 갈수있게 기도까지 하는중입니다 허망.. 한순간에 인생무상.. 사람 생명이 소중한데 갑자기 인터넷 공격 등 얼마나 힘들었을까요.. 준기오빠 작년에 우연히 중앙대에서도 강의 들었었는데 같은 학교 출신으로 성공하신거 같아 뿌듯했어요 어느날 여행에 미치다가 유명하길래 봤는데 대표님이 저희학교 출신이고 1회졸업생 조준기님이라 너무 신기했어요 마무리가 이렇게 되어 너무 가슴 아픕니다 못깨어나서 더 마음이 아픕니다 가끔씩 제 일상생활에서 생각날때마다 기도하겠습니다 너무 안타깝습니다..
120,삼가고인의 명복을 빌어요 ㅜㅜ 상업적이었던 어쨋던 덕분에 여행이란걸 알아가고 꿈꾸고 또 도전 할수 있었어요 ..감사했어요..
121,잘못에대한 책임을 죽음으로 대신한 건 상당히 어리석어 보인다. 믿어준 팬들을 비롯해서 모든 사람들에게 죄책감을 떠넘기고 자신의 오기를 못이기고 가버린듯. 이런식의 존경도 애도도 못받을텐데.
122,RIP😭🙏🏻
123,삼가고인명복을빕니다
124,삼가 고인의 명복을 빕니다.
125,불법 촬영물 아니라고 하는데
126,이제 편히 쉬세요 여행 게시물 보는동안 행복 했어요
127,괜찮아
128,삼가 고인의 명복을 빕니다.
129,적당히 좀 해라 존나 선넘네 범죄는 맞아도 너무 사람 죽일듯이 쏘아붙이는 너희들도 똑같음 페북에서도 지랄하길래 인스타 다시 와봤더니 2주동안 쉬지도 않고 왈왈 짖냐 비아냥거리고 욕하고 인신공격하는 사람은 뭐임? 비판을 하랬지 누가 비난하래? 진짜 다 똑같은 수준인거 보인다. ㅈㄴ 쳐웃고 죽어라 이런 댓글이 수천개 달리면 나같아도 압박감에 못이겨서 자살하겠네
130,명복을 빕니다...
131,RIP 😭
132,좋은곳에서 여행하기를 바랍니다
133,부조에 미치다
134,진정성있는 문제해결이 자살이에요..? ㅠ 아니 지금 소식듣고 말도안돼 연발하면서 왔는데 너무 황당해서 잠다깸;;;;
135,인간 진짜 역겹고 도무지 개선의 여지가 없다. 도대체 얼마나 더 사람이 죽어야.... 아마 혓바닥으로 같은 종족 죽일 수 있는 개체는 인간밖에 없을거다. 영원히 변하지 않을 것 같다. 여기가 씨발 살해현장이지 뭐냐?
136,J
137,진짜 요즘같은 세상에는 사람들이 손가락으로 누군가를 정말로 죽여놓고 세상밖에선 자기는 아닌척하고 나는 그정도로 심하게 말하지 않았으니 나때문은 아니라 하는 .. 진짜 사람들이 제일 무섭다
138,악플로 사람죽인 너희들은 죄값을 어찌 받을래
139,K-네티즌들이 또 선을 넘은 댓글로 사람 한 명을 죽였군요. 블랙미러에서만 일어나던 일들이 자랑스런 대한민국에서 일어나는 게 신기합니다. 대단하다 대한민국! 🇰🇷
140,악플러들 다 뒈져라
141,"여미측에서 악플러들 죄다 고소해주세요
진짜 댓글들 너무하네요"
142,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ야동올리고 쪽팔림에 자살.
삼고빔~"
143,please stop to leave the bad comments. Can't believe someone feel happy
144,"Is there any update about him? Cos I saw on FB that he passed away. If that is true, he may rest in peace. People, please do not commit suicide no matter what. #suicideisnottheanswer"
145,고인의 명복을 빕니다...🙏🏻
146,"불법 촬영물인거 아직 명확하지 않음. 음란물 유포죄는 성립될 수 있을 것 같은데, 누가봐도 실수로 올린거니까 진짜 아무 죄 없는 것 같은데."
147,하....
148,@bo_hee3
149,다들 왜 그렇게 못 끌어내려 안달이 났던 건가요. 이 세상에 완벽한 사람이 어디있나요. 본인은 함부로 판단당하기 싫어하면서 왜 다른 사람은 그렇게 판단하며 사나요. 제발 부탁인데 그 못된 성격 고치지 않고 또 다른 사람 인스타가서 조롱하고 비하할 시간에 본인 삶부터 되돌아보세요.
150,"여러분, 여러분들은 전체주의 마인드와 마녀사냥으로 또 한 사람 죽게 만들었습니다. 문재인 야동은 왜 화 안내고 여행에 미치다 대표만 왜 화를 냅니까? 당신네들 이중성 보기 추합니다. 비난을 물타기하는 당신들의 인성 똑똑히 다 봤습니다."
151,불촬물 아닌데 깔꺼면 좀 팩트만 가지고 까세요. 진짜 무식해보여요. 남들 욕하니까 사과문 하나도 제대로 안읽고 선동 당하지 마시고.
152,@makdoong_gucci_c
153,@_rara_v
154,역시 죽음이 최고의 면제부구나 사람들 반응보면 ㅋㅋ
155,"사람죽인 악플러들..
조용히 댓글 지우고 있는건가요..."
156,삼가 고인의 명복을 빕니다
157,삼가 고인의 명복을 빕니다...
158,그영상이 사람 목숨보다 소중한거였나요? 악플이 사람을 죽음으로 가게까지 한다는거 다른 유명인들 봐서 알잖아요 ㅠㅠ 한번더 기회는 없었던건가요? 한번의 실수가 돌이킬수 없는 상황으로 돌아왔다니 ㅠㅠ 삼가 고인의 명복을 빕니다
159,Is this site completely stop ?? or will continue in sometimes soon !?
160,유튜브에 ‘여행에’ 만 쳐도 ‘여행에 미치다 양떼목장 원본’이라고 뜨네....우리나라 교육 제대로 못받은 인간들 참 많아.....ㅎ
161,삼가 고인의 명복을 빕니다
162,삼가고인의명복을 잠살라빔-⭐️
163,죽으면 끝나는겨? 쉽노
164,으
165,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
166,@h10.18h 이분은 준기셔 ㅎ
167,@fusk1111
168,💔💔💔💔💔💔
169,한남이 한남했다느니 남녀 분쟁 조장하고 악플 달고 미쳤느냐면서 인신모욕하고 ㅋㅋㅋㅋ진짜 니들은 얼마나 떳떳하길래 살인마 악플러들아
170,?
171,삼가 고인의 명복을 빕니다
172,"결국 너의들 죽였네,어디에서도 못볼 악플러들 한국에 다 모여서 살나봐.혀랑 손이 무기🤢중국에서도 이런게 없다야"
173,목숨과 거라두기
174,200831 기사에 한편 조준기 대표는 ‘불법 다운로드 한 것에 대해서 적절한 처벌 받겠다’고 했었어요 자기가 인정했습니다 불법 다운로드 맞아요 이것도 범죄 맞고요 게이 동영상이든 뭐든 성관계 영상입니다 안일하게 생각하는 분들 없었으면 좋겠네요 그리고 제가 알기로는 가족들도 있다고 하던데 이게 자기가 말한 처벌이라면 잘 모르겠네요 주변 조금이라도 생각하지 좋은 곳으로 가실 거예요 삼가고인의명복을빕니다
175,삼가고인의명복을빕니다 ..
176,ㅋㅋㅋㄱ진짜 미쳤네 양떼라길래 양들 성관계하는줄.. 사람 한번에 훅ㅈ가네
177,정말 악마들 무섭다 무서워 ...
178,여기에 수많은 댓글보니까 멘탈깨져서 극단적 선택한거같네.. (잘못 옹호하는거아님)
179,에휴~~ 이제 편히 쉬세요... 죽을만큼 죄지은건 아닌데.. 누구나 실수는 하는건데... 세상이 너무 각박하네...누가 그런걸 일부러 올렸겠어? 여기에 욕쓴 인간들 포로노 한번 안본 사람만 욕해라
180,삼가고인의명복을빕니다 이런계정이있다는것도 뉴스보고알았고 네이버 실검에뜨길래들어왔습니다 댓글로 많이싸우시는거같은데 참 안타깝네요 고인의 명복을 빕니다
181,고인의 명복을 빕니다🙏
182,여기 아직도 지잘못 인정하기 싫어서 욕하는 악플러들 보이네 애초에 리벤지포르노도 아니고 트위터 일탈계정이라며 ㅋㅋㅋㅋㅋㅋㅋ몰카 아니라고 해명하니까 또또 유포는 잘못 아니냐고 몰타기하고 결국 몰카도 아니라는 소린데 계속 불법 외치면서 사람을 자살로 끌고오게 만든 주제에 뭘 잘했다고 큰소리치는거야 악플러들은 진짜 악플러들 전부 벌받았으면
183,하이에나 같은 벌레 새끼들이 너무 많네요.. 결국 그 분을 죽음으로 몰고 갔고요.
184,https://youtu.be/5f32fBsomlU
185,RIP
186,"삼가 고인의 명복을 빕니다,"
187,나는 그 영상을 못 본 사람입니다만 범죄가 결정되기 전에 이렇게 죽일듯이 헐뜯는 건 문제가 있다고 생각합니다. 특히 죽음으로 범죄의 대가를 치뤄라라는 댓글들도 꽤 많이 봤습니다. 그런데 실제로 그 일이 일어났네요...고인을 옹호할 생각은 없습니다만 여미를 초창기때부터 봐온 사람으로써 누군가가 죽었다는 안타까움에 조용히 고인의 명복을 빕니다.
188,@_sabrina.kim 여기 사장님 오늘 돌아가셧데 이거땜에 ㅠㅠ
189,죽으셔서 법적처벌도 안받고 좋으시겠어요^^
190,"법과 아주 친한척 하고 존나 이성적인척 논리펼치며 철두철미한 삶을 사는척, 늘 정의를 지키는척. 하지만 씹을 거리 찾아 돌아댕기다 하나 물게 있음 다 달려들어 쥐어 뜯어버리고 싶은 욕망을 채우기 급급한 사람들. 그래서 얻은 결과가 한 사람의 자살. 아주 잠깐 슬퍼하다가 다른 씹을거리 찾아 소셜 네트워크 돌아다니다가 또 씹을 이슈거리 생기면 또 이성적인 존제의 완성체인척"
191,일이 어찌되었던 대표의 사망은 안타깝네요
192,음. 여행을좋아하는 이로써 자주 보는데. 마침 못봐 다행이네요. 헌데 촬영을 했든안했든.게시시에 확인한번은 기본적인 내용아닌가싶은데요. 그리고 이글에 이렇게 좋아요를 13.000 씩이나 ㅎ. 이해가 잘안됨
193,안타깝네요..잘못은 했지만 그정도는 아니잖아요.! 삼가 고인의 명복을 빕니다 🙏
194,안타깝네요..삼가고인의 명복을 빕니다..
195,사람들이 미친 것 같아요... 요즘 세상 살기 힘들다 하지만 한 사람 매몰되게 미치도록 공격하네요.... 여러분들 완벽한 사람들 입니까.. 한 사람 죽어야 시원들 하시나요.. 소중한 생명이 죽어가야 시원하나요 .. 적당히들 하세요
196,결국엔 이렇게 사람이 죽이고 나니 속이 편안하니? 잘난척 깨시민들아
197,야동 하나 올린걸로 존나 뭐라하네. 물론 욕 쳐먹을만한데 사람이 극으로 갈정도로 까고 언론에서 보도되느깐 극단적 선택한듯. 뭐만하면 하이에나 처럼 늑대처럼 달라들어 죽이는 무서운 네티즌 자식들. 축구선수 조금 뭐하면 인스타에 집단으로 욕쳐박는 국민수준봐라. 니들 진짜 스트레스 풀려고 집단적으로 그러냐? 비판하면서 본인이 정의로운줄 아냐? 한두번 까면 그만이지 웰캐 사람을 극으로 몰아 붙이냐? 야동 안보는 남자 있어? 실수로 올렸으니 욕 쳐먹고 수사 받아서 알아서 사법 기관이 해결할걸 니들이 인민재판으로 극단적 선택한거다. 에라이 냄비근성 엿같내
198,삼가 고인의 명복을 빕니다
199,삼가 고인의 명복을 빕니다
200,@94_ywww 둥
201,@daniel__m5
202,@jubaanlkeeui
203,한 사람 잡자고 오만 사람들이 비판을 떠나서 비난 엄청 했네 님들 살인자나 다름 없음
204,😢
205,옹호하고싶은생각은없습니다. 잘못한건 조사받고 그에맞는 죄값을 치루면되는데 아직 젊으신분이 너무 안타깝네요..초기에서부터 봐왔었고 저에게 여행에 미치다라는 페이지는 작은 힐링이되는 공간이었어서그런지 마음이 안좋네요..정확하게 밝혀진 사실도없는데..조금그렇네요..고인의명복을빕니다ㅜ
206,말도안되는일이지만 죽을일까진 아니다 그만큼 이곳이 영상이나마 안식이 있었던곳이니까 실망도크고 돌이키기 힘들었겠지만 그렇다고 죽음으로 대신할일은 아니다 대표는 물러나면되고 교체해서 만회했어야지 비방은 감수할일 이였다
207,삼가고인의 명복을 빕니다.
208,"아이고 이렇게 죽어서 경찰에서 조사안받겠네,,,진짜 살아서 경찰조사받고 죄값치뤄야지 왜죽어?? 진짜 답도 없닼"
209,제발 악플러들 신고해주세요
210,삼가고인의 명복을 빕니다..하늘나라에선 푹쉬세요ㅠ
211,"오늘 조준기 전 대표가 사망했다는 소식을 인터넷 뉴스로 접했습니다. 부적절한 영상의 업로드는 잘못된 일이지만, 그도 누군가의 자식입니다. 그의 가족들은 지금 이순간 피눈물 흘리고 있을겆니다. 한순간의 실수는 누구도 할 수 있습니다. 하지만 무슨 일이 터지면 우루루 달려와서 평소에 관심도 없었던 사람들 또한 몰려와서 온갖 비난을 퍼붓고 인민재판을 열어 자잘못을 따지는 건 바람직 하지 않다고 봅니다. 우리사회에 인터넷 의식이 올바르게 정립될 필요성을 느낍니다. 고인의 명복을 빕니다."
212,ㅠㅠ
213,고인의 명복을 빕니다.
214,ㅡ@
215,"서로의 합의하에 촬영해도 불법이고, 그 죄값을 받지 않고 죽음으로 피하는거 같기도 하지만 선넘은 악플도 자살의 이유중 하나인것 같습니다. 삼가 고인의 명복을 빕니다."
216,삼가 고인의 명복을 빕니다...
217,"삼가 고인의 명복을 빕니다.
조금만이라도 비난과 비판은 멈추고 조의를 표해주시기를 부탁드립니다."
218,@urrrrrrhii 윤서야 이곱바 ㅋ.ㅋ
219,제가 그 영상속의 여자분이면 끔찍할거같은데 자살과 별개로 범죄는 범죄라고 생각해요. 살아서 죗값 치르셔야죠...삼가 고인의 명복을 빕니다.
220,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
221,잘못한건 잘못한건데 죽진말지 그러셨어요... 삼가 고인의 명복을 빕니다
222,악플러가 사람 죽였네.. 고인의 명복을 빕니다
223,고인의 명복을 빕니다..🙏
224,인생무상ㅜ..삼가고인의 명복을 빕니다🙏
225,出川哲郎の充電させてもらえませんか？　を視たほうが良いよ。面白いから。
226,"여러분 돌아가셨답니다
잘못은 했지만 그래도 우리 여미 나름 재밌게보고 추억이 있잖아요?
삼가고인의 명복을 빌겠습니다🙏"
227,에효...물론 분명 잘못된부분은 있으나 사람이 죽었습니다... 그만들 하세요 ... 본인에게 당장 큰피해가 없음 죽음앞에 잠시 내려놓고 각자갈 길들 가시길...🙏🙏🙏 어떤것도 목숨보다 소중한건 없으며 내가 내뱉은 말한마디로 누군가는 죽음에 이를수있습니다
228,삼가 고인의 명복을 빌게요🙏
229,"결국 자신 스스로에게 최고의 형을 내리셨네요., 애정했던 페이지고 좋아하는 인플루언서였는데 당황스럽기도하고 마음이 복잡미묘하네요.,😭 부디 곁의 작가님들과 여미크루분들 마음 잘 다듬으시고 삼가 고인의 명복을 빕니다."
230,인터넷상에 악플다는 다는 사람들도 입쪼심좀
231,"불법촬영물도 아니고 트위터에 상호합의하에 올라 온 영상이였다는데,,일부러 올린것도 아닐테고..본인은 그많은 손가락질에 알마나 부끄럽고 힘들었을까요.사과공지문 올라왔을때 응원메세지 올리지 못한게 후회되네요.여미를 안지는 얼마안됐지만,보면서 조카뻘인 젊은사람이 참 똘똘하게 잘만들고 열심히 하는구나 했어요.그런 능력이 부러웠구요. 여미 잘보고 있다고 힘내라고...심한말에 상처 받지 말라고 ..한마디 올리지 못한게 후회되고 마음 아파요.누군가의 귀한 자식,소중한 친구였을텐데...사망소식 듣고 너무나 안타까워서 눈물이 나네요.고인의 명복을 빌며 가족과 지인분들게 위로 말씀 드립니다."
232,@phonyo_grapher_snap
233,고인의 명복을 빕니다.
234,사람하나 또 죽였네 악플들이
235,여행을 마치다
236,여행을 마치다
237,근친 야동 버젓이 올리고 아몰랑하는 문재인을 욕하세요. 더듬어 만진당에게 가서 악플달아보지 왜 개인에게 이렇게 매몰차게 난리들인지.
238,도 넘은 악플은 물론 잘못이지만 사과하고 죗값 받으란 댓글이 대다수 같은데.. 관심으로 먹고 산 사람이니 그 만큼 비난을 받은거겠죠. 관심과 부러움의 시선은 좋고 비난과 비판은 감당하기 싫은건지.. 감당 못할 정도의 일을 왜 저질렀는지 안타깝네요. 책임감 있게 사과하고 죄가 있으면 그에 맞는 벌을 받으면 될 것을. 가족들과 주변 사람들이 가장 불쌍하네요
239,댓글보니 참 남 지적하기 즐기는분들 많네 지들은 얼마나 부끄럼없이 깨끗하게 살길래..
240,으이구 인간아 그렇다고 꼭 그런 극단적인 선택을해야 모든게 해결 될거 같았냐..😢😢 잘못을 저질렀으면 인정하고 벌을 받으면 되는거지...참 사람 목숨 한낱 종이장 같다.. 삼가고인의 명복을 빕니다
241,헐
242,RIP
243,"사람이 실수 할수도 있지 , 진짜 참 너무들 하다 ..삼가 고인의 명복을 빕니다.."
244,"영상이 어떤 경위로 찍혔든지간에 당사자의 동의없이 250만의 팔로워가 구독하고 있는 페이지에 업로드했다는 건 문제고 범죄 맞습니다..

그리고 범죄와는 별개로 살아서 끝까지 반성하고 죄값 치르기를 바랐는데.. 참.. 답답한 밤이네요."
245,고인의명복을 빕니다 병신새끼들아 사과문까지올렸는데 이지랄이냐
246,RIP😥😢
247,여미 크루 여러분들은 꼭 악플러들 고소하세요. 제발요.
248,그때공고문보고 별거 아닌ㄷ@사람들이 왜 이렇게까지 욕하지라고 생각했어요. 그리고 아무것도 안 했어요 그때 응원댓글 쓸껄 후회되요. 작은 응원이 도움이 됬을지도... 좋은 말 한마디를 아껴서 응원 안 해서 정말 죄송합니다. ㅠㅠ
249,@27th.5 무슨 일이야;
250,삼가 고인의 명복을 빕니다
251,정준영과 함께 시간을 보내세요👋
252,사람을 죽음에 이르게 한 잣대는 언젠가 자신이 곤경에 처했을 때 똑같이 돌려받을거란 사실을 사람들은 잘 모른다.
253,3
254,악플러들이 또 사람 죽였네
255,RIP
256,🙏🏻
