,댓글
10,쓸데없는 말 안하겠습니다. 좋은곳으로 가셨을거고 다른 시선에 힘들어 하지 않으셨으면 좋겠습니다
11,당신은 좋은 동료 였습니다
12,힘내세요 지선님도 그러길 바랄거에요
13,성광오라버니 힘내세요~~! 지선언니 기사보자마자 오빠가 젤 먼저 떠오르고 걱정이됐는데... 지선언니가 항상 하늘에서 오빠 지켜보고 있을꺼예요~~! 행복하게 잘 살고 잘지내는 모습 보여주셔야죠~ 알겠죠? 저희부부 결혼기념일이 이젠...저에게도 기념일보단 지선언니를 떠오르는날이 될것같네요ㅠㅠ 삼가고인의명복을빕니다.
14,기도드립니다.. 😭 성광씨도
15,하아...개콘 코너 하실때마다 두분이 같이 하시는 콤비코너 항상 있었는데 이제 그 두분의 콤비그림을 볼수 없어 더 먹먹합니다. 있던 피부지병의 고통 모르지만 많이 힘들었기에 이러한 결단이 따랐으리라 라는 생각에 눈물이 나네요.. 하늘나라이서는 아프지말고 못했던 화장 하며 꾸미고 싶던거 맘껏 꾸미시고 다녔으면 합니다. 고인의 명복을 빕니다.
16,Rip park ji sun🙏🙏😢😢fan from malaysia
17,삼가 고인의 명복을 빕니다!
18,우선 지선씨 삼가고인의 명곡을 빕니다 ~ 또한 성광씨도 힘내시길 바랍니다 ^^
19,성광씨 힘내세요!
20,"두분다 무대에서 본 그때가 떠오릅니다. 참 좋았는데. 웃음을 주고자 하는 일, 좋아하는 일을 찾았는데 자기를 펼치지 못하면 굉장히 피폐해집니다. 다른 큰 꿈도 있었고 열심히 살았을 그녀의 모습이 아련해요. 😢"
21,ㅠㅠ편히 잠드세여ㅠ
22,"마음이 너무 아프고 가슴이 미어지는 인사예요...ㅠㅠ 사진처럼 두분이 즐겁게 보여주셨던 모습, 따로 또 같이 기억할게요. 박성광님도 마지막날 잘 보내주시고 돌아오셔서 기운내시길 바랍니다."
23,지금쯤 편하게 날고 계실거에요! 아까 잠시 나갔다 와보니 별과 달이 환히 보이던데 지선이 언니와 지선이 어머님이라고 생각합니다. 잊지 않겠습니다. 삼가고인의명복을빕니다
24,두분 콤비때문에 정말 많이 웃었었는데....박지선씨께는 삼가 고인의 명복을 빌고 박성광씨는 악플러들 때문에 마음고생 심하셨을거 같아요 힘내세요
25,박성광화이팅
26,글 보고 저도 모르게 울었네요..악플 때문에 많이 힘드실텐데 절때 박성광님 탓 아닌거 아시죠? 저도 지선언니 개그를 좋아했던 한 사람으로써 너무 슬프고 아직도 믿기지 않지만..좋은곳에서 웃고 계실거라고 믿고 있어요 지선언니도 오빠 덕분에 좋은기억 많이 가지고 갔을거에요! 그리고 너무 힘들어 하지마세요..지선언니도 오빠의 그런 모습을 원하지 않을거에요 그러니 오빠도 나쁜생각은 버리고 웃는날만 있기를 바래요 항상 응원할게요!
27,지선씨 어머니와 하고 싶은 거 다 하고 계실 거에요. 아주 먼 미래에 다시 만난 지선씨에게 우리도 하고 싶은 거 다 하고 왔다고 말하려면 성광씨도 마음 잘 추스르고 열심히 살아주세요. 어떤 말도 위로가 안될 타이밍이라는 걸 알지만 성광씨가 힘내셨으면 좋겠습니다.
28,저도 사진보니 가슴이 먹먹 하네요 좋은곳에서 편히 쉬세요 지선씨 오늘따라 사진이 더 선해보입니다 ㅜㅜ😢😢😢
29,눈물이 나네요..성광님의 마음이 지선님에게 고스란히 가 닿았을 겁니다. 삼가 고인의 명복을 빕니다
30,힘내세용⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️
31,삼가고인의명복을빕니다 힘내세요
32,ㅠㅠ... 글이너무 진심이라 끝까지 다 읽었네요 삼가고인의명복을빕니다
33,"저는많은관심을가진분이아니엿지만,,,저역시도너무맘아프네요그리구주위분들걱정도되고요,,,,좋은분이셨는데,,,근데이렇게빨리데려가시다니,,,어머님의사랑그곳에서도함께하길,,,,"
34,아직도 믿겨지지않아 기사를 찾아보곤합니다 아직도 믿겨지지않아 오보이기를 바래봅니다 박성광님 힘내세요ㅠㅠ지선님 좋은곳에 가셔서 환하게 웃고 계실꺼예요 고인의 명복을 빕니다
35,기도할께요 힘내요🙏
36,명복을빕니다
37,성광씨랑 정말오누이같아는데 넘빨리우라곁을떠나서많이 서운해요 힘내세요성광씨~~~
38,"I was really touched, everything was sad including me, I missed Jisun, wow, I love to forget everything about him, May you be quiet there, I love you...."
39,힘내세요ㅜㅜ
40,예전 개콘 TV나왔던 지선님과 성광님도 개그콤비를 재미있게 잘봤어요. 다시 두분 개그하면 좋겠는데 아쉬워요 따뜻했던 지선님의 피부병 모르고 뉴스기사를 보고 너무 늦게 알았어요 미리 알았으면 많이 응원할걸ㅠㅠ 삼가 고인의명복을 빕니다🙏 성광님도 힘내세요
41,😢
42,누구보다 둘의 호흡이 좋았어요😭😭 형님!! 힘내세요!! 지선님.. 좋은곳에서 행복하길 바래요... 저도 팬으로 요 몇일 너무 우울해요😭😭😭😭
43,성광씨 지선씨 좋아하는 분들인데 아직도 믿겨지지 않아서 가슴이 먹먹해요
44,@u_8.26 개슬픔 진짜
45,박성광씨 박지선씨 함께 개콘 나오시던 그 때 일요일 저녁을 기다리는 맛이 있었는데요. 이제는 개콘도 지선씨도 없다는 현실이 슬프네요. 그래도 힘내세요.
46,언니덕에..많이 웃었는데...이젠 안녕....😭😭😭
47,"악플에 많이 힘들시겠지만.. 힘내세요, 아무런위로도 안되겠지만 힘내시길 바래요..멋지고 꾸밈없던 희극이 故박지선님 편안히 안녕하라고 잘 보내주시고 오세요"
48,ㅠㅠ 슬프네요... 그리고 힘내세요
49,삼가고인의명복을빕니다
50,@172_queen ㅜㅜㅜ우는중..
51,많은 개그 동료들이 힘드시겠지만 힘내세요🙏🙏🙏
52,😢😢😢
53,힘내라고 말씀드리고 싶습니다 😭
54,박성광화이팅
55,글 읽으면서 또 눈물 나네요.😭 지선 언니 강연듣던 게 엊그제 같은데.. 벌써 보고싶고 그립다.. 편히 쉬세요. 사랑해요.
56,삼가고인의명복을빕니다~~.
57,힘내세요 ㅠㅠ
58,삼가고인의 명복을 빕니다 힘냐세요
59,💙💙💙
60,너무 슬퍼요..부디 어머님과 평안하시길..
61,힘내세요..삼가 고인의 명복을 빕니다
62,진짜 두분 명콤비였는데 어떤위로를 드려야할지.... 제인생 제일 웃겼던 여자개그우먼 지선님...긍정에너지...이젠 아픔없는곳에서 어머님과 편히 쉬시길바래요
63,힘내세요😢
64,진짜 눈물 와르르르😭😭😭 삼가고인의명복을빕니다...
65,슬퍼요ㅠㅠ힘내세요🤟
66,악플신경쓰지마세요
67,기도드립니다
68,고 박지선님.. 여기 먼 이국땅에서 삼가 고인의 명복을 빕니다. 편안한 곳에서 어머님이랑 행복하게 지내셨으면 좋겠습니다. 😢
69,👍😢😢
70,지선언니도 성광오빠 마음알거예요 그러니 맘아파하지마세요
71,마음이 너무 따뜻하시네요 삼가고인의 명복을 빕니다....
72,😔😔😔
73,정말 이 글을 읽는 내내 이 상황과 현실이 믿어지지 않아요 하지만 저희를 웃겨주셨던 거 항상 잊지 않고 평생 되새기고 기억할게요 감사합니다 삼가 고인의 명복을 빕니다.... 🙏🏻
74,ㅜㅜ또 한번 성광님의 글을 읽고 눈물이 왈콱 쏟아지네요..아름다운별이되었을 지선님.. 그곳에선 아프지마세요 ㅜㅜ😢😢😢
75,박지선님의 명복을 빌겠습니다 천국에서 편히 쉬기를
76,정말 정말 슬퍼요. 지선님의 그 고통 아퍼서 자기가 좋아하는 일을 마음껏 못하고 사람들도 편하게 못만나고 정신적 외적고통 그거 겪어보지 않은이상 절대 몰라요. 수렁에 빠지면 아무리 발악을 해도 안되는게 있어요. 그 시기가 오면 겉잡을 수 없어요. 약이 모든걸 해결해줄수 없고. 사람이 아프면 우울증이 오게 되있고. 알았다면 함께라도 있어주고 싶은 마음이 굴뚝 같네요. 이것도 잠시겠죠? 그래서 간사람만 불쌍한거고 남은 사람은 잘 살아야지라는 그런 마음이 너무 시러요. 두분 사이 좋았을거라 믿어요. 누군가를 좋아하는 마음을 억누르는 것 또한 굉장히 힘든 일....
77,ㅜㅡㅜ 힘내..
78,삼가고인의명복을빕니다
79,정말...이제는 아프지말고..편히 쉬었음 해요...🙏
80,힘내세요!! 항상 응원하고있습니당🐰
81,악플 신경쓰시지 마세요!! 좋은곳으로 가서 아프지않고 훨훨 날아 행복했으면 좋겠습니다😢
82,힘내세요
83,🤍
84,😢😢
85,좋은 곳에서 편히 쉬세요 박지선님
86,힘내세요.
87,힘내세요😭😭
88,🙏🙏🙏
89,RIP
90,정말 팬이었는데 두분 같이 개그코너 하시는거 보고싶었는데 아직도 믿겨지질 않네요 비슷한 병을 앓고있어서 얼마나 힘드셨을지 아니까 더 마음 아파요 더이상 아프지말고 편히 쉬세요
91,😭😭😭
92,너무 걱정하지마세요
93,저도 보고싶어요 지선언니 😭
94,RIP...😢
95,RIP
96,RIP Park Jisu 😢😢 From malaysia..
97,it is also in the heart of Latin America 😢
98,삼가 고인의 명복을 빕니다. 희극인 모두들 힘내세요. Praying for peace and comfort in your heart. Please be strong.
99,성광씨랑 너무 닮은...친오누이 같아여.... 저도 지선씨가 보고싶네여 ㅜㅜ
100,힘내세요🙏🏻
101,힘내시길... 그 마음 지선씨도 알꺼예요...
102,멋져요 성광이씨 잘돌봐줘서요
103,❤️
104,눈물나여😭😭😭
105,Take care 💪🏻💪🏻
106,❤️❤️❤️
107,삼가 고인의 명복을 빕니다 좋은곳에서 아프지말고 지금 미소처럼 행복하세요..
108,"성광님 힘내세요. 저는 그냥 티비에서만 봤는데도 소식듣고 눈물이 나던데 성광님은 개그콤비였는데 얼마나 마음이 아픈지 느껴지네요… ㅠ.ㅠ
성광님 늘 행복하시고 좋은일만 있기를 바랍니다."
109,🙏🙏
110,고인의 명복을빕니다
111,😢가슴이 아프네요
112,I'm so sorry
113,"지선씨 비보는 계속 볼때마다 눈물이 나네요.좀만 더 견디면 혹시라도 좋은 치료법이 나올수도 있지않았을까...그런 결정을 하기까지 얼마나 힘들었을까...이렇게 많은 사랑 받고 있는거 알았다면 혹시라도 그렇게 가진 않았을까...성광님도 상처받지마시고 지선씨 몫까지 더 악착같이,열심히 사세요.항상 응원합니다!"
114,2007년도 어느 겨울날 용산아이파크에서 함께 얘기하며 지나가던 두분을 본적이있어요 그때부터 저는 두분 팬이었답니다😊 인간사 새옹지마.. 우리 성광님은 결혼하시고 행복하게사셔서 잘됐다며 축복했는데 갑자기 지선언니가 이렇게 가슴아픈일로 몇일을 눈물로 멍해졌었어요.. 사는동안..아팠을 언니생각하니 가슴이미어지고.. 얼마나힘들었을까 감히 그 마음 짐작해보고.. 비보에 언니를 다들 행복했었고 기억하는사람들이 많아 또 다행이고... 또 너무너무 그리운 지선언니.. 우리 잊지말아요 그리고 성광오빠도 항상 응원합니다 힘내세요 지선언니도 그러길 바랄거예요..
115,지선씨 좋은곳에서 편히 쉬시길.. 그리고 상심이 클 가족과 동료들에게도 큰 위로 있기를 기도합니다
116,삼가 고인의 명복을 빕니다..
117,성광님 지선님이 악플때문에 힘들어하는걸 보면 속상해하실꺼에요 내가 이런 위로 해도 될진 모르겠지만 마음추스리고 부디 아내와 신랑 행복하셨으면 좋겠어요 마지막 인사 잘하고 오시고 밝은 모습 sns나 티비에서나 어디서든 언제든 보여주세요 아마 그게 더 지선님을 위한거일꺼에요 성광님 저라는 사람따위 모르지만 팬들처럼 조용히 뒤에서 저도 응원할께요
118,친분이없는 저도 충격적이네요 좋은곳에서 편히 쉬셨으면 좋겠습니다
119,아 너무 슬프다.
120,😢😢😢
121,성광씨~~힘내세요~~
122,"😭😭😭😭🙏🙏🙏언니 제발
돌아와요ㅜㅠㅜㅠ😭😭😭"
123,😭😭😭 삼가 고인의 명복을 빕니다
124,오늘은 새벽부터 눈물이 터지네요..그저 연예인으로만 바라보고 좋아했는데도 마음이 찢어질거 같은데 함께 시간을 많이 보낸 성광님 마음은 어떠할지....두사람 다 박씨인데다 이야기하는 스타일이 닮아서 사이좋은 남매 같았는데요..정말 너무 보고싶네요...
125,휴ㅠ 슬프네욤 ㅠㅠㅠㅠㅠ
126,지선님이 편히 쉬셨으면 좋겠어요. 그리고 성광님도 힘내시구요..
127,😢
128,힘내요ㅜㅜ
129,그곳에서 잘지내주시길🙏...보고싶네요ㅠㅠ
130,성광씨 힘내요. 진짜 지선씨랑 함께 할 때 정말 배꼽잡고 웃었던 기억.. 저는 너무나도 소중해요. 두 분 다 내게는 너무나 소중한 사람들입니다
131,함내세요👍
132,너무 따뜻하고 좋은분이였단걸 알기에 더 마음이 아프지만 부디 그곳에선 더이상 아프지말고 행복하시길 삼가고인의명복을빕니다🙏 누구보다 상심이 클 오빠란걸 알기에 마음이 아프지만ㅠㅠ 오빠 힘내요 항상 옆에서 기도할께요🙏
133,"고인의 명복을빕니다. 잘 보내드리고, 현실로 복귀하셔서 지선씨 몫까지 열씸 챙겨주시길 바라는 맘 입니다. 성광씨 맘 고맙네요."
134,평안하시길
135,슬프네요 그리고 성광님이 참 고마운동기라고 느껴질꺼에요 저희들대신 좋은곳으로 갈수있도록 인사해주세요ㅜㅜ
136,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
137,지선씨 와 지선씨 어머님의 삼가 고인의 명복을 빕니다. 성광님 힘내세요....
138,마음 아프네요 삼가 고인의 명복을 빕니다
139,우로빠 너무 슬프자나ㅜ 힘내요 .. 분명 지선씨도 행복하고 더는 아프지않는곳으로 갔을거예요ㅜㅜ
140,보도있고나서계속마음한켠이아프고신경쓰여기사찾아보고달보내드리고있는거같아다행인거같아요남은이들은남은이들의삶을살아야겠죠아픈맘잘추스리시고성광씨답게다시웃음주시는모습보고싶네요힘내세요~♡
141,맘이 너무 아픕니다. 눈물이 나 목이 매입니다. 어제 한대학생의 글을 보고도 한창 눈물이 났습니다. 정말 착하고 착한 지선씨! 편히 쉬세요.
142,어후 너무슬퍼요ㅠㅠ글읽는데 그냥 눈물이줄줄 ㅠㅠ두분의개그코드너무좋았어요 크레이지러브도 진짜잼있었는데ㅠㅠ 언젠가꼭두분의개그다시볼수있었으면........
143,삼가 고인의 명복을 빕니다....
144,성광씨.. 항상 응원하는 팬입니다.. 악플따위 신경쓰지마시고 힘내세요. 고인은 좋은데 갔을껍니다
145,힘내라 박성광!!!
146,삼가고인의 명복을 빕니다..
147,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ지선님은 내 첫번쨔 연애인이였는데....
148,"🙏🙏🙏🙏🙏성광님도, 많이 힘드시겠네요🙏🙏🙏"
149,☹️
150,힘들던 우리에게 자기를 희생하면서 까지 웃음 주시던 고인 이제야 뒤늦은 고맙다는 말을 전합니다 천국에서는 아픔없이 편견없이 행복하시길🙏
151,"아직도 믿기지가않아요ㅜㅜ어제도 지선씨 기사보고 울고...오늘을 아침부터 성광씨 글보고 울고ㅜㅜ힘냅시다.지선씨 하늘나라 좋은곳에 자리잡아 어머니랑 여기서 못한거,못먹은거...평생할꺼라 믿어요~^^성광씨도 솔이씨랑 행복하게 사는모습 보져주면 무지 좋아하꺼같아요~^^"
152,🙏🙏
153,왜 마음을 안받아 주셨나요
154,성광씨 힘내요.
155,성광씨.힘내세요.. 지선님 위해 더 행복해지셔요
156,기운내세요 기도할께요🙏🏻
157,정말 슬픕니다.박지선씨 좋아했는데.
158,"성광님도 힘드신 시기이시겠지만..
동기 이셔서 더 마음이 아프시겠어요..
성광님도 힘내시고 지선님도 이제 편히 쉬시길 기도합니다🙏🏻🙏🏻"
159,힘내세요..ㅣ
160,힘내! 성광아! 분명 더 좋은곳으로 간걸꺼야.
161,고인의명복을빕니다
162,🧡
163,힘내세요. 성광님 우리도 이렇게 힘든데 동기가 떠나는 슬픔을 감당하시기 힘드시겠지만 지선님 기억할께요.그곳에서 더이상 아프지마세요.어머님과 함께 가셔서 더욱 맘이 아프내요..
164,😭😭
165,최고의 개그우먼 박지선씨로 가슴속에 묻을께요..고인의 명복을 빕니다..
166,발인은 잘 마쳤나모르겠네요.삼가 고인의 명복을 빕니다. 꼭 사람은 있을때 잘하지 못하고 보낸뒤에 후회를 하는 것 같습니다..특히 인연관련해서.. 맘이 착잡하신 가운데 사람의 죽음을 조롱삼아 자신들의 즐거움으로 희화화하는 파렴치한들이 넘쳐나고 있습니다.관련해서 꼭 모조리 고소하시길 간절히 부탁드립니다. 최근 유명인을 비롯해 많은 이들이 고통을 견디지못해 세상을 뜨는 빈도수가 잦아지고있습니다. 그때마다 나타나서 조소 비난 악담을 퍼트리는 쓰레기같은 종자들이 넘쳐나고 이들을 하나하나 무시하다보니 그 수가 늘어만나고 있는 현실입니다. 반드시 처벌해야 합니다.박성광씨도 이에 꼭 동참해 조금이라도 살기좋은 세상을 만드는데 보탬이 되어주셨으면 합니다.
167,마음이 무겁네요.
168,힘내세요 지선언니 좋은곳 가셔서 잘지내시고 행복하게 아프지않고 편안하게 쉴거에요 😢
169,박성광님 말씀 넘 뭉클하고 눈물 나네요 오빠 힘내시고 지선 언니랑 같이 무대 한거 너무 재미있었고 좋았던 날이 많이 생각나네요 오빠도 힘들어 하지 마시고 웃음 잃지 않으셨으면 좋겠어요
170,마음 잘 추스렸으면 좋겠습니다
171,성광씨 힘내요!
172,"여기와서 말도안되는 이유로 악플달지마세요, 누구보다 맘아픈 사람이 가장 함께했던 동료고 가족입니다."
173,두사람의 우정도 우리가슴에....새겨질거에요~~
174,말도 안되는 어이가 없는 댓글들을 완젼 상대핮 마시고 성광님 정신건강 잘 챙기시길 기도합니다
175,지선씨는 그 모든게 아름다운 사람이었어요. 하루 빨리 성광씨 마음이 평안해지길.. 바랍니다.
176,@9i9i_hadid_ @1998kmina @jungswim
177,진심과 사랑이 묻어나는 글이라 눈물이 정말 많이 흘러요 오빠ㅠㅠㅠㅠ 언니 어떻게 보내나요...ㅠㅠㅜㅜㅜㅜ
178,더이상 힘들지 않기를.. 삼가 고인의 명복을 빕니다.
179,힘냅시다..두분은 최고의 캐미였습니다.
180,슬픕니다......저 세상에서는 힘들지 않게 살겠지요
181,"삼가 고인의 명복을 빕니다
평안하시길 바랍니다"
182,@jongyo_o 아침부터 내적 폭풍 눈물중
183,그곳에서 편히쉴수있게 성광씨가 기도해주세요
184,삼가 고인의 명복을 빕니다.
185,연예인이 죽었다고 눈물흘린적이 없었는데 박지선씨 죽음은 너무너무 안타깝고 기사 보는내내 눈물이나네요. 너무 착하고 선한사람이란걸 알기에 하늘도 무심하시지 어떻게 이런 착한사람을 먼저 데려가시는지...죄짓고 못된사람들이 얼마나 많은데 너무 비통하고 애통하네요...지선씨는 좋은곳으로 가셨을거예요.성광씨도 힘내시고 그만 힘들어하셨으면 좋겠습니다.
186,힘내세요
187,내가 죽을때 나를 위해 눈물을 흘려줄 친구가 있다는거..죽어서도 나를 기억해줄 친구가 있다는 작은 위안으로 그 죽음을 앞 둔 공포속에서도 자그마한 미소를 지었을겁니다.. 그것만으로도 충분히 당신이 할일을 하신거니 너무 큰 슬픔에 취하거나 자책하시지 않았으면 좋겠네요. 저도 그 슬픔을 잘 알지만..이제 가족도 생기셨으니 빠른 시일에 웃는모습으로 브라운관에서 보면 좋겠습니다. 빠샤~!!!
188,힘내시길
189,가슴이 너무 아파요 3년전에 봤는데 착하고 친철했어요 ㅠㅠ 삼가 고인의 명복을 빕니다 힘내세요
190,지선아...그곳에서 어머니와 행복하렴...우리들은 지선이를 잊지못해...삼가고인의명복을빕니다🙏🙏🙏
191,"본인이 더 많이 힘들거란걸 알지만 더 힘내서 버티세요.그리고 절대 무너지지 마시구요. 나중에 성광씨가 정상에 섰을때 ""박지선""이란 이름 한번만 말해주세요.그게 지선씨를 기억하고 추모하는 최고의 방법일거예요."
192,너무오래아파하지마세요ㅜㅜ지선님도그걸원하진않을꺼에요ㅜㅜ눈물이펑펑나네요ㅜㅜ
193,@dxyunnn 너무 슬프다
194,@1ovely_.u 나중에 만나서 우리 같이 또 개그하자 여기서 눈물 핑 돌았다.. 맘아푸다..ㅠㅠ
195,@jiseung__99 ㅜㅠ
196,🙏
197,성광님 정말 따뜻한 선배시네요.고맙습니다
198,다음생엔 꼭 박지선이랑 결혼하시길... ㅠㅠ
199,지선님 보고싶어요. 이제 더이상 그곳에선 아프지마요.
200,마음이 너무 아푸네요 눈물이 나네요 ㅠㅠ 그곳에선 아푸지 말기를 지선언니를 위해 더 힘차게 오늘의 삶을 사시기를🙏
201,"너무 맘이 아파요..
지선씨가 이렇게 많은 사람들에게 사랑받는 사람이란걸 알았으면 좋았을텐데
하늘나라에선 어머니와 함께 꼭 행복하시고 아프지 마시길 바라봅니다..."
202,@0su_yeon 댓글 다 넘 슬퍼 글도 슬프고.. 너무 마음 아프다 진짜ㅠㅠ
203,"@ye___z1 사랑하고 , 아끼는 동료를
보내야 하는 그 마음이 어떨지 ....감히 상상 할수 없다 ....."
204,오빠 글을 읽으니 먹먹하고 눈물이 나네요ㅠㅠㅠ성광오빠랑 지선언니는 한세트였는데 이제 못본다고 하니깐 슬프네요ㅠㅠ오빠 그래도 힘내세요!!!!!
205,아 글읽으니 눈물나요 ㅠㅠㅠㅠㅠㅠㅠ 고인의 명복을 빕니다.
206,힘내요🙏💪💪❤️
207,참안타깝네요.삼가고인의명복을빕니다🙏
208,예전에 대학로서도 박성광홀에서도 그 외공연장에서도 개그 공연도 많이 보고 박성광님도 몇번 보면서 그때도 방송에서 보이는 모습 외에 뒤에서 묵묵히 따뜻한 사람이라고 생각했어요. 그리고 박지선님과 개그합도 넘 좋았고 박지선님도 그 해맑음과 순수함과 열정을 너무 좋아하고 팬이었거든요. 얼마전에도 방송에서도 만나서 더더욱 믿겨지지 않고 정신이 완전 멍해지고 충격이 크더라구요. 그런데 박성광님은 결혼과 같은 40개그맨 친구들과 음반도 내며 이제 행복한일만 있다고 생각했는데 상상조차 하지 못했던 사건에 더 충격이 클거에요. 그런데 때아닌 악플까지 시달리니 맘고생이 더 심할거라 생각이 들어요. 그래도 박성광님도 박지선님도 더 응원하는 분들이 많고 더 그리워하는 분들이 많으니 힘내셔요~!^^
209,😭 Rest in peace and stay strong park sungkwang.. @parksungkwang_22
210,힘내세요😭누구보다맘이더아프실걸압니다..악플따위신경쓰지마시고솔이씨생각해서화이팅하세요~지선님도그러시길바라실겁니다
211,맘 아파하지말아요.누구의 탓도 아닙니다.지선씨 존중하는 모든분들 힘내요
212,"먹고싶은거,외출 마음껏 하라는거.. 에구... 맘아프다... 지선언니 어머니랑 잘 있죠? 하늘에서는요, 그리고 다음생에는 하고싶은거 다 해요. 언니의 선한 영향력 고마웠고 잊지 않을거에요. 그리고 여기다가 성광씨에게 악플 달지 마세요. 아무리 세상에 정병들 많다지만 그게 고인 모욕하는 겁니다."
213,지선언니 편히 잠드셨으면 좋겠고 성광오빠도 힘내세요
214,지선언니 삼가고인의 명복을 빕니다.. 성광오빠도 힘내세요!!!
215,힘내세요..
216,@imshanha @parksyoon
217,@jmik282 아 눈물나여..
218,진짜 마음이 아프네요 ㅜㅠ 성광님 개콘애청자로써 진심 개콘 보는 낙으로 살았는데 정말 감사하고 자책안하셨음 좋겠어요. 또 악플다는 사람들은 본질을 안흐렸으면 좋겠습니다. 지선님 분명 좋은 곳에 갔을거라 믿고 잘지내시길 기도해요!!
219,@77_4_02 우는중...너무슬퍼
220,이글읽는데 눈물이 주루룩 흐르네요 ㅜㅜ 성광씨가 지선씨 몫까지 멋진 희극인으로 남아주세요. 웃으며 보내줘야 가는발길이 가볍다네요. 힘내세요.
221,😢마지막이라는 말이 너무 슬프네요~ 성광씨 글 읽고 눈물이 납니다...지선씨도 어머님도 편안히 쉬시길...
222,너무많은 시간과 추억들이 생각나실듯요.. 두분의 추억이 지선씨에게도 소중한시간들이었을거예요..성광씨도 잘추스리시고.. 지선씨도 아픔없는 천국에서 하고픈것 맘껏 누리시길 바래봅니다..
223,😭😭😭
224,🙏🙏🙏
225,지선씨 하늘나라에서 더 많이 웃고 편히쉬세요. 성광님도 힘내세요~!
226,고인의명복을빌어봅니다
227,❤️힘내세요❗❗❗악플따위에 무너지지마시고..지선님도 좋은곳으로 웃으며가셨을꺼라..믿고 기도할께요...
228,😢
229,@sinst._ 넘 슬퍼...혼자 우는중..
230,가슴이 너무 아픕니다. 꼭 좋은곳에서 행복하세요.
231,초등학교 중학교때 한창 개콘 유행일때 둘의 콤비가 이렇게 그리워질 날이 올줄은 몰랐네요 삼가 고인의 명복을 빕니다
232,"힘내세요. 수많은 악플들이 괴롭히겠지만, 살아있는사람은 힘내야됩니다."
233,좋은맘으로같이일하신분인데 동료가안타까운죽음으로가서 마음아파시겠어요 멀리서도 누구보다강자라고생각한성광오빠라고생각하고 보시고계실거에요 오빠도흔들리지말시고 자기에게주어진일에감사하면서열심히 일해주시길바랄게요 늘 오빠가힘냈음해요 이글을보면서 지선씨는 날생각해주시분이 많다고생각하고 편히 쉬실거에요 저는오빠가 힘내길바래요
234,연예인 죽음 때문에 이렇게 눈물이 나는건 처음인 것 같아요 얼마전 아빠가 돌아가셨기 때문일까요 남은 동료 친구들도 마음 잘 추스리시고 지선씨를 늘 좋은 모습으로 기억해주었으면 좋겠어요 행복하세요
235,삼가고인의명복을빕니다
