,댓글
144,유튜버들 떼돈 버는 게 그냥 얻어지는 게 아니었군요 ^^ 감스트님 이상 없으시길 바라겠습니다
145,인....직 ㅠㅜ
146,몇 만명 앞에서 여자 bj보고 자위 세번했다는 그 사람임?😂😂
147,그 와중에 잼민이들 웃는거 극혐이네
148,어떡해
149,@owen__0912
150,@taehyeon_______ 감스트 어카누
151,@j_uhee_0504 야미침.....
152,"경비원이시기 전에 다른 ""가정""의 ""가장""이십니다..""가정""을 살려주신 아파트 주민분들 행복한 ""가정"" 되시길 바랍니다...🙏"
153,내 일자리 중요한만큼 다른사람의 삶의터전도 중요합니다. 너무멋진주민들👍👍
154,멋진주민들이세요😁 복받으실꺼에요~
155,삼환아파트 주민분들 정말 존경스럽습니다🙏
156,멋진주민들이에요😊
157,따뜻한 온정 본받아야겠네요 모두가 건강하고 행복한그날까지 화이팅
158,와우 굿잡👍👍👍👏👏👏👏
159,👍👍👍👍👍
160,👏👏👏
161,현명했다👍
162,멋있어용👍
163,👍👍
164,역시 킹부산
165,훈훈한 도시 부산 :)
166,주민분들 멋진 인성과 따뜻한 마음♡복많이많이 받으새여😊
167,사람일 모른다 지금 경비원 같이 될수도 있는 일이다
168,박수👏👏👏
169,💕💕
170,멋지다💙💙
171,키야 너무 멋있는 주민들👍 제가 다 고맙군요
172,@boo__o3o_ @aa_god__v 혹시 니네가???? 삼환인들?
173,@_uomiz 오? 윌렴 뭐 올렸지않나
174,@kidxbuty 헐
175,@0703yeon
176,@elena_7731 여기우리아파트 ㅋㅋㅋㅋㅋ
177,@zhyoni 나도 나중에 이런 어른이 되어야지
178,@junghun5 ㅋㅋ
179,@kimayaa
180,@__mmooonng__
181,어려운 시기에 좀 힘들지만 같이 이겨내이 기뻐요 힘냅시다 ㅜㅜ 어려운건 아는데 불쌍한 아재들 좀 봐주세용😢
182,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
183,@ssong_jjoon 니네아파트아님???
184,@luv.jh_ew
185,@ilho@jungilho
186,@meaniit 우리 아파트야
187,@ssuunn0130 이거 고모집 아니가 ㅎㅎ
188,@haeseong2120
189,@gun.mongmong 오 멋잇다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ👍👍👍
190,@heon_________ 헐
191,@zzum_to 진호야 너희아파트 맞니
192,멋진 주민들 👍👍👍 다들 복 받을 주민들 👍
193,"약자 괴롭히지마라 변태쉐끼들아, 괴롭힌만큼 니들이 아끼는 가족이 괴로울것이다."
194,제발 별탈없게 해주세요....
195,"지뢰는 제발 기계나 쥐 훈련 시켜서 제거하자. 병사 한명, 한명 너무 소중한데.. 리스크가 너무크다. 국방부 이 사건을 계기로 매커니즘 개선좀 해 주세요"
196,제발 무사하시길 바랍니다ㅠㅠㅠ 군인분들 다치실때가 제일 마음 아파요....
197,무탈하기를요 ㅡㅡㅜ
198,이런거부터 로봇으로 좀 해라 좀!! 하면 할수잇잔애
199,제발...살려주라
200,😢😢어째ㅜㅜ
201,그래도 보호복 입고 계셔서 천만다행이네요 쾌차하시길 ㅠㅠㅠ
202,"충성
별탈없으시길 바라겠습니다
충성"
203,교도소 대체복무 간 애들이 저길 보냈어야하는건데
204,그냥 사형수들 걸어다니게 하면 안되나요?
205,이런거는 양심적 병역 기피? 걔네들 시켜
206,@na_ahyeon 위찬규 태그 각
207,@scoqa5734 오빠 이거 우리부대야
208,@pcssspc
209,미친거 아니가 .. ㅠ 어떡해 ㅠ @lure_yoo
210,@bright_h.99 우리임 ㅋ
211,@meene._.8 ㄹㅇ옷입는거저거임
212,@hi_dong_2 ㅠㅠㅠ
213,@cwalaunl 살아잇냐
214,@hoyeolg 끝까지 조심해라 닌
215,@seotaeg.o 너네도 이런거 하냐ㅠㅠ
216,@refiil_yoo 어..?
217,@cma_1228 괜찮아?
218,"손흥민선수님 무사하길🙏🙏
그리고 제발 모든 선수분들 더 이상은 걸리지 않고 건겅할 수 있도록—-"
219,헐 ㅠㅠㅠ 폐 다 상할텐데..
220,"귀국시켜라빨리ㅡㅡ..... 이 판국에 유럽에서 원정은 왜 한거냐......답없다 진짜,,,,"
221,ㅠㅠ😢
222,문대통령이 방역 잘하고 있는데 사람들이 마스크 쓰고 노력을 안하네. 본인들이 스스로 노력좀 하지 으휴...😭
223,"안녕하세요. 저는 미국인 Mr.Lober 입니다. 1988~1989년에 파주 #봉일천 #캠프하우저 에서 근무했던 미군입니다.
그 당시 봉일천에 있던 #클럽문 만났던 #진수미 씨를 찾고 있습니다.
물론 이름은 가명일수도 있으며 발음상 오류가 있을 수도 있습니다. 저는 단지 진수미의 안녕과 행복을 확인하고 싶습니다. 사소한 정보라도 좋습니다.
이 게시판에 올리는 사람은 미국인분의 지인 입니다. 미국분이 한국어가 서툴러서 사이트 이용에 어려움이 있기에 제가 대신 올립니다.
1988년~1989년 3월13일날 한국 떠나서 미국으로 복귀
진수미 씨는 그당시 20세로 보였다고 하며 89년 2월에 갑자기 사라졌다고 합니다.
클럽 종업원 고정 맴버 였으며,그 당시엔 긴 생머리 였으나 89년2월 사라지기 전에는 머리를 잘랐다고 합니다.
특징:영어실력이 아주 좋았음,가끔 안경을 썻음, 전에 남자친구가 있었으며 사진첩도 많았고 남자친구와 찍은 사진들을 가지고 있었다고 함,그녀가 그를 부를때 나의 늙은 요구르트라고 불렀다고 함.
사라졌을 당시 클럽 주인은 다시는 돌아오지 않겠다고 말했다,내일 돌아올거야,이번 주말에 돌아올거야 라고 말했다고 함. 또한 이상한 소문이 돌았다고 합니다.
1.뭔가 끔찍한 일이 일어났다는 소문
2.다른병사는 그녀가 매우 심각한 병에 걸렸다는 소문이 돌았음
*가족이나 가족일부가 중국에서 왔다고 말하였음
**미국인이 귀국하는 날 진수미(가명일수도 있음)씨에게 편지를 써서 문밑으로 밀어넣었다고 함.
그때 당시 진수미씨 방위치는 클럽뒤에 위치,클럽뒤에서 나간다면 바로 오른쪽에 위치,옆문으로 등을 통하여 들어갔을 경우엔 바로 앞에 있었다고 함.
***그녀의 소식을 알수 있는 사람이 한명 있다고 합니다.
미국분이 채미영 이라고 하는데 영상에 얼굴이 또렸하게 잘 나왔습니다.
총 2분을 찾고 싶습니다.제발 도와주세요.미국인이 거의 29년동안 찾아다니고 있습니다.
지금 두레방 이라는 기지촌여성모임에도 수소문을 하였습니다.
난 그저 그녀에게 무슨 일이 일어났는지 알고 싶을 뿐이고, 그녀가 괜찮은지 알고 싶을 뿐이다"
224,경기철수시키는게..
225,이쯤되면 그냥 철수해여ㅠㅠ 경기도 경기지만 건강이 우선입니다😭
226,ㅋㅋㅋ마피아 게임했다는데~ㅋㅋㅋ
227,근데 첫번째 사진 왜 선수를 차고있냐
228,@clearyu_4 나 울꺼야 말리지마
229,@hyojiiin_99 와.....
230,"@bakji03 헐,,, 완치해도 몸 다 상할텐데 ㅠㅠ"
231,@hey.__.21 실화야
232,@llx_mx @tmsnvlek 큰일났네 치료해도 문제아니가
233,@r_jae_ni 오마이
234,@j1_woo12 ..
235,@jaegeon1477
236,@_hk__01 으악 소농민 검사받는거 왜 아무렇지도 않아보이냐 개아플거가틈
237,"@littalgi__9 심각해,,,,,, 이게 뭐야,,,,, 에바야,,,,"
238,@l_guhipin_j 개빡친다 진짜
239,"@rxx_526 문환아,,"
240,@hyo_seon1008
241,@haaan_byul 미쳐따
242,근데 1단계???
243,대구지역 생각안나나봐ㅠ 단계는 올릴생각없으면서 마스크 벌금은 왜 만든거지?
244,그 와중에 대규모 민주노총 집회는 허가한 문재인 정권 ㅋㅋㅋ 아 중국산 바이러스가 친중 세력은 알아서 피해가나?
245,진심 평생갈까봐 두렵다...이런 일이 생길줄 누가알았겠어..예전으로 돌아가고 싶다
246,사랑의 교회 탓하더니 그 때 보다 더 많네
247,훠훠 그래도 민노총 시위는 해도 됩니다~
248,ㄷㄷㄷ
249,민노총 시위해서 확진자 늘었으니 민노총 없애라
250,좁댑내ㅜㅜ
251,@a.rarrr 조심..
252,@always_happy_haeun0930 어떠케 조심해
253,@cjh00724 @kigga.ape 맞는걸까 ?
254,@y_ura__ 진짜 너무 무섭네요ㅡㅜ
255,@____shh ㅋㅋㅋ좆댓네 이단계하겠어..^^;;
256,@seop___2___ ㅜㅜ결혼해야하는데ㅜㅜㅜ😭😭😭😭
257,@giok_moon 아진짜 제발 ;;;;;;;
258,@zihye_yoon 어째서 이따구일까
259,@mays2_ 심각하닷 ..
260,@_eun._.ni
261,@h__b.49 🤔헤빈아 이래도 연어가 먹고 싶니?
262,@le.jjhh 미쳤다
263,@_u_jin_98 큰일이야 크닝ㄹ
264,@yeeenalight 🙊
265,@kwon_seonghun777 외출이랑 휴가잘리면 자살 바이바이..!
266,"@j_in.97 갠참지 ?,,^^,,,,,,!!!!!"
267,@jeongyong___
268,@handonghyi8040 😦조심해야게따..
269,@hyoungsoo0oo 우리 다시 외식 금지해야긋다.....
270,@arazzangzz ㅠㅠ
271,@wan__22
272,@hangbin_c 잉
273,@l.ll.lllaurence 으엌넘무셔
274,@lj.__.j
275,저 정도면 잠재적 환자가 600명 있다고 생각하면 됨!!!그러니 제발 카페에서 안 마실 때는 마스크 쓰고 대화해 !!!누굴 믿니 너 조차도 네가 안 믿게 생활하면서!!!
276,@soyeon_0114_ 진짜 미친것가태....ㅠㅠ
277,Whyrano...
278,내년에도 신나게 밖에 나가서 놀긴 글렀다
279,야발
280,🙀
281,어쩜 선거철에만 딱 0명이었을까..아직도 의문
282,"제발 마스크하고 다니세요. 편의점에서 근무하는데, 마스크하고들어오세요를 수십번말해요. 턱스크하면 올리세요. 내적 스트레스를!!!"
283,😱😱😱
284,아마 할로위축제를 암암리에 한게 아닐까..시기적으로 2주뒤에 이렇게 연달아 200명대인건..??
285,ㅠㅠㅠㅠ
286,확진이 많이 나오네요 코로나가 빨리 진정되길 바라고 싶네요 그리고 마스크 꼭 쓰고 다녀요 화이팅
287,@syucream77 @elate__d 😭😭😭
288,@jiee.hye @luv__ji1 고ㅑㄴ탆겟지
289,100명이상이 아니라 10명이라도 무조건 집회는 막아라 좀 !
290,@man_gi_92
291,@dbdbd_p 또 조심해야할때가 왔다
292,니들은 집이 없어서 밖에서 방황 하는거냐
293,@dlaksska ☹︎
294,훠훠훠🇨🇳🇰🇵
295,@inuinunu
296,@gusrud1016 ㅠㅠ😢😢
297,"@_chae._.lee 마지막장 지역별 코로나수 봐봐 ,, 내가 말한 거 개쩔지"
298,@ssong_.hee 가려고 하니까 또 시작....
299,@sejomi_ouo
300,@bodong.kim
301,@jnmgnikkk 엥..? 갑자기 왜캐 늘어났어 또
302,@horolgrorororooro 곧 2단계 될듯 ㅠㅠㅠ
303,하이고..... 큰일이여 큰일.. 변종 코로나 바이러스도 나왔다던데...
304,@baejinaah 에??
305,@so_u_luvly 모두제자리~~모두제자리~~~
306,@o4_24 뚀딤됴딤
307,@ji_hooooooo
308,괴물 같은 인간들 때문에
309,Whyrano
310,@a_moment_apart_ 미쳤네....
311,다 답답하지만 참고 있는 국민들이 더 많은데 이기적인 인간들 때문에 국민이며 의료진 분들이 더 고생 합니다 오래 가고싶지 않으면 지킬건 좀 지킵시다!!!!
312,"@yeongeun2871 시발 1단계나까 막 돌아다니지 간호사,의사가 호구로 보이나 3단계 가자;;;존나 야마돌아"
313,그쵸 저사람들 이상한 사람들이에요
314,최소 설거지나 뒷정리는 해 줘야 한다고 생각함
315,"나는 규현ㅋㅋㅋ 일반 손님이면 설거지 안하는게 맞는 것 같은데, 친한 친구면 집에서 2-3차 계속 요리하는데 같이 설거지 하는게~~ 빠르고 좋지 않남~~~~~~🐥🐥"
316,그닥 가까운 사이가 아니면 초대한 사람이 다하는게 맞고 완전 가까운 사이면 그런게 뭐가 중요하나...
317,정답은 없다고 생각합니다만.. 초대한 사람은 기대하지 않고 해주면 고맙고 아니면 말고의 마음이면 되고 가는 사람도 하고싶으면 하고 아니면 말고 .. 이런 마음이어야 사소한 감정소모도 하지 않을 거 같은데~
318,손님이 음식남은거나 치울거 냉장고정리할순 없으니 주인이 그런거하고 암것도 모르는사람은 설겆이하고 그럼 후딱치우고 설거지하는동안 2차안주 만들고 그럼 좋지뭘.. 설거지 다 냅두고 2차 안주만들고 설거지산 만들어놓고가면 담날 멘붕옴ㅋㅋㅋㅋ
319,이걸 이렇게 인사이트에서 올릴정도라고...? ㅋㅋㅋㅋ
320,같이 먹었고 설거지거리도 많고 치울것도 많을텐데 좀 같이 설거지 해줄수도 있고 치워줄수도 있지 꼭 손님이라 해서 치우지 말고 가만히 있어야되나.... 은지원이 생각을 잘못하는거네 이건...
321,ㅋㅋㅋ눈치없으면 저렇게 뻔뻔해짐
322,나는 내살림 내가 설거지하는게 편함
323,@kimkkotgil @aris_cupcake @dj1177 나도 규현생각에 동의 ㅋㅋ
324,@haaaaaanx21 왜 너가 생각나지
325,집에 손님 초대해서 뭐해주고 다 가고나면 설거지 말고도 치울게 한두가지가 아닌데 몇번이나 혼자서 다 요리 해준 사람한테 그 설거지 하나도 못도와주나ㅡㅡ 친구 아니고 쌩손님으로 가도 그건 돕겠다 그치 @__jayden__park
326,@mukingkong @hyundonramsey_23 우리는 요리한사람은 중요치 않다. FIFA가 중요했지 😂😂😂
327,@hiprecioso 엥 요리 한번 한거면 설거지 시킨거 개오반데 2차 3차 다 규현이 한거 아님..? 설거지 몇분걸린다고 저러노 ..
328,"@hwawon.k @jm____ing @gyoungmin._ 나는 상은 손님이 치워도 설거진 주인이, 너네는?"
329,@jiyu_1205 설거지도와줘...?? 나는 내살림건드리는거안좋아해성... 무조건내가하는거좋아하는뎅 너가도와달라구하면 담부터도와주께..!!
330,@paeeri____812 설거지 좀 해도 10분이면 됨
331,@_lovely_y___ @_lovely_m___
332,@jiii_1s 집주인이 잠들면 설거지한다
333,@y._.june ㅎㅎㅎ설거지 해줘!
334,@min_hyeok8679 어때 여론
335,@joo_ooz @z.xta_ 주지해는 우리 불럿으면서 왜 우리 설거지 시킴?
336,@ddong_bbang
337,@__bloomsj 난 하고싶은데 주인이 말림
338,@chaseungye 어케 생각해
339,@_hae.s___ 야 나는 앞으로도 부탁할게?
340,@jeehee._ @ov.erit_ 우리는 반대 요리는 손님이 설거지는 지이..
341,@donghwa._.031 난 지원파
342,@oeeo__2u
343,@__yw.jh 오케생각!?
344,규현 피오 강호동이 맞지...친한 친구로서 같이 놀고 먹은 거니까 같이 하는 게 맞는 거지 규현이 123차 요리도 다 해 줬고 저 상황은 같이 하는 게 맞는 부분인 것 같은데 친구 아닌 일반 손님이면 초대한 사람이 설거지를 하는 게 맞는 것 같고
345,@mi_njigong @jjjrrr_____ 공민지집에서 빨래개고 설거지하고 바닥청소하고 토마토쥬스까지 만들어준 기억난다ㅜ
346,@hong.dk_____ 너으생각은
347,@k.bboya @yoona.k7 너희생각은? ^^
348,@su.12_22 @h_won_0823 너무 많으면 설거지까진 아니더라도 거들어 줘야지 않나?ㅋㅋㅋ
349,@kk._.092 지가먹은 제티 컵 설거지하던 니가 생각나네... 😘
350,@_haleyleeee @saebinnyy @swon1030 윷놀이 내기 해야쥬 ㅋㅋㅋ
351,@jungeunyii 설거지해조서고마어👍❣️
352,@jeong_nam_ 설거지는 무조건 정일맨이지
353,@db1991_ 식세기를 사면 되는거슬....
354,@seulkll @soxxra__ 어떻니?
355,@junk0178 우찌 생각하노..
356,@nijnue._ @seungjin_hong ㅋ ㅋ 누구는 주인이자고 알아서 다 정리해줍 . .
357,@wisejoo 이거구나
358,@yeonsoo6101 해도 돼 ㅋㅋ ㅋ ㅋㅋ ㅋㅋ안 해줘도 노상관인데 아예 안 치워주면 안돼...안 치우고 가면 진짜 안돼...ㅋㅋㅋㅋㅋㅋㅋ
359,@1.10.2_
360,@easy_h0215 난 맨날 불러서 친구들 설거지 시키는데... 요리도 내가 하고 치우는 것도 싹 다 내가 하면 너무 힘들지 않나 한 명 것도 힘든데 2배를 더 해야하는 건데... 손님대접이면 그럴 수 있는데 친구들을 저런 ‘손님’으로 초대하는 게 아니자너 글구 빨리 치워야 빨리 쉬고 놀지... 나보고 음식하고 설거지하고 다 하라고 하면 안 오는 게 낫지
361,@hj_k21 이거 어케생각해??????? 나는 은지원ㅋㅋㅋ 친한친구라서 설거지를 하는게 맞다고도 보는데 어쨋든 초대한친구니까 밥내가햇으니 설거지는 너가해라고 먼저 말하는건 아닌거같아 ㅋㅋㅋㅋ놀러온 친구들이 나서서 하는거면 몰라도 먼저말하는건 ㅋㅋㅋㅋㅋㅋ친구가 눈치가 잇어야겟지뭐 ㅋㅋㅋ
362,ㅇㅅㅇ..
363,뒷정리는 같이해주는게 맞지만 설겆이는..글쎄
364,@my2no2000 그니깐 주인이 하는거지~ㅋㅋㅋㅋㅋㅋ 은지원❤️
365,@princess._.do 어떻게 생각해
366,친구가 무슨 손님이야 ~~ 그리고 집에서 1~3차 먹었으면 1차 정리를 해야 2차 상을 차리지 .... 저런식이면 나는 손님으로 내 집에 안부름
367,규현이말이 기본적으로 맞는말이지😁 그건 친한사람일수록 지키는 예의가 아닌가싶은데... 사람이 기본이 안되면 눈치라도 있어야하는거아닌가🤬🤬
368,@nightninefiftyfive ㅋㅋㅋ라면먹고 집주인은 쉬는거아님?ㅋㅋㅋㅋㅋㅋㅋㅋ
369,나가서먹자 뭘힘들게집에서..아무도안도와주고 고맙다소리도안한다...나가서먹자
370,@hong2eddy 먹었으면 설거진 해야지
371,@4ever_sarang 웅..?ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
372,@jjapda0207 아닌 난 인사이트에 나오는게 더 웃긴데ㅋㅋㅋㄱㅋ
373,@kmmmln_ 나 이거보고 충격 먹었음 영상으로 봐야 됌 은지원이 규현보고 니가 요리 했으면서 해달라고 한 것도 아닌데 왜 설거지를 시키냐 이럼 어찌생각
374,@heebong666l 어케 생각해? 나는 거들어야 된다고 생각해 ㅡㅡ 지는 뽀지게 처먹고 남 치우는데 벌러덩 누워있으면 짜증남 일단 집 자체가 안 친하면 초대할 수가 없자너...?
375,@kkh802 나는 밥값은 하기위해 설거지하는게 좋습니당
376,"@curie_sbjk_abnew 아니 이거 은지원이 규현이네 직접 놀러가겠다고 하고 해피엔딩으로 끝났다고.. 그부분만 딱자르면 오해하지,,,,"
377,@s_eun.n07 당연히 다같이해야지
378,친하냐 안친하냐의 차이😂
379,나만 그르케 느꼇나..??딸기게임하던 회차..규현은 말수가 거의 없엇고 은리다는 차안에서 영어안쓰기할때도 계속 공격적에 신경질적...딸기게임할땐 무섭게 규현에게 정색도..;;;그동안은 계속 다들 웃고 자지러지던데 정색을하더라도 우기기하는것때문이엇고..근데 규현한테 정색하는게 깜놀해서 계속 그 회차 재방보는데 아무래도 심상치않게느껴짐..ㅠ
380,편한대로하는거지 굳이 갑론을박할 거리는 아님
381,가까운 사이 아니면 주인이 다하는게 맞고 친한 사이면 같이 하는게 맞지~정답은 없음
382,문제는 집주인이 먼저 해달라고 했던게.
383,아니 근데 상상해보니 2-3차 계속 만들어 먹는데 그럼 집주인이 설거지할동안 나머지는 다 앉아서 보고만 있는다고....?? 머 먹을거 맡겨놨나 개별로
384,@seokho_ng 역시!
385,@dusgml_na 어때
386,@rain1_1 주희 아이디 머여 이거임 내가 말한거
387,@youn915 @jinpppo 이제부터 설거지하고 가세오?
388,@98kim_seon_ho 좀 해라 니는;;
389,@an.__.hee13 이거야!! 오늘 아침 니!!ㅋㅋㅋㅋㅋ
390,@asas_84_ 당연한건아니지만 놀러온 손님이 해줄수도 있다고 생각해 난ㅋㅋ
391,@xxoo_di 초대를했으면 손님이안하는게맞고 애매(?)하게 온거면 한다는척이라도 해야지..결국 집주인장이 다하게되있지만ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
392,규현이 요리다했고 집에서 3차까지했으면 나라면 당연히 설거지하고 옴. 그게 뭐어렵고 힘들다고 따지고들 있냐
393,@pre_ootd 하하하하
394,@guldong2 이거 우리 얘기했던ㅅ거당
395,@g_nieee 난 규현파
396,@jongbin2e 친하면 해줄수잇는데 군데 난 둘다 이해 되는게 내가 집주인이면 친구들 설거지할라하면 그냥 내가한다고 헐거같애 근데 규현상황에서는 걔가 안주만들동안 설거지 친구들이 해준거니까 둘다 이해되는디..
397,@mt.aa.e 역시 내 예상대로 인스타에 올라와서 논쟁일어남 ㅋㅋㅋㅋㅋㅋㅋㅋ
398,@d_eunnn.y 기술장인 갓명철....
399,@nunnu_22 우리 안절부절ㅋㅋㅋㅋ
400,@jezn_su 설거지는 물론 뒷정리까지 너가 다 해
401,@wooooooooon_
402,같이 먹었으면 같이 치우되 설거지는 집주인이!
403,@jojo_o___ 둘이 진짜 모야..ㅋㅋㅋㅋㅋㅋㅋㅋ
404,@woobinylog
