,댓글
50,오늘도 철통방어^^~~~ ❤️ 오빠~^_____^ 몸도 마음도 건강한 하루 되세요~~~^^ 오전 내내 회의~^^ 배고파서 밥 먹고 일해야 할 것 같아요~~^^ 밥 먹을래요~~^^ㅎ 오빠도 맛있는 식사 잘 챙겨 드세요~~^^🙏🏻💛
51,😍
52,마스크 어디서 구입하신거에요?
53,오대박이에욤💕👏👏👍👍👍👍
54,🐕🐇
55,"상민씨, 이런건 어디서 사나요? 🙃"
56,오후도 파이팅이요 💪💕
57,오... 이거 좋은데요.
58,형님 화이팅하세요 👍
59,어디서 샀어요? ㅋㅋㅋ
60,잼나요^^
61,황팅입니다👍💛💛💛
62,화이팅👍👍
63,이 마스크는 까까까에서 못본건데.. 좋네요
64,😻
65,💗
66,모에요? 개발하신건가요?
67,❤️❤️❤️❤️❤️
68,와 저 투명 마스크는 뭔가 되게 퓨쳐리스틱 하네요!! 머시써요 🤍
69,마스크 짱 멋져요💚
70,👍👍👍
71,🔥🔥🔥🔥
72,상민이형 마스크 간지😀
73,알리매니아 네요ㅎㅎ
74,❤️❤️❤️
75,Quiero esas mascaras!!
76,재밌으십니다.
77,내스타도 점심 꼬옥 챙기시구여 :-) 감기 조심💕
78,마스크 대박이네여^^
79,👍👍👍❤️❤️❤️
80,화이팅!!!
81,Good afternoon
82,이것도 유튭에?😮
83,ㅎ😍🙆‍♀️매력쟁이👍 좋은모습 많이 많이 보여주세요~^^~
84,👏👏👏👏👏👏😍😍😍😍😍
85,kkkkkkk strange mask collection😄😂
86,"""지평선이 검고 폭풍이 위협하고 있습니다. 일합시다. 이것이 세기의 악에 대한 유일한 치료법입니다."" 나는 당신을 친구로 지원하고 있습니다. 너는 결코 혼자가 아니다. 함께 일하고 행복합시다!. 🙌🏻💫❣"
87,상민님도 많이 드시구 힘내셔야해요~👍
88,근데... 구멍이 숭숭..
89,아무튼 특이한 물건 많은것 같아요 ㅎㅎ
90,오빠 마스크는 독특한게 많네요.
91,이제 kf쓰세요..ㅜ과태료..ㅜ
92,특수제작이예요
93,👍🏻Fashion
94,항상 응원합니당!!! 👏
95,힘힘힘🤗
96,ㅋㅋㅋ
97,👏👏👏
98,"Wow, you make everything so fashionable, even the mask!"
99,Fighting 💙👏
100,맛점 드세용~❤️
101,화이팅! 힘내라 힘! 응원합니다 🤗
102,Looking good 👍
103,❤️❤️
104,소년같아요..귀여움...😍
105,😍👏👏👏
106,오오오 저런건 어디서 구매 하시는건지!???
107,👏
108,뭘해도 멋져요
109,그것 귀가 아파자 않아요? 그것 무겁지 않나요?
110,도대체 이런걸 어디서 구하신데요? 신기신기
111,열심히 생활하시는 모습 보기좋아요 건강하시고 행복하세요 응원합니다 ^^
112,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
113,ㅋㅋ 상민씨 마스크는 대췌가 어디서 구매하는지요?정말 탐나는 물건이네요.👍😘
114,상민오빠 fighting💪💪 맛점 하세용 우리를 사랑한 사람은 위해
115,💓💓💓💓💓💓💓
116,행복하고 멋진 하루 되세요!!!
117,오늘도 수고하셨습니다🙌 상민님 화이팅❤️
118,❤️❤️❤️
119,이런 마스크 나라에서 인정 안 해줄텐데요~ 라고 할랬더니 뒤에 마스크하고 덫대어 하고 나오네요ㅋㅋ 이런거 발견하는 능력 굿입니다~
120,❤️Yo! Yo! Yo! ❤️Looking #good #man!
121,오빠 사랑해요 🙌 근데 마스크끼고 뽀뽀해봤어요? 🔥
122,You're handsome 😘
123,yoyoyo~fignting!!! awesome mask yo~
124,😂😂😂😂ㅎㅎㅎㅎ
125,은행이라도 치게?
126,구매링크 부탁드려요😘
127,코로나는 이제 더불어 사는 사회처럼 일상일수도 있는 상황까지 된 시점에서 걸린사람들을 무슨 죄인취급하듯이 하고 피하는 사람들에 생각은 바뀌어야 될듯요.
128,상민오빠 인스타게시물 올라와서 좋아여~항상 힘내시고 해피한하루보내세요!!화이팅!!!!👏👏❤️❤️❤️😍😍😍😍😍
129,오빠 ❤️❤️ 화이팅이요!! peaceful 하고 happiness 로 가득찬 하루 되시길 바래요 🙌 위나윈나
130,기대되네용~~^^ 오늘도 건강 잘 챙기시면서.. 홧띵요😍😍
131,"상민오빠, 건강은 최고죠. 건강 잘 챙기시고"
132,😍
133,💪🏻건강
134,🌞
135,❤️❤️❤️
136,🎉🎉🎉🎉우정에서 사랑😍😍😍
137,👍👍
138,오빠두 화이팅!!! 식사 거르지마시구 옷 따숩게 입으시구요! 많이 많이 웃는 하루 보내시길 바라요💕
139,화이팅하세용ㅜㅜ!! 마스크 꼭꼭😷
140,Fighting
141,코로나조심하세요. 상민씨
142,코로나 메로나 😮
143,Fighting!!
144,정보 감사해요~~행복한 하루 되세요^^
145,코로나 조심하시구 화이팅^^하세요~
146,Sangmin fighting!!! eyes contact with love.have a good day^^
147,이건 아닌듯
148,힘내셔요 응원합니다😍😍😍😍😍
149,😭😭😭😭 역시 난 절대 따라갈 흉내조차 못낼 인성👍👍 힘내세요 내스타님 사랑합니다❤️❤️
150,아직도 이상민 쓰는 샴푸로 예전 광고컷이 피드에 있던데 윗에 댓글 다신분 처럼 믿고 사신분들은 많이 속상할꺼 같네요 이상황에 ^^ 웃는 이모티콘은 좀 그러네요
151,아~형님만 믿고 20통이나 산건데 너무 억울하네요ㅜㅜ효과도 없는것 같은데 다 버려야하나...
152,"악플러들이나 안티들은 어떤 방식으로 대응하셔도 계속 안좋은 얘기하고 어헤즈보다 이상민씨 탓만 할거예요. 저같이 이번일 크게 개의치 않아 하는 팬들도 있을거고요. 꼬투리 잡는 사람들 일일이 대응하시지 마세요. 그들이 말하는거 처럼, 정말 큰 잘못하셨으면 언론이 먼저 난리치고 방송계에서도 가만히 있지 않았겠죠. 언제부터 유투버 말이 공신력 갖게 되었나. 이해가 안될 따름입니다."
153,나도 사과 받았으니 상관 없다는건 좀 아닌 것 같습니다...
154,일일이 대응하지 마세요. 어차피 분위기가 1을 1이라고 얘기해줘도 안믿을 분위기요. 그리고 저이들이 말하는 형법에서 얘기하는 사기란 기망행위가 있어야 하며 그로인해 득을 보셔야 함에도 불구하고 형님이 판매한 것이 아니라 단순 모델이었어요. 그런데 왜들... 샴푸회사가 문제니 무시하심이 좋을 듯이요. 대꾸해줘바야 계속 말꼬리 잡을걸요.
155,"깔끔하게 본인이 잘못 했다고 해야 진정성이 느껴지는데 어헤즈만의 잘못으로 넘어가는 건가요? 띨망. ,그동안 잘 봤습니다 20000"
156,샴푸가 얼마나 안좋길랰ㅋㅋㅋ 대체 그게 사과할일인지😂 고생하시네요😎
157,허위광고 모델로써 돈만 받으면 뭐든 한다는 마인드로 소비자 속여놓고 회사탓만 하시더니 유튜브 채널명 멋지시네여
158,올려주신 저 글 내용에 보면 좋은의도로 모델하신건데 '당사' 의 과장광고로 인한 피해인데 모델잘못이 어디있음ㅋㅋㅋㅋ
159,걱정마세요
160,어디서 실시간 대화하고 있어요??지금 들어가고 싶은데 없어요😢
161,흠...... 이건아닌데요.... 대응이 많이미흡하네요... 아쉽네요.....
162,what is this about? 🤨
163,이해가 안가는게... 왜 그럼 이상민씨 본인이 실제로 사용해보고 광고모델이 된 거처럼 하신건가요? 실제로는 시기가 출시 전부터 사용하신거잖아요... 제 지인들 이상민씨만 믿고 구입했는데 이거 다 어떡하나요
164,유튭 댓글 안보세요???이렇게도 감이 없으시면 어찌하실려고...
165,사망여우님 만세 그분덕분에 어헤즈 사과하네
166,형님때문에 어헤즈만4통짼데..괜찮기만하던데요..광고가다그렇죠 보는사람마음이지..어휴
167,💪 You have my full support 😊always have and always will.
168,"우리 앞에 많은 일들이 일어나요^^ 때론 웃으며 즐겁게, 혹은 또 요즘같이 힘들기도 한 시간들이 주어지기도 하지요... 하지만 오빠^^~ 그런 일들 앞에 우리의 자세가... 우리의 마음 가짐이... 오늘 이 순간, 그리고 앞으로의 시간 앞에 조금 더 평안하고, 편안하고, 나 스스로에게 떳떳하고^^ 내가 소중히 여기는 사람들 앞에 바르게 설 수 있는 시간들을 또 만들어 주는 것 같아요^^ 보이는 곳에서, 또 보이지 않는 곳에서도~ 오빠를, 그리고 우리를 늘 응원해요^^🙏🏻❤️ 아시죠? ^^ 저는 아직 퇴근 전^^~ 오늘 마무리 잘 하시고요^^ 힘들지만 힘내셔야 해요~~^^ 지금까지처럼, 오늘 역시 잘 하셨다고 말씀 드리고싶어요^^ 오늘도 감사하고 사랑합니다^^ 또 뵈어요^^💛"
169,이상민씨의 광고를 토대로 제품을사는거지 연예인때문에사는건 아니자나요? 과대광고는 회사측의 잘못이고 제남자친구도 이제품을사용하고있고 저도 가끔쓰는데 ... 제품에는 문제가 없다고보는데요.? 비듬한번쯤은겪어보지않나요?저같은경우도 여러가지 사서 써보는데 한가지만 쓰진않는듯싶은데 ...;;
170,What happened oppa?
171,저...이거 샀는데ㅠㅠ 근데 형님 잘못은 아니자나요
172,오빵 힘내세요
173,처음에 투자자가 아니냐는 식으로 의문갖게해서 아닌거 밝혀졌으면 끝나야하는데 해명하라고해서 해명해도 믿어주지도않고 사과를 하라고해서 사과를 해도 이게사과냐고하고 어헤즈측 사과문을 올려도 과연?이건아닌듯이라고 하고....뭘더어찌해야하는지...열심히 성실하게 사는 사람을 그렇게까지 조롱을하고 우르르 몰려다니면서 인신공격을하고...어휴... 우울증약 드신다고 예전에 티비에서 본것같은데 공황도있으신분인데 건강 더 나빠질까봐 걱정되네요 이상민님 힘내세요 계속 응원할께요 악플에 상처받지마시기 바랍니다..
174,What is happening? Can anyone help us understand? Thank you. ☺️
175,😍
176,오빠 이제 좀 쉬시죠? 😥 잠 안 오는 사람 넘 많아서요 ㅋㅋㅋ 계속 하시면 같이 밤 새볼까요 😂
177,연예인들은 평생 절대적 약자이자 을입니다. 대한민국의 연예인들의 악플러들의 대응도 이제는 바뀌어야합니다. 상민씨 그만 사과하세요.
178,형님^^샴푸다똑같습니다~~!!힘내세요~~!
179,"힘내세요 90년대부터, 지금도, 그리고 앞으로도 계속 응원하겠습니다"
180,본인은 아무책임이 없다고 생각하시는건 아니죠?
181,@93j_park
182,"모델을 했단이유로 잘못이 있다하면 안되는거죠~ 모델은 모델일뿐 단지 운이 안좋았을뿐이고, 그 회사 잘못이죠 엄연히... 하나하나 책임지라고 한다면 모델할사람 없을듯요"
183,😄🎶❤️
184,I love you ❤️❤️
185,힘내세요!!!!🙏
186,샴푸회사에서 잘못한일이고 대처도 그회사가 해야할일🙄ㅋ
187,👏
188,모든물건이 과장광고지 약도아니고 인스타 호갱이그냥있나요 그냥 그려려니하면되지 잘나가니 배아파서 누가그랬나보다 이렇게밖에생각안드네요 !열심히사는사람들 앞길안막는 나라사람들되면좋을텐데ㅡ힘내세요 !!홧팅
189,힘내세요 !
190,힘내세요!! 항상응원하고 사랑합니다❤️악플에 너무 신경안쓰셨으면 좋겠어요 😭힘내세요!!!!!!!!
191,저희 신랑두 어헤즈샴푸 사용한지 2년돼가는데 4통씩 사서 쟁겨노며 만족하며 쓰구있는데 환불받기두구찬구 걍쓸래요
192,상민님이 삼푸파신게 뭐잘못됬나요? 남극크릴오일처럼발암 물질석인것32개회사것처럼? 전이해가안되네요.??
193,"형 여기 사과문이 약간아쉽네요! 목적어빠졌어요

무엇을 잘명기해주시지.."
194,팬으로써 이상민님이 그냥 아무일없이 잘 살았으면 좋겠어여~늘 티비보면서 저사람은 잘됐으면 좋겟다 해여~비판이있으면 비판받으시고 앞으로 성실한 행동으로 지내시면 된다고 생각합니다.
195,무슨일인지모르지만 화이팅
196,진짜안좋은샴푸를 광고한거라면 모델도포함해 문제를 제기할수있지만 어찌보면 모델도 과대광고를 한 회사로 인해 이미지타격과 어찌보면 피해자인데...
197,We support you!!!! 💖💖
198,힘내시고 너무맘담지마세요♡♡상상꽃길만걸어가시길~~모든채널에서잘보고있읍니다~~^^^응원합니다 항상^^^^
199,"네!상민씨,신경쓰지 마세요,원래 남 잘되는 꼴 배 아파하는 사람들 많잖아요!그만큼 상민씨가 잘 돼고 있으시다는 거죠~^^건강 잘 챙기시고 화이팅 하세요 ~"
200,형 저야 크게 상관없었고 이번 올리신 사과로 이해가 되었는데 괜찮으시겠어요? 아직도 유튜브 댓글도 그렇고 그렇게 여론이 좋지는 못하더라구요. 저 사과도 얼굴이 안나왔다. 이게 사과 한거냐 이게 그겁니다에 대해서는 재대로 나와 있지도 않다.(어헤즈 사과문보고 저는 이해했는데 안본사람들이 있나봅니다) 등 아직도 좋지는 않아서 앞으로 유튜브 운영이 괜찮으실지 해서요
201,Oh my god. I checked NAVER comments two night ago and saw Netizens post harassment comment about sangmin oppa ㅠ ㅠ 💔 oppa I love you. Please don't read bad comments. I support Lee Legend Sangmin 💕💕💖💕💖💕💖❤❤❤ fighting. 사랑 해 요
202,요즘 누가 모델 광고 하는것만 보고 물건사요...! 그렇다면 그사람이 잘못산거지 gs홈 런칭도 했었던것 같은데...?! 이부분이 더 큰거 아닌가
203,지니어스같은 대처 기대합니다🔥
204,sleep early✨🌻🙆🙆🌹
205,헉.....
206,💪🏻🙏🏻💓
207,힘내세요 잘 이겨내실거에요!👍
208,I love you ❤️
209,힘내세요...화이팅!!!
210,상상이아니고 항상이요
211,응원 합니다
212,💓💓💓💓
213,이상민 화이팅!!
214,回完評論好好睡覺🌙辛苦惹
215,I believe you and support you 😊 화이팅💪🏼
216,힘내세요ㅠㅠ
217,Mmm 왜 저는 한국어를 아직 잘 못합니다!? 😭😭
218,저 기억은 하실런지 모르겠네요ㅡㅡㅋ
219,💪🏻💪🏻
220,힘내세요 저역시 응원합니다.
221,앞으로는 이런 일이 다시는 없기를 바랍니다
222,정말로 아니길 바랍니다..
223,모든 광고에 과장안된게 어딧나요ㅎ 내가 좋다고 모든사람에게 다 좋은제품도 아닐것이고..상민님 너무신경쓰지마세요💕
224,What happened? ❤️
225,잘 해결되길 바랄께요
226,마음이 아프네요...ㅠㅠ힘내세요~~...
227,상민이형 이근대위처럼~~강하게 상남자로 이겨내세요 한서초 화이팅
228,팬입니다..속상하네요..부디 잘 해결되기를 기원합니다..잘 드시고 힘내셔야 해요..
229,안녕히 주무셔요. 꾸벅 (_ _)
230,What happen?
231,what happened? someone pls translate :!(((
232,살까말까 속지말자 유튜브채널이라니..
233,상민오빠 힘내세요💗 건강 잘 챙기시고 응원합니다. 이상민 믿어요. 世事未能尽如人意，但求无愧于心
234,너무 힘드시겠네요.. 머나먼 나라에서 늘 웃음을주셔서 오히려 더 감사하네요. 항상 응원하고 기대할께요. The one and only OG korean producer/rapper
235,상민형님이다~❤️
236,힘내세요 🙌🙌🙌👍👍👍👍
237,힘내세요!!
238,Alguien de México??
239,@boram2g0
240,Pa que me diga que dice🤣🤣
241,아하...실시간 라방이 아니라 실시간 대화요ㅜ인스타 라방 해주세요!!
242,hyung wish u a sweet night
243,Always support you @sangmind32
244,Sangmin 오빠 최고👍🏻❤️ LOVE YOU
245,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️LEE SANG MIN❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💗💖💗💖💖💗💖💗💖💗💖💗💖💗💖💗💖
246,"@sangmind32 ""The horizon is black, the storm threatens; let's work. This is the only remedy for the evil of the century"". I'm supporting you as a friend, you're not alone."
247,"obba fighting! just do what you should do, and ignore those ridiculous comments. no one has rights to force somebody to take reponsibilities that don't belong to him. Love you and wait for more your sharing!"
248,Me pretending to know what’s happening 😃
249,힘내시구요 당신을 응원합니다~~♡♡
250,상민이형 형따라썼어요 전 괜찮아요 형이 제글에 댓글만 달아준다면..
251,걱정되는 마음에 오라버니한테 DM 보냈었는데 다행이네요 😭
252,끈기와 인내가 결국 해내셨군요. 축하드립니다 👏😍😂본받겠습니다!
253,오늘하루 파팅입니다!!😍😍
254,Fighting🔥💪
255,항상응원합니다 성실하게 일하시고 빛도다갚으시고 열씨미사시는모습 보며 팬됐어요 아픈딸 ㄱ
256,힘내세요!! 상민오빠도 피해자네요😱😭
257,아...헐? 비싼데도 이상민 믿고 사서 계속 쓰고있는지 몇년된거 같은데 젠장...
258,손바닥으로 하늘을 가리려 하지 마세요. 교묘하네. 이걸 몰랐다고 하시는건.
259,👏👏👏👏👏👏👏👏👏👏
260,상민이형 그래도 지금 해가 뜨고 있는 중이니까 힘내세요! 응원하고있어요!
261,감사합니다 형 보면서 열심히 살고 있습니다.
262,이런일도있고 저런일도있고 ....항상 응원합니다
263,아고.그나마 다행이네요💦💦
264,❤️❤️❤️❤️💪💪💪
265,미용쪽에 있는 사람은 저 샴푸 나오는것도 알았고 상민형님이 갑자기 저기 모델 하시길래 엥? 쓰시던 샴푸랑 다른거고 저 샴푸는 미용실에서 그냥 공장 하나 뚫어서 자기네 묭실 브랜드화 시키려는구나 라는걸 알수 있었는데 어떻게 보면 상민형님도 피해자이시니까 잘 마무리하고 밝게 나와 주십쇼!!
266,지니어스때부터 계속 응원하고있습니다 👍🏻
267,상민씨 인성 바른 건 다 아는 사실이잖아요
268,👏👏👏👏 응원합니다~~~!!!
269,정말이지 지뢰밭같은 앞뒤없이 까고보는 저질비판들이 난무하는 유튜브네요ㅠㅜ 이젠 그런거에 안휘둘리는 사람들 많아졌어요. 더 많아져야겠지만 ㅠ 힘내세요!!!
270,화이팅 하십시요!
271,넘 스트레스 받지마시고요 이상민씨 마음 편하신데로 하세요
272,@dcnpark 또라인가!?괜히 열심히 사는 사람한테 시비걸지말고 니 일이나 똑바로해라.ㅇ
273,@futurefitness_jw
274,I'm sorry. I don't understand a thing but what is it all about?
275,과대광고라는게 참 애매합니다. 저도 어헤즈 썻지만 ... 효과좋아요!! 다만 그걸 너무 더 크게 과대해서 문제가생긴거죠. 저는 잘썻어요~~ 또 사고싶엇는데 핫딜이안떠서 못삿어요. 😭 핫딜때만구매햇던지라 ㅎ
276,상민형 힘내요 👍👍
277,❤️❤️❤️❤️
278,💖힘내세요 상민이💖 응원합니다!!
279,힘내세요..
280,라방(라이브 방송)도 해주세용!!😆
281,앗싸 앗싸~~!! 응원합니다~~~!!!
282,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
283,유투브 분위기는 답정너에요. 해명하셔도 들어주지 않고..ㅜㅜ 그것이 알고싶다같은 다큐멘터리처럼 전문적인 형식으로 시각적으로 알기쉽게 설명을 해보시면 어떨까요? 사망여우측 자료와 대조해서 어떤 부분이 사실과 다른지.. 특히 이겁니다가 어떻게 꼬인건지.. 하지만 이건 제 개인적인 생각이구요 주위에서 만류하면 하지마시구요.. 도움이 많이 못되서 죄송합니다 ㅜㅜ
284,"강아지 계정 차단하셔서 제 계정으로 왔어요!!! 뻔뻔하다는 말이 너무 쪽팔리셨는가봐요~ 이글은 맞춤법도 틀리셨네요!! 세상에 꼼꼼하신분이 왜이러셨을까....? ~의, ~에 차이 아직 모르시면 알려드릴까요?"
285,저도 ㅜㅜ 이상민삼퓨라고 사서 썼는데 ㅜㅜ
286,오빠.뭔일이래요.힘내시고 ~연예인은 참 힘드네요ㅠ.ㅠ
287,모델이잘못하면 배상청구하던데 사과문으루땡.ㅡㅡ
288,상민씨...그동안 힘든과정 잘견뎌살아왓고..지금까지 현실을 잘이겨내왓는데..이런일에 기죽지마세요.그리고 키보드워리어들은 헛점을 파고드는 쓰레기들입니다.너무 신경써지말고 앞으로도 지금처럼 즐겁게 살아가시면 좋을듯합니다.예전의 상민씨노래부른것처럼 즐겁게 살아갓으면좋겟어요.힘내세요.화이팅!!?
289,전 형님 응원합니다👏
290,응원합니다!! 삶으로 저에게 많이 도전을 주시네요!! 다른 사람들처럼 말만 가득한 모습이 아니라 멋진 삶으로 보여주시기 때문에 많은 분들이 응원해주시네요!! 좋은 하루 되세요👏👏
291,"상민씨.
누구나 솔직하건 받아들여야겠죠
악플들은그들이.나쁜걸몰라서 더.안타까와요 !
열심히 살아가는모습 보며.
힘내고있는데 신경쓰지마세요
세상은.악당도있고 또선한이들 통큰이들도 있어요
힘내시고~~샴푸는 빨래할때.세제로.쓰세요 찝찝하신분들은~~"
292,"안녕하세요 상민형 형 나오시는 차달남 미우세등 재미있게 보는 팬입니다. 최근 논란에 비난받으시는 모습 너무 마음이 아파서 메시지를 드립니다.
지금 여론이 너무 좋지 않아서 형님께서 직접 말씀을 해주셔야 잠잠해질거 같습니다. 올려주신 해명기사로는 많이 부족한거 같더라구여(얼굴 노출을 안하신것도 말이 많구요)
대표적인게
1.이상민도 어헤즈샴푸도 라스에서 언급한 샴푸가 어헤즈샴푸 아니라고 인정함
2.이상민은 라스로 인한 “이상민샴푸”검색어1위 이슈를 어헤즈 광고에 쓰이는지 몰랐다 해명
3.그러나 이상민은 어헤즈 샴푸 홈쇼핑등에 직접 출연하여 “이상민샴푸” 검색어1위 이슈를 이용해 광고함(증거영상있음)
몰랐다더니 직접 그 이슈로 홍보를 했다
이 문제를 주로 이야기 하던데 오해가 있으셨던 부분은 직접 말씀을 해주시고 사과하실부분은 사과하셨으면 좋겠다는 입장입니다.
정말 걱정이어서 드리는 말씀이니 기분이 상하신 부분이 있다면 죄송합니다"
293,"혹 유튜브 영상 편집된게 없으신건가요?
안올라와서요? 보고싶어요. 은근 중독성이요. ㅎ
죄송하지만 정말 전문적인 제품리뷰어는 아니시디만 컨텐츠 내용이 정감간다고나 할까요? 전문적이지 않는 듯하지만 친근감 가는 표현과 약간 전문적이지 않으신 제품리뷰가 정감가고 재미있는거 같아요. 새로운 영상 올려주셔요."
294,사망여우 업뎃 됐음요
295,날개잃은천사 표절곡이었나요?
296,Still remember when Seungri came to a brothers and told that GD was shy when Sangmin came to say hello 😃
297,Sangmin oppa you are legend 💕💝
298,✨✨✨Gdragon loves sangmin✨✨✨
299,우오... 태가 다르구나 벌써 스웩이 줄줄 흐르네
300,오👏👏👏👏
301,귀욤~~^^ 나 그대 우리모두😍😍
302,So beautiful omg ❤️❤️
303,King of k pop
304,😘
305,Gd 😘
306,"He has always been so cute. And the way he dances, never changed. ❤️😍"
307,👏👏👏🙊🙊🙊🙊
308,😍😍👏👏
309,you should tag GD
310,ㅋㅋㅋ
311,천사를 찾아~
312,나 그대 우리 모두
313,👏👏👏
314,ㅋㅋㅋ 상마인드형님 뿌듯 👏👏👏👏👏👏👏
315,🤣🤣당신아들닮았네요빨리결혼하세요소백합이랑결혼하는게좋을것같아요.
316,👍3.4❤️❤️
317,🤔
318,😍 memories 💕
319,❤️
320,"날개잃은 천사는 당시, 국민노래였지"
321,@love_mysarah 꺅 귀요미 지디당! 😍😍
322,👏👏Little Roo'Ra💙GD:)
323,Will you and roora make a comeback? 🥺
324,Three Four!!! ❤️❤️
325,3!4! Love 😍😍😍❤️❤️
326,날개를 빨리 찾으셔야 될텐데...
327,He is indeed king of kpop 😍😍😍 sangmin oppa 😍😍😍😍
328,Little roora 😂💙cute
329,lol
330,okay?
331,❤️
332,Muito fofo...❤️❤️❤️
333,🤩😍🤩
334,Adorable 💙😂
335,I love you ❤️❤️
336,❤️❤️❤️❤️
337,악 너무 귀엽당ㅎㅎ
338,😍😍💛💛💛💛💛
339,💗💗💗💗
340,@xxxibgdrgn
341,구ㅏ여워👍🏻
342,❤️❤️
343,❤️❤️❤️
344,@elsy_e93 😂😍❤️
345,😂😂😂😂
346,little roora 💗
347,Cute💕💕💕💕👑
348,😍😍😍
349,❤️❤️❤️✨
350,Cute🤣🤣🤣🤣
351,Always!!my king!!
352,🔥🔥♥️♥️
353,❤️❤️❤️❤️
354,👏👏👏
355,GD Socute
356,@xxxibgdrgn 어린 GD 오빠 ....... ❤️
357,I died when I saw this
358,❤️❤️❤️❤️😍😍😍😍kiyo
359,❤️❤️❤️❤️
360,Wow!
361,🌹🌹🌹🔥
362,😍😍😍😍
363,@y_eonn.kk 대박
364,Little GD
365,다른 멤버는 뭐하고 있을까
366,I love
367,@sara.raquel._
368,@xxibgdrgnnxx
369,💓💓💓💓
370,💟💟💟💟💟💟
371,@xxxibgdrgn i hope you see this love!!!😭💖
372,IM 16 and i love 3 4 !!
373,@xxxibgdrgn Jiyong Oppa 👍
374,❤️❤️Born to be a ...👏👏👏😂
375,Does he talk about you now
376,@sangmind32 Hyung really is the God of music. Spotted this talent so early 👌🏽💯🔥
377,@dddonghyun 멋지네 애기 지룡쓰 ㅋ
378,사망여우 보니깐 알기쉽게 증거 다 보여주던데요...넘안타까워요!!에휴!!
379,he just cant wait to see GD comeback😁
380,💙💙
381,ㅇㅇ
382,👍👍👍👍👍👍
383,✊🏻🙆🏻‍♂️🌙
384,꺅~~~👍👍👍
385,😍😍😍😂❤️
386,😍😍😍😍
387,권지용 너무 오랫만이에요.권지용 룰라춤출때 제가 룰라춤을 가르쳐 줬어요🥰🥰🥰
388,I love you gdragon😄😘
389,Cuteeeeee 😍😍😍😍😍😍💙💙💙💙
390,"oppa fighting, sending you big love❤️"
391,오빠 맛저하셨나요?❤️ 오늘 하루도 너무 고생 많으셨어요🙏❤️ 오빠는 존재만으로 소중하고 사랑받는 사람 ❤️ @sangmind32
392,"G dragon don't wanna remember this time,so stop 😂😂"
