,댓글,악플여부,출처
5365,손절 ㅅㄱ,0,./data\김계란.csv
9480,쪼카튼 끼,2,./data\문재인.csv
6316,와 드디어,0,./data\김계란.csv
6296,오우 와우,0,./data\김계란.csv
5389,정답 쏘우,0,./data\김계란.csv
6056,대박 키키,0,./data\김계란.csv
5392,형 사랑해,0,./data\김계란.csv
6277,와 ㄷ ㄷ,0,./data\김계란.csv
6284,ㅁㅊ ㅋㅋ,0,./data\김계란.csv
13338,힘 힘 힘,0,./data\문재인.csv
5546,빠그 빠그,0,./data\김계란.csv
5478,머선129,0,./data\김계란.csv
5515,귀엽다 하,0,./data\김계란.csv
9414,문프 천세,0,./data\문재인.csv
5480,어 주호민,0,./data\김계란.csv
5411,익은 계란,0,./data\김계란.csv
6407,와 스케일,0,./data\김계란.csv
13277,지겹다 문,0,./data\문재인.csv
6243,오 쒸이잇,0,./data\김계란.csv
4901,건치 공개,0,./data\김계란.csv
4912,미백 계란,0,./data\김계란.csv
6087,와 드디어,0,./data\김계란.csv
814,다 뒤지길,2,./data\kbs댓글.csv
5032,뭐야 졸귀,0,./data\김계란.csv
432,당연한 걸,0,./data\JTBCNEWS_인스타_댓글_1116.csv
5034,계란 콩쿨,0,./data\김계란.csv
5676,와 미쳤다,0,./data\김계란.csv
5579,했네 2기,0,./data\김계란.csv
6172,엄지 우뚝,0,./data\김계란.csv
6175,와 드디어,0,./data\김계란.csv
5625,와 화이팅,0,./data\김계란.csv
6193,월클 계란,0,./data\김계란.csv
5113,형 쏘우야,0,./data\김계란.csv
5620,야근 대위,0,./data\김계란.csv
6212,월 클 란,0,./data\김계란.csv
5147,수사 물리,0,./data\김계란.csv
747,아우 빡쳐,0,./data\kbs댓글.csv
5078,형 계란형,0,./data\김계란.csv
823,와 무서워,0,./data\kbs댓글.csv
3988,제발 죽어,2,./data\고영욱.csv
1015,위풍 댕댕,0,./data\subusunews.csv
2325,헐 몰랏다,0,./data\subusunews.csv
2331,와 개싱기,0,./data\subusunews.csv
2338,오 신기해,0,./data\subusunews.csv
2343,언니 꿀팁,0,./data\subusunews.csv
2347,이거 알아,0,./data\subusunews.csv
2361,오 신박해,0,./data\subusunews.csv
12446,야 사랑해,0,./data\문재인.csv
2408,홀 몰랐어,0,./data\subusunews.csv
2412,개쥬 꿀팁,0,./data\subusunews.csv
2415,꼭 보셈ㅋ,0,./data\subusunews.csv
2435,와 징하다,0,./data\subusunews.csv
2462,안돼 ㅠㅠ,0,./data\subusunews.csv
2520,히잉 눈물,0,./data\subusunews.csv
11789,상생 글쎄,0,./data\문재인.csv
11673,낄낄 빠빠,0,./data\문재인.csv
2655,고 추 장,0,./data\subusunews.csv
2661,넘 머싱성,0,./data\subusunews.csv
2716,이거 사까,0,./data\subusunews.csv
11563,으 역겨워,1,./data\문재인.csv
2738,하나 사라,0,./data\subusunews.csv
1564,역시 중국,0,./data\subusunews.csv
1552,너네 주제,0,./data\subusunews.csv
2800,구매각 ㅎ,0,./data\subusunews.csv
11476,ㅁ ㅊ ㄴ,2,./data\문재인.csv
11471,난리 났다,0,./data\문재인.csv
2322,기억 해둬,0,./data\subusunews.csv
2281,너 알았어,0,./data\subusunews.csv
2263,헐 몰랐엉,0,./data\subusunews.csv
2260,오 신기해,0,./data\subusunews.csv
1899,다시 뽐뿌,0,./data\subusunews.csv
1904,오 신기행,0,./data\subusunews.csv
1870,너무 좋네,0,./data\subusunews.csv
1921,오아 대박,0,./data\subusunews.csv
1925,ㅃㄹ 내놔,0,./data\subusunews.csv
1862,고나 가자,0,./data\subusunews.csv
1955,진짜 이래,0,./data\subusunews.csv
1858,역시 12,0,./data\subusunews.csv
1975,12pro,0,./data\subusunews.csv
1983,와 개쩐다,0,./data\subusunews.csv
1987,와 쩔어요,0,./data\subusunews.csv
1837,와 개싱기,0,./data\subusunews.csv
2826,와우 멋져,0,./data\ytnnews.csv
1833,3D복제래,0,./data\subusunews.csv
2038,프로 좋다,0,./data\subusunews.csv
2059,이게 뭐노,0,./data\subusunews.csv
2066,엥 사곡고,0,./data\subusunews.csv
2109,이게 먼데,0,./data\subusunews.csv
1788,이거 바바,0,./data\subusunews.csv
2124,이거봐 ㅎ,0,./data\subusunews.csv
2138,이젼 모교,0,./data\subusunews.csv
2177,ㅇ게 머노,0,./data\subusunews.csv
2192,구미 몬데,0,./data\subusunews.csv
2202,오 사곡고,0,./data\subusunews.csv
2226,헐 몰랐어,0,./data\subusunews.csv
2249,나 몰랐음,0,./data\subusunews.csv
1820,또 바꾸까,0,./data\subusunews.csv
4455,테라 플루,0,./data\김계란.csv
2829,오잉 여주,0,./data\ytnnews.csv
11450,너무 싫다,1,./data\문재인.csv
6541,와 섭외력,0,./data\김계란.csv
3896,팬이 있나,0,./data\고영욱.csv
3923,윽 토나왕,0,./data\고영욱.csv
3938,팬이 있어,0,./data\고영욱.csv
3939,너 미쳤니,1,./data\고영욱.csv
3963,꺼져 쓰발,2,./data\고영욱.csv
3972,ㅁㅊ ㅡㅡ,1,./data\고영욱.csv
10280,재앙 ㅇㅂ,1,./data\문재인.csv
3997,뭐야 저건,0,./data\고영욱.csv
4016,ㅇㅅㅇ 7,0,./data\김계란.csv
4020,갓빡 충성,0,./data\김계란.csv
4115,계란형 ㅜ,0,./data\김계란.csv
4127,힘내요 형,0,./data\김계란.csv
1092,나도 한번,0,./data\subusunews.csv
4214,웈 근손실,0,./data\김계란.csv
4223,형 근손실,0,./data\김계란.csv
10049,이니 충성,0,./data\문재인.csv
1057,15000,,./data\subusunews.csv
4247,아 테라파,0,./data\김계란.csv
10015,우와 댓글,0,./data\문재인.csv
4290,형 알코올,0,./data\김계란.csv
4302,테라 광고,0,./data\김계란.csv
9972,사나이 문,0,./data\문재인.csv
4335,즐빡 즐추,0,./data\김계란.csv
4378,가 되셨다,0,./data\김계란.csv
3803,촤 하하하,0,./data\고영욱.csv
3787,팬이 있어,0,./data\고영욱.csv
1233,아휴 ㅋㅌ,0,./data\subusunews.csv
3786,팬이 있냐,0,./data\고영욱.csv
2862,진짜 천운,0,./data\ytnnews.csv
2880,오 여주야,0,./data\ytnnews.csv
2888,할 여쥬래,0,./data\ytnnews.csv
2956,미친 아오,0,./data\ytnnews.csv
1483,착짱 죽짱,0,./data\subusunews.csv
2977,아 욕나와,1,./data\ytnnews.csv
2992,이런 미친,0,./data\ytnnews.csv
1468,ㅜㅜ 중국,0,./data\subusunews.csv
3127,엥 미쳤썰,0,./data\ytnnews.csv
12672,나라 망함,0,./data\문재인.csv
10868,재밌다 좀,0,./data\문재인.csv
12737,참내 ㅡㅡ,0,./data\문재인.csv
2833,빠른 대처,0,./data\ytnnews.csv
12745,진짜 싫다,1,./data\문재인.csv
3451,ㅠㅠㄷ ㄷ,0,./data\ytnnews.csv
3478,젓갈 조심,0,./data\ytnnews.csv
12776,대 깨 문,1,./data\문재인.csv
10523,캬악 ㅌ퉤,0,./data\문재인.csv
3654,미친 으악,0,./data\고영욱.csv
3672,팬이 있나,0,./data\고영욱.csv
3677,아오 시팔,1,./data\고영욱.csv
3684,사형 시켜,2,./data\고영욱.csv
10478,걍 사라져,2,./data\문재인.csv
3739,팬이 있나,0,./data\고영욱.csv
3742,팬이 있음,0,./data\고영욱.csv
3755,팬이 잇나,0,./data\고영욱.csv
3423,좆갈 ㅋㅋ,1,./data\ytnnews.csv
6551,w o w,0,./data\김계란.csv
1885,아우얼 뽄,0,./data\subusunews.csv
13850,앙 기모찌,0,./data\문재인.csv
6673,2풍성 2,0,./data\김계란.csv
246,에휴 ㅋㅋ,0,./data\JTBCNEWS_인스타_댓글_1116.csv
7149,그는 심ㅇ,0,./data\김계란.csv
13738,힘 내세요,0,./data\문재인.csv
105,애플 불매,0,./data\JTBCNEWS_인스타_댓글_1116.csv
7566,문프 만세,0,./data\문재인.csv
7437,넘 기뻐요,0,./data\문재인.csv
7446,A man,0,./data\문재인.csv
6661,형님 전완,0,./data\김계란.csv
6602,다 동그래,0,./data\김계란.csv
13839,좋반 이요,0,./data\문재인.csv
6791,디로딩 썰,0,./data\김계란.csv
108,너 얘긴데,0,./data\JTBCNEWS_인스타_댓글_1116.csv
6625,15UBD,0,./data\김계란.csv
13800,이제 그만,0,./data\문재인.csv
7051,형 좀쉬셈,0,./data\김계란.csv
6659,건강 조심,0,./data\김계란.csv
6633,조합 뭐야,0,./data\김계란.csv
13881,건강 조심,0,./data\문재인.csv
121,웃음만 ㅋ,0,./data\JTBCNEWS_인스타_댓글_1116.csv
3711,팬이 있구나,0,./data\고영욱.csv
1778,이것도 봐라,0,./data\subusunews.csv
9464,문죄인 심판,1,./data\문재인.csv
3729,미친놈 ㅋㅋ,2,./data\고영욱.csv
5364,명탐정 명란,0,./data\김계란.csv
13776,각하를 욕한,0,./data\문재인.csv
12844,무능에 표본,0,./data\문재인.csv
1269,어케 생각해,0,./data\subusunews.csv
7999,네 함께해요,0,./data\문재인.csv
5374,명탐정 고난,0,./data\김계란.csv
5380,맥반석 계란,0,./data\김계란.csv
6586,뭐야 진짜야,0,./data\김계란.csv
2401,온니 이거봥,0,./data\subusunews.csv
5387,손이 ㄷㄷㄷ,0,./data\김계란.csv
3714,팬이 있다고,0,./data\고영욱.csv
8714,쩝쩝이 ㅎㅎ,0,./data\문재인.csv
662,어머나 ㅡㅡ,0,./data\kbs댓글.csv
5375,명란색 계란,0,./data\김계란.csv
5395,명탐정 코란,0,./data\김계란.csv
12593,멋져여 ㅎㅎ,0,./data\문재인.csv
1094,소연이 히히,0,./data\subusunews.csv
5267,명탐정 에그,0,./data\김계란.csv
7121,씨없는 수박,0,./data\김계란.csv
12876,이게 나라죠,0,./data\문재인.csv
1235,중복이냐 ㅋ,0,./data\subusunews.csv
11894,그리고 탄핵,0,./data\문재인.csv
1770,난청 이해해,0,./data\subusunews.csv
7122,형 거기괜춘,0,./data\김계란.csv
4740,건치다 건치,0,./data\김계란.csv
13096,멋있어요 ㅎ,0,./data\문재인.csv
3769,개빡쳐 진짜,0,./data\고영욱.csv
3765,미친거 아님,0,./data\고영욱.csv
6773,쉬다 오세용,0,./data\김계란.csv
13281,사랑 합니다,0,./data\문재인.csv
5292,헬탐정 코난,0,./data\김계란.csv
1244,왜저래 진짜,2,./data\subusunews.csv
3761,다시 들어가,0,./data\고영욱.csv
3760,미쳣냐 진짜,0,./data\고영욱.csv
10113,성형좀 작작,2,./data\문재인.csv
3753,이거 무ㅜ야,0,./data\고영욱.csv
2157,사곡고 먼데,0,./data\subusunews.csv
2628,이거 재밌당,0,./data\subusunews.csv
3748,으 소름돋아,0,./data\고영욱.csv
5336,명탐정 고환,2,./data\김계란.csv
5350,계란이 탔다,0,./data\김계란.csv
2328,처음 알았네,0,./data\subusunews.csv
5353,계란빵 멜빵,0,./data\김계란.csv
13765,우리 대통령,0,./data\문재인.csv
11653,이니 싸랑해,0,./data\문재인.csv
7127,아 힘네세요,0,./data\김계란.csv
3704,좉갖애 아주,2,./data\고영욱.csv
5414,명계랑란 젓,0,./data\김계란.csv
1298,ㅈㄹ들 한다,2,./data\subusunews.csv
1299,역시 미개해,2,./data\subusunews.csv
3638,개빡쵸 ㅡㅡ,0,./data\고영욱.csv
6712,피갤 힘내요,0,./data\김계란.csv
7150,아폴로 뭐야,0,./data\김계란.csv
5514,명탐정 고난,0,./data\김계란.csv
268,헐 ㅜㅜ대박,0,./data\JTBCNEWS_인스타_댓글_1116.csv
5525,명탐정 빡난,0,./data\김계란.csv
9403,공무원 아녀,0,./data\문재인.csv
5528,명탐정 코란,0,./data\김계란.csv
3623,헬 2020,0,./data\고영욱.csv
5530,염탐정 빡란,0,./data\김계란.csv
5503,형 손이빨개,0,./data\김계란.csv
11621,정우 입니당,0,./data\문재인.csv
4179,형 근손실와,0,./data\김계란.csv
932,어딘지 알아,0,./data\subusunews.csv
2108,유튭각 OK,0,./data\subusunews.csv
1311,아 존나빡쳐,0,./data\subusunews.csv
2098,머야 개반갑,0,./data\subusunews.csv
9397,무서운 정권,0,./data\문재인.csv
5559,불나는 계란,0,./data\김계란.csv
10201,뻔뻔 스럽다,1,./data\문재인.csv
12794,애가 셋인데,0,./data\문재인.csv
2086,모야 짱이당,0,./data\subusunews.csv
1082,오 괜춘한데,0,./data\subusunews.csv
2085,우리 집 앞,0,./data\subusunews.csv
5533,명탐정 빡란,0,./data\김계란.csv
13011,사람아닌 놈,2,./data\문재인.csv
2645,일 잘 했네,0,./data\subusunews.csv
14028,응원 합니다,0,./data\문재인.csv
5417,정빡탐 명란,0,./data\김계란.csv
654,어디지 ㅡㅡ,0,./data\kbs댓글.csv
5421,명란젓 계란,0,./data\김계란.csv
7130,무정한 인생,0,./data\김계란.csv
2130,ㅈㄴ 웃기네,0,./data\subusunews.csv
3697,팬이 존재해,0,./data\고영욱.csv
5440,명탐정 빛난,0,./data\김계란.csv
7142,저거 아폴로,0,./data\김계란.csv
3691,이기 돌앗나,2,./data\고영욱.csv
7143,수없는 씨박,0,./data\김계란.csv
5444,계란 따랑해,0,./data\김계란.csv
5445,러시아 불곰,0,./data\김계란.csv
1282,개소리 왈왈,0,./data\subusunews.csv
5456,명탐정 겨란,0,./data\김계란.csv
5459,명탄빡 코난,0,./data\김계란.csv
3678,뭔 개소리야,0,./data\고영욱.csv
2128,학점제 드뎌,0,./data\subusunews.csv
10493,시팔 좇같은,2,./data\문재인.csv
13346,역시 대통령,0,./data\문재인.csv
12826,쓰레기 정권,0,./data\문재인.csv
4721,뭐야 졸귀탱,0,./data\김계란.csv
6722,형 직원 나,0,./data\김계란.csv
6716,계란형 힘내,0,./data\김계란.csv
5481,근탐정 계난,0,./data\김계란.csv
2125,헐 구미라고,0,./data\subusunews.csv
5495,닭강정 계란,0,./data\김계란.csv
625,어제 말한거,0,./data\kbs댓글.csv
5413,뭔가 귀엽다,0,./data\김계란.csv
12129,경자년 망함,0,./data\문재인.csv
1225,와나 짜증나,0,./data\subusunews.csv
5257,명탐정 빡란,0,./data\김계란.csv
7097,아프지마 형,0,./data\김계란.csv
2242,우와 알았어,0,./data\subusunews.csv
8672,이호선 싫타,0,./data\문재인.csv
4980,동생 욕보요,0,./data\김계란.csv
4984,워메 깜짝야,0,./data\김계란.csv
4985,알라븅 계란,0,./data\김계란.csv
2236,뚜벅이 꿀팁,0,./data\subusunews.csv
223,너무 속상해,0,./data\JTBCNEWS_인스타_댓글_1116.csv
4786,와 잘생겼다,0,./data\김계란.csv
5014,왜 이런디야,0,./data\김계란.csv
7102,부산 오세요,0,./data\김계란.csv
801,힝 기적이다,0,./data\kbs댓글.csv
4790,뭐야 귀여워,0,./data\김계란.csv
12494,국민과 함께,0,./data\문재인.csv
5028,귀여워 주금,0,./data\김계란.csv
797,아이고 아가,0,./data\kbs댓글.csv
3935,욕도 아깝다,0,./data\고영욱.csv
5031,계란형 속살,0,./data\김계란.csv
13195,영토가 있지,0,./data\문재인.csv
9623,왜 멍멍대냐,0,./data\문재인.csv
2229,오 신기하다,0,./data\subusunews.csv
5040,빡탐정 명란,0,./data\김계란.csv
5041,명탐정 코란,0,./data\김계란.csv
5042,명탐정 빡난,0,./data\김계란.csv
5046,명탐정 계란,0,./data\김계란.csv
5048,명란젓 겨란,0,./data\김계란.csv
3937,웃어도 되져,0,./data\고영욱.csv
2553,헉 이런것도,0,./data\subusunews.csv
10285,문죄인10끼,0,./data\문재인.csv
818,미쳐따 진짜,0,./data\kbs댓글.csv
1637,hi 5호선,0,./data\subusunews.csv
4858,완벽한 피부,0,./data\김계란.csv
13150,보기 좋군요,0,./data\문재인.csv
4841,이빨도 있네,0,./data\김계란.csv
4075,따랑해 계란,0,./data\김계란.csv
8665,불통 문재인,0,./data\문재인.csv
10234,Hi pak,0,./data\문재인.csv
2267,우왕 신기해,0,./data\subusunews.csv
4908,웃는 김계란,0,./data\김계란.csv
6833,쉬어 오와열,0,./data\김계란.csv
2491,발싸 히히히,0,./data\subusunews.csv
4917,볼빨간 계란,0,./data\김계란.csv
13158,문재인 홧팅,0,./data\문재인.csv
838,뭔 배짱이지,0,./data\kbs댓글.csv
2257,헐 ㅋㅋㄱㅋ,0,./data\subusunews.csv
4808,스마일 에그,0,./data\김계란.csv
1160,아 뒷골땡겨,0,./data\subusunews.csv
2255,흥미돋 대박,0,./data\subusunews.csv
7091,좋은 쉼이다,0,./data\김계란.csv
10277,간나 문쉑히,2,./data\문재인.csv
4953,스마일 계란,0,./data\김계란.csv
4954,수염 머싯다,0,./data\김계란.csv
2304,알았나 혹쉬,0,./data\subusunews.csv
4795,계라니 건치,0,./data\김계란.csv
3981,팬이 있다고,0,./data\고영욱.csv
1167,중국 선넘네,0,./data\subusunews.csv
2246,ㄷㅂ 알앗냐,0,./data\subusunews.csv
12921,문재앙 탄핵,0,./data\문재인.csv
11882,그냥 나쁜놈,2,./data\문재인.csv
783,까망이 학굨,0,./data\kbs댓글.csv
3926,토할것 같아,0,./data\고영욱.csv
2310,알고 있었음,0,./data\subusunews.csv
4119,계라니 힘내,0,./data\김계란.csv
5163,명탐정 고난,0,./data\김계란.csv
9571,꺼져가 제발,2,./data\문재인.csv
1213,존나 짜증나,0,./data\subusunews.csv
248,과연 1호선,0,./data\JTBCNEWS_인스타_댓글_1116.csv
1713,나 태그해줘,0,./data\subusunews.csv
3841,제발 들어가,0,./data\고영욱.csv
5189,계란이 탔네,0,./data\김계란.csv
3827,팬이 있어요,0,./data\고영욱.csv
4754,귀여웡 ㅋㅋ,0,./data\김계란.csv
3821,진심 미쳤냐,2,./data\고영욱.csv
12102,입닥쳐 할배,0,./data\문재인.csv
5201,명탐정 헬창,0,./data\김계란.csv
13001,쓰레기 가첩,0,./data\문재인.csv
5211,손이 루피네,0,./data\김계란.csv
5214,명탐정 코란,0,./data\김계란.csv
2877,여주다 ㅠㅠ,0,./data\ytnnews.csv
5216,빡탐정 수란,0,./data\김계란.csv
2176,이이게 구미,0,./data\subusunews.csv
5230,명란젓 코난,0,./data\김계란.csv
1766,님 귀 정상,0,./data\subusunews.csv
936,왜 익숙하지,0,./data\subusunews.csv
13858,응원 합니다,0,./data\문재인.csv
12880,이게 나라다,0,./data\문재인.csv
5245,아이 기엽다,0,./data\김계란.csv
9551,어쩌라고 앙,0,./data\문재인.csv
5150,명탐정 모남,0,./data\김계란.csv
3869,누구랑 소통,0,./data\고영욱.csv
10364,박근혜 최고,0,./data\문재인.csv
780,익산은 걸러,0,./data\kbs댓글.csv
5071,귀여워 당신,0,./data\김계란.csv
2228,헐 신기해여,0,./data\subusunews.csv
5076,명탐정 왕란,0,./data\김계란.csv
1188,진짜 때릴까,0,./data\subusunews.csv
3922,미친거 아냐,0,./data\고영욱.csv
3917,같이 열받자,0,./data\고영욱.csv
4780,기얍당 ㅠㅠ,0,./data\김계란.csv
12998,웃기는 나라,0,./data\문재인.csv
1194,중국 개나대,0,./data\subusunews.csv
7652,아묻다 이니,0,./data\문재인.csv
5092,명탐정 코란,0,./data\김계란.csv
5093,명계란 빡난,0,./data\김계란.csv
5094,명탐정 계난,0,./data\김계란.csv
3911,팬이 있나요,0,./data\고영욱.csv
10355,코로나 조심,0,./data\문재인.csv
5096,명탐정 모난,0,./data\김계란.csv
5098,빡탐정 계난,0,./data\김계란.csv
4770,건치시네 ㅋ,0,./data\김계란.csv
3892,팬이 어딨어,0,./data\고영욱.csv
3889,조심해 ㅠㅠ,0,./data\고영욱.csv
12909,진정한 보수,0,./data\문재인.csv
9598,응원 합니다,0,./data\문재인.csv
4765,수염 마이쪄,0,./data\김계란.csv
3882,씹새가 어딜,2,./data\고영욱.csv
2205,이게 구미양,0,./data\subusunews.csv
5139,쏘우 인가요,0,./data\김계란.csv
3927,뭐래 븅신이,2,./data\고영욱.csv
4191,수염 삽니다,0,./data\김계란.csv
2095,구미 클라스,0,./data\subusunews.csv
11904,글씨 이뻐요,0,./data\문재인.csv
4528,민뚜야 잘가,0,./data\김계란.csv
6192,와 김계란님,0,./data\김계란.csv
1435,답없다 중국,0,./data\subusunews.csv
13041,정신좀 제발,2,./data\문재인.csv
1969,호오 부럽댜,0,./data\subusunews.csv
3171,진짜 못믿어,0,./data\ytnnews.csv
6216,최고의 조합,0,./data\김계란.csv
1848,이거바 대박,0,./data\subusunews.csv
1849,내꺼 언제와,0,./data\subusunews.csv
1679,5호선ㅋㅋㅋ,0,./data\subusunews.csv
3143,아진짜 시발,1,./data\ytnnews.csv
13632,너무 멋져요,0,./data\문재인.csv
6181,측면 삼각근,0,./data\김계란.csv
4510,계란형 ㅠㅠ,0,./data\김계란.csv
4489,앗 이과장님,0,./data\김계란.csv
1045,ㅠㅠ 예버라,0,./data\subusunews.csv
6251,와우 친구들,0,./data\김계란.csv
11498,기가찬다 참,0,./data\문재인.csv
4292,근손실 조심,0,./data\김계란.csv
13722,문프 파이팅,0,./data\문재인.csv
8950,좋아 합니다,0,./data\문재인.csv
1452,미쳤어 진짜,0,./data\subusunews.csv
