,댓글,악플여부,출처
35830,굿 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28819,몸 좋네,,./data\이슈 콕.csv
30181,그게 왜,,./data\인사이트.csv
32485,5252,,./data\인사이트.csv
31543,헐 미친,,./data\인사이트.csv
37359,좀 죽어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29409,하빕 ㅜ,,./data\인사이트.csv
35265,우욱 씹,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29636,조심 ㅜ,,./data\인사이트.csv
28414,나 2개,,./data\이슈 콕.csv
30127,gk m,,./data\인사이트.csv
30396,걍 죽어,,./data\인사이트.csv
28514,난 3개,,./data\이슈 콕.csv
32116,히익27,,./data\인사이트.csv
40261,응 미안,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28233,오홋 탁,,./data\이상민.csv
31644,헐 ㅁㅊ,,./data\인사이트.csv
32582,ㅠㅠ 쀙,,./data\인사이트.csv
28621,난 준다,,./data\이슈 콕.csv
35029,찐 짜장,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31536,헉스 ㅠ,,./data\인사이트.csv
34536,펌 주화,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32128,27만원,,./data\인사이트.csv
29468,이 ㅅㅂ,,./data\인사이트.csv
31033,너 탓냐,,./data\인사이트.csv
40444,머 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29395,슬퍼 ㅠ,,./data\인사이트.csv
34942,2011,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29391,아 슬퍼,,./data\인사이트.csv
31514,헐 ㅠㅠ,,./data\인사이트.csv
28438,나 7개,,./data\이슈 콕.csv
38541,난 무리,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31588,헐 ㅜㅜ,,./data\인사이트.csv
28286,이거 봐,,./data\이슈 콕.csv
31645,헐 ㅁㅊ,,./data\인사이트.csv
30365,사형 ㄱ,,./data\인사이트.csv
32919,흑흑 ㅠ,,./data\인사이트_biz.csv
39325,뷰웅 신,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32295,응 안봐,,./data\인사이트.csv
32321,ㅋㅋ 빡,,./data\인사이트.csv
37146,응 너도,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30819,다 사형,,./data\인사이트.csv
32077,27만원,,./data\인사이트.csv
29001,아오 썅,,./data\이슈이슈.csv
29918,야 뭐야,,./data\인사이트.csv
41946,난 조아,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32460,너의 님,,./data\인사이트.csv
31568,헐 뭐양,,./data\인사이트.csv
28450,19갠데,,./data\이슈 콕.csv
33313,아 안돼,,./data\인사이트_biz.csv
38303,제목 틀,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32165,27만원,,./data\인사이트.csv
33522,왜 저래,,./data\인사이트_ent.csv
28585,다 맞음,,./data\이슈 콕.csv
31087,체크 요,,./data\인사이트.csv
30394,ㅋ 긂겨,,./data\인사이트.csv
31552,헐 뭐임,,./data\인사이트.csv
31099,헐 조심,,./data\인사이트.csv
31702,헐 ㅜㅜ,,./data\인사이트.csv
33040,그래 ㅎ,,./data\인사이트_biz.csv
32344,27만원,,./data\인사이트.csv
29138,아 차니,,./data\인사이트.csv
38785,틀 망상,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31496,너가 가,,./data\인사이트.csv
31357,다행25,,./data\인사이트.csv
32085,오 대박,,./data\인사이트.csv
30261,에휴 ㅉㅉ,,./data\인사이트.csv
31442,헐 남가좌,,./data\인사이트.csv
31554,헐 이거바,,./data\인사이트.csv
28849,난 불가능,,./data\이슈 콕.csv
31393,버스 조심,,./data\인사이트.csv
31399,헐 272,,./data\인사이트.csv
43081,음 광쥬는,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
39948,태국 사람,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41876,조선족 4,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29449,무서어 ㅠ,,./data\인사이트.csv
40239,바이든 승,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28282,와 이거봐,,./data\이슈 콕.csv
28313,머임 사진,,./data\이슈 콕.csv
33314,난 24헤,,./data\인사이트_ent.csv
32771,넌 망했어,,./data\인사이트_biz.csv
40446,머래 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
36370,얼마 보노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31421,진짜 제발,,./data\인사이트.csv
41261,또 또 ㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28682,줘야지 모,,./data\이슈 콕.csv
31859,응 안 사,,./data\인사이트.csv
32772,이거 이거,,./data\인사이트_biz.csv
30242,ㄷ ㄷ ㄷ,,./data\인사이트.csv
33352,꺅 다음주,,./data\인사이트_ent.csv
39983,염보 z쥐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
36470,노력 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29219,우리임 ㅋ,,./data\인사이트.csv
40105,욕 나오네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
39149,이건 뭐지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32638,이거 ㅋㅋ,,./data\인사이트.csv
33312,좀 별론데,,./data\인사이트_biz.csv
40443,꺼져 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29295,난 지원파,,./data\인사이트.csv
42640,조 노이든,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30314,마피아 ㄱ,,./data\인사이트.csv
31698,헐 어터케,,./data\인사이트.csv
28429,오빠 해바,,./data\이슈 콕.csv
35256,개 빡친다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33733,아 별론데,,./data\인사이트_ent.csv
39396,팩트 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28424,나 24개,,./data\이슈 콕.csv
31507,허걱 ㅠㅠ,,./data\인사이트.csv
42636,존잼 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32653,무조건 ㄱ,,./data\인사이트.csv
28418,나 20개,,./data\이슈 콕.csv
29289,어때 여론,,./data\인사이트.csv
31502,머선129,,./data\인사이트.csv
28415,난 15개,,./data\이슈 콕.csv
31538,큰일 ㅠㅠ,,./data\인사이트.csv
31703,미쳤다 ㅠ,,./data\인사이트.csv
41920,여우 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31498,헐 조현우,,./data\인사이트.csv
28441,21개 음,,./data\이슈 콕.csv
32667,헤엑 대박,,./data\인사이트.csv
31534,헐 이것방,,./data\인사이트.csv
30484,두야 두야,,./data\인사이트.csv
31535,헐 어떡함,,./data\인사이트.csv
33512,역시 엘지,,./data\인사이트_ent.csv
32665,맘터 가자,,./data\인사이트.csv
30337,뭔 개소리,,./data\인사이트.csv
28713,당장 송금,,./data\이슈 콕.csv
31529,헐 미쳐따,,./data\인사이트.csv
28716,10마넌만,,./data\이슈 콕.csv
31522,헐 대충격,,./data\인사이트.csv
32536,ㅠ ㅠ ㅠ,,./data\인사이트.csv
33704,깜짝아 샹,,./data\인사이트_ent.csv
31687,야 이거봐,,./data\인사이트.csv
37567,꺼져 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28446,나 초예민,,./data\이슈 콕.csv
35994,어디 응씨,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28444,나 12개,,./data\이슈 콕.csv
31691,이게 뭐야,,./data\인사이트.csv
31828,씨바 ㅋㅋ,,./data\인사이트.csv
28409,나 어떡해,,./data\이슈 콕.csv
29405,성전 인가,,./data\인사이트.csv
31747,이게 맞지,,./data\인사이트.csv
30283,손형 ㅜㅜ,,./data\인사이트.csv
32748,헉 조심해,,./data\인사이트_biz.csv
41246,틀니 냄새,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28494,나23갠데,,./data\이슈 콕.csv
28354,사 라 져,,./data\이슈 콕.csv
28497,오빠 몇개,,./data\이슈 콕.csv
28498,너네 몇개,,./data\이슈 콕.csv
40485,맞다 이기,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
35410,줬다 뺐노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31545,흐잉 ㅠㅠ,,./data\인사이트.csv
32646,아 사쥬셈,,./data\인사이트.csv
40441,시러 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30268,귀여워 ㅋ,,./data\인사이트.csv
28503,17개인데,,./data\이슈 콕.csv
38434,좋은 정보,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28334,빨리 봐봐,,./data\이슈 콕.csv
31666,오우 노우,,./data\인사이트.csv
28408,나 몇개게,,./data\이슈 콕.csv
41959,또3ㅗ3ㅛ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33773,너 형인데,,./data\인사이트_ent.csv
29373,어케 생각,,./data\인사이트.csv
39970,극혐 ㄹㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31495,야 어떡함,,./data\인사이트.csv
31706,헐 마친ㅇ,,./data\인사이트.csv
31492,이게 뭐노,,./data\인사이트.csv
35374,친구 없지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41948,조아 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28485,영이 7개,,./data\이슈 콕.csv
31541,야 좆됐다,,./data\인사이트.csv
31481,헉 왜왜왜,,./data\인사이트.csv
41952,시러 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28381,어후 시벌,,./data\이슈 콕.csv
41953,머가 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33687,마지막 예,,./data\인사이트_ent.csv
32720,ㅣㄱ477,,./data\인사이트.csv
33433,토닥 토닥,,./data\인사이트_ent.csv
33772,나 이르케,,./data\인사이트_ent.csv
32497,X 해줘요,,./data\인사이트.csv
28375,내가 이랭,,./data\이슈 콕.csv
35860,ㅇㅂ 가라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34988,00003,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42316,와 실화냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31109,조시 조심,,./data\인사이트.csv
28574,다 맞혔어,,./data\이슈 콕.csv
37823,우왕 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28576,나 다맞음,,./data\이슈 콕.csv
29336,난 규현파,,./data\인사이트.csv
36975,정신차려1,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28582,난 다맞춤,,./data\이슈 콕.csv
33105,리치 언니,,./data\인사이트_biz.csv
42295,와 미쳤네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42620,노 나이든,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32105,너 이거가,,./data\인사이트.csv
28643,야 백불만,,./data\이슈 콕.csv
32107,방가 미침,,./data\인사이트.csv
28076,ㅋ ㅋ ㅋ,,./data\이상민.csv
28075,센스짱 ㅎ,,./data\이상민.csv
32572,울 옵바야,,./data\인사이트.csv
38536,와 그렇네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42138,이게 정답,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29153,헐 어떡해,,./data\인사이트.csv
31587,헐 어카냐,,./data\인사이트.csv
33128,또 하네영,,./data\인사이트_biz.csv
34682,이게 맞음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29561,유어 퓨쳐,,./data\인사이트.csv
28653,20만원만,,./data\이슈 콕.csv
32619,침 고인다,,./data\인사이트.csv
29160,헐 어떡해,,./data\인사이트.csv
33309,너무 좋다,,./data\인사이트_biz.csv
35822,이건 ㅇㅈ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31151,탄적 없지,,./data\인사이트.csv
40857,앙 기무띄,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43350,다 조져라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33147,녹십자 ㅎ,,./data\인사이트_biz.csv
39481,쌍배 ㅇㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31138,탄적 없지,,./data\인사이트.csv
34061,ㅎ ㅏ시파,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32849,위로가 되,,./data\인사이트_biz.csv
35818,ㅇㅂ 드림,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29155,헐 감스트,,./data\인사이트.csv
40714,띵곡 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32612,무러 가자,,./data\인사이트.csv
43531,짱개 뒤져,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43533,좀더 써라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31168,헐 272,,./data\인사이트.csv
38219,몰라 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33071,가자 캠핑,,./data\인사이트_biz.csv
37234,판 스프링,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42683,노 바이든,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32950,너무 비쌈,,./data\인사이트_biz.csv
41435,속보 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30963,백파더 짱,,./data\인사이트.csv
32248,미쳤네 뭔,,./data\인사이트.csv
31601,아이구 하,,./data\인사이트.csv
29054,존나 눗김,,./data\이슈이슈.csv
32241,선넘 ㅅㅂ,,./data\인사이트.csv
38547,마더 파커,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32961,진쫘 슬퍼,,./data\인사이트_biz.csv
34278,응 선풍기,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
37623,미안 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32581,하자 ㅋㅋ,,./data\인사이트.csv
30923,너무 공감,,./data\인사이트.csv
29069,나도 14,,./data\이슈이슈.csv
33009,6억 올랐,,./data\인사이트_biz.csv
34328,ㅇㅋ ㅅㄱ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
38970,현 중 수,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
38161,갓틴 ㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32889,이게 현실,,./data\인사이트_biz.csv
34200,근성 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
37543,선거 무효,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33070,귀엽당 ㅠ,,./data\인사이트_biz.csv
28592,나 다맞춤,,./data\이슈 콕.csv
28636,그냥 줄게,,./data\이슈 콕.csv
33068,로디 원해,,./data\인사이트_biz.csv
42677,노이든 ㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31589,헉 ㅜㅜㅜ,,./data\인사이트.csv
39932,편부 맞어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41381,알바 꺼져,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
32902,지금 현실,,./data\인사이트_biz.csv
38184,늙은 여우,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42884,이년 누구,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
40097,ㄴㄴ 아님,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
42186,나도 동감,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33056,이고 오때,,./data\인사이트_biz.csv
30852,그냥 굶어,,./data\인사이트.csv
29116,닭발 2개,,./data\이슈이슈.csv
41459,22222,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41802,짤 누구임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34192,개좋아 ㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28605,나 다맞춤,,./data\이슈 콕.csv
29165,헐 스트님,,./data\인사이트.csv
32059,급나 비싸,,./data\인사이트.csv
31270,자기 에고,,./data\인사이트.csv
36570,필력 보소,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31567,와 우짜누,,./data\인사이트.csv
32451,헐 진짜네,,./data\인사이트.csv
32791,이런 썩을,,./data\인사이트_biz.csv
33260,이게 맞짘,,./data\인사이트_biz.csv
36596,신고 ㄱㄱ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
35968,노모 없노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31643,홀랭 ㅠㅠ,,./data\인사이트.csv
29515,아오 진상,,./data\인사이트.csv
28890,내가 낫다,,./data\이슈 콕.csv
33987,머리 좋노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31287,271인줄,,./data\인사이트.csv
36637,그게 뭔데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33251,역시 삼성,,./data\인사이트_biz.csv
33250,역시 삼성,,./data\인사이트_biz.csv
33237,대박 ㅠㅠ,,./data\인사이트_biz.csv
29558,급 빡치네,,./data\인사이트.csv
32804,조시미 써,,./data\인사이트_biz.csv
34896,응 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28231,엘베샷 ㅋ,,./data\이상민.csv
32441,오 소정이,,./data\인사이트.csv
34929,효자 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30642,배가 부름,,./data\인사이트.csv
43200,니네 가족,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28853,야야 어때,,./data\이슈 콕.csv
32781,응 조심해,,./data\인사이트_biz.csv
31898,코로나 화,,./data\인사이트.csv
34975,은 시진핑,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31366,조심하라9,,./data\인사이트.csv
31361,이 버스얌,,./data\인사이트.csv
31353,헐랭272,,./data\인사이트.csv
29977,ㅅㅂ 뭐누,,./data\인사이트.csv
34954,신차 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41870,조선족 3,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31648,어케 ㅜㅜ,,./data\인사이트.csv
38507,짤 누구야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
39991,염보 ㅠㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29780,너무 화나,,./data\인사이트.csv
35875,ㅇㅂ 무라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31906,안 부럽다,,./data\인사이트.csv
37537,갓럼프 ㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31326,휴 도랏네,,./data\인사이트.csv
41866,조선족 2,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
41860,조선족 1,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30339,뭔 소리야,,./data\인사이트.csv
40929,막줄 일베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
36715,머래 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34835,아빠 나도,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29757,헐나 울어,,./data\인사이트.csv
36753,정리 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29180,인직 ㅠㅜ,,./data\인사이트.csv
32822,엥 찐인가,,./data\인사이트_biz.csv
33571,아 기대돼,,./data\인사이트_ent.csv
31231,272ㅠㅠ,,./data\인사이트.csv
35842,닉값 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43477,응 조선족,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
38291,그게 뭐임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
38590,ㅅㅂ 파키,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31638,아고 ㅠㅠ,,./data\인사이트.csv
28931,스릴 쩔어,,./data\이슈이슈.csv
34811,효자 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31635,엥 어뜨케,,./data\인사이트.csv
41586,분탕 꺼져,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
31634,헐 미쳤다,,./data\인사이트.csv
33176,학비 ㄱㄱ,,./data\인사이트_biz.csv
31964,응 안 사,,./data\인사이트.csv
31967,진짜 ㅋㅋ,,./data\인사이트.csv
31948,그 민도ㅋ,,./data\인사이트.csv
34859,착해 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
35850,행게이 ㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
30689,사형 제발,,./data\인사이트.csv
36708,으으 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
35851,무한 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
34876,혀자 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29189,와우 굿잡,,./data\인사이트.csv
31947,영원 불매,,./data\인사이트.csv
34868,2011년,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
29531,덜덜 개빡,,./data\인사이트.csv
31946,그래서 뭐,,./data\인사이트.csv
28637,30도 가능,,./data\이슈 콕.csv
33674,1 4 좋다,,./data\인사이트_ent.csv
31660,헐 ㅠㅠㅠㅠ,,./data\인사이트.csv
38624,이게 나라다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
33619,마지막 무엇,,./data\인사이트_ent.csv
28688,그냥 줍니다,,./data\이슈 콕.csv
31630,ㅎㅓㄹ ㅡㅡ,,./data\인사이트.csv
29292,어케 생각해,,./data\인사이트.csv
38595,없는게 정상,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
28626,어우 정지현,,./data\이슈 콕.csv
28651,야 십만원만,,./data\이슈 콕.csv
28694,돈 필요하냐,,./data\이슈 콕.csv
33620,진짜 열받아,,./data\인사이트_ent.csv
35641,트럼프 승리,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
