,댓글,악플여부,출처
1481,한복은 조상때부터 우리거였는데 저 개새끼들은 뭔개소릴하는거지 저 짱깨 개새끼들 지들거라고 우길걸 우겨라 아무리봐도 엄연히 한국건데 웃기네 머가리가비었나 역시 중국은중국이야 모든지다뺏어가고 저나라사람들은 머리통이 죄다비었나봄 에구 드러워서 여러분 제발 우기는 저런 꼴통들이 사는나라는 여행가지맙시다,2,./data\subusunews.csv
1502,Love yourself 병신들아,2,./data\subusunews.csv
1514,지랄도 가지가지 하네 ㅉ 애쓰는 모습이 불쌍하다,2,./data\subusunews.csv
1521,지랄도 풍년일세 ㅎ 인성보니 딱 견적이 나오는구나ㅎㅎ 시대가 달라졌으니 좀 나아졌나싶었는데 역시나 착각인게지 그 선조에 그 후손들 도둑놈DNA가 별 수 있겠느냐ㅉㅉ,2,./data\subusunews.csv
1524,지랄 좀 진짜,2,./data\subusunews.csv
1526,지랄도 풍년,2,./data\subusunews.csv
1531,아진짜 중국 왜그러냐 진짜 재수없다 지랄이야,2,./data\subusunews.csv
1540,진짜 일본만 양아치인줄 알았는데 쟤네들도 양아치임 세상이 자기나라 기준으로 돌아가는 줄 알고 옆 나라 옷도 자기네꺼라고 지랄을 행 영향은 영향일 뿐,2,./data\subusunews.csv
1573,미쳤나 지랄염병을 하네 언제 뒤지냐,2,./data\subusunews.csv
1589,떼놈이나 왜놈이나 싸그리 다 사라지길,2,./data\subusunews.csv
2173,오빠가 말했던고다,2,./data\subusunews.csv
2834,옆에 아들딸 같은데 얼마나 아빠가 자랑스러울까요,2,./data\ytnnews.csv
2917,이기회에 그냥 애기 아빠가 데려갔으면 좋겠다ㅠ ㅠ 애기 눈봐ㅠ,2,./data\ytnnews.csv
2957,엄마도 남자에 미친년인가,2,./data\ytnnews.csv
2962,아이는 팽겨치고 남자에 미치고 그 남자는 또라이고,2,./data\ytnnews.csv
3015,저 정도면 아빠가 양육권 가져와야지 엄마가 진짜 몰랐겠냐 지가 때리면 양육권 뺏겨서 양육비 못 받을까봐 남자 시켰겠지,2,./data\ytnnews.csv
3025,저게 사람인가 싶다 대한민국 싹 안갈아엎나 법이 좆같이 약해서 씨발 나라가 이모양이지,2,./data\ytnnews.csv
3082,엄마 미친거아님 남자친구가 저게 사과한다고 될일이가 바로 고소해야되는거 아님 아빠가 키워야겠구만ㅡㅡ,2,./data\ytnnews.csv
3104,미췬 애기랑 애기 친아빠가 젤 불쌍해,2,./data\ytnnews.csv
3122,홧김 도라희아닌가 저게 홧김이가 죽어라 때렸구만 모르는 엄마도 똑같다 참나,2,./data\ytnnews.csv
3181,때린 놈보다애엄마가 더 악마네저렇게 아이가 맞았는데도 몰랐다는게 말이 되냐애 아빠가 CCTV확인한후에 경찰에 신고 한거네,2,./data\ytnnews.csv
3215,아이 엄마의 남자친구ㅋㅋ 아빠없는줄 알았는데 아빠가 있네 근데 집으로 남친을 불러ㅋㅋ,2,./data\ytnnews.csv
3224,오ㅓ 시바 미친새끼노,2,./data\ytnnews.csv
3226,마스크 단속 어려운거 하나 없음 솔직히 제보 받는다고 하면 보상 따위 없어도 남 잘되는 꼴 못보는 사람들 아주 죽어라 눈 한번 안감고 단속할거다 서로서로를ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,./data\ytnnews.csv
3571,조두순은 12년이고 저새낀 무기징역이라고 ㅋ ㅋ 시발 좆같은 세상,2,./data\ytnnews.csv
3573,으으 지는 지가 저딴 말 일기장에 적으면서 무슨 신이라도 된듯 굴었겠지 하지만 현실은 피해망상 버러지 찐따 그것도 꼭 자기보다 약해보이는 여성을 골라서 뭐 희대의 살인마 이딴 수식어 기대하셨나본데 그냥 사회영구제명 벌레랍니다 기어 나오지도 말아라,2,./data\ytnnews.csv
3596,헐 지랄,2,./data\ytnnews.csv
3664,지랄들 한다 다들 털어서 먼지 안나는 인간 어디있어 고영욱에 대해 악플 다는 너희들은 순결하고 깨끗한 인간들이냐 아동 성범죄,2,./data\고영욱.csv
3665,너는 아에 티비 방송 나올생각말아 죽는날까지 너는 연애인이기전에 인간 쓰레기야 너는 신정환보다 더한 녀석이야 절대 나오지마 너는 어딜가도 환영 받지 못하니까 알겠니 너는 모든 크리스찬인들은 욕을 먹였으니까,2,./data\고영욱.csv
3689,아오 지랄 드런놈,2,./data\고영욱.csv
3709,지랄도 진짜 병,2,./data\고영욱.csv
3721,미친새끼네 이거,2,./data\고영욱.csv
3722,또라이다 ㅎㅎㅎㅎ,2,./data\고영욱.csv
3723,아줌마 여기 지랄병신 한접시 추가요,2,./data\고영욱.csv
3766,진짜 ㅈㄹ옘병 소통원하눈 사람 없눈데,2,./data\고영욱.csv
3775,또라이 아니냐 팬이 잇다고,2,./data\고영욱.csv
3778,미친새끼 아니가,2,./data\고영욱.csv
3785,지랄하는 것도 가지가지,2,./data\고영욱.csv
3807,발정난개새끼뭐라고 월월거리는거야,2,./data\고영욱.csv
3811,님이 사람이세요 지랄하고있다,2,./data\고영욱.csv
3828,살아있으니까 소통이고 지랄하ㅣ 전자발찌가 아니라 그냥 디져야됐는데,2,./data\고영욱.csv
3833,지랄 똥싸네,2,./data\고영욱.csv
3843,병신 등장이오,2,./data\고영욱.csv
3879,갑자기 지랄해서 깜짝놀랄네,2,./data\고영욱.csv
3899,지랄도 가지가지햐,2,./data\고영욱.csv
3903,ㅋㅋ 지랄하지마 좀,2,./data\고영욱.csv
3918,미친 ㅋㅋㅋㅋㅋㅋ 소통 지랄하네,2,./data\고영욱.csv
3925,이런 니미럴 미성년자랑무슨 합의된 성폭행이야,2,./data\고영욱.csv
4545,혼자 파랭이옷안입은 찐따수,2,./data\김계란.csv
5004,내가 아는 그 오빠가 아닌 듯 가면이 바꼈나,2,./data\김계란.csv
5638,계란형 멋집니다 매번 힘이 됩니다 허리디스크로 거의 병신되다 싶이 됬는데 피지컬 겔러리 보고 우울증도 이겨내고 있습니다,2,./data\김계란.csv
6877,오빠가 저의 원동력 입니다 아프지 말고 늘 건강해요 사랑해요,2,./data\김계란.csv
7564,뭘잘했다고 웃고 박수치고 미친 지랄이냐,2,./data\문재인.csv
8105,대깨문 여러분들 보니 감탄이 절로 나오네요ㅎㅎ 저런거 대통령되면 다하고 대본 다짜주는데 저걸 누가 못합니까 저라도 하지,2,./data\문재인.csv
8204,대깨문들 오늘도 댓글알바 화이팅입니다ㅋㅋ,2,./data\문재인.csv
8565,빨갱이 추종자들보소,2,./data\문재인.csv
8668,대깨문 파티 살벌하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,./data\문재인.csv
8696,내가 조바이든에게 이메일 보냈다 문재인 더불어민주당 전체의원들 장관들 청와대 비서진들 문빠 대깨문들 김어준 주진우 조국 유시민 문재인 더불어민주당이 밀어주는 유튜브 알리미황희두 언론알아야바꾼다 새날 전체출연진들 연출진들 뉴스공장 연출진들은 사회주의 공산주의자이며 북한 김정은 봉건국가 옹립주의자라고 이렇게 보냈다 이들이 북한 김정은 통치자금 지원하려고 대북지원재개 금강산관광재개 개성공단재개 남북협력자금 빙자한 북한 김정은 통치자금 260조원 지원하려고한다고 보냈다,2,./data\문재인.csv
8713,대깨문탈출은지능순 문재인은공산주의자,2,./data\문재인.csv
8725,세월호가 낳은 최악의 저능아 두번다시 이런일이 안일어나길,2,./data\문재인.csv
8743,나대는 사람이많으면 배가 산으로 사공으로 갑니다 나대지맙시다 제발좀가만히좀계세요 하체가부실하니 불안해서 별짓다하니 하체가부실하면 뿌리가 불안정해 정신병온다더니 그래서 우리나라애 정신병자들이 급증햇나봅니다 제발 정상적으로 얌전히좀 삽시다,2,./data\문재인.csv
8755,이시대에 문재인할아버지와 마찬가지로 이시대에 양심팔고 사는 기득권층들은 사실 저능아들입니다 이시대에 높은 위치일수록 심각한 저능아입니다 실제로 제주변에서도 빈부로 상위계층일수록 사실은 하는 행동은 심각한 저능아 장애인입니다,2,./data\문재인.csv
8756,우리는이번기회를 통해서 정확하게 지능을 다시 분류해서 그에맞게 사회적 조치를 다시 취할 필요가 잇습니다 장애인 저능아 정상인 영재천재,2,./data\문재인.csv
8757,우리나라가 지금 망하게 된 가장큰 원인이 바로 이것입니다 장애인은 아니지만 평균지능보다 낮아 정상인 부류에속하며 사회에 참여한 저능아사람들이 설쳐대면서 똑똑한사람마저 저능아짓으로 방해해가며 나라를 망치고 잇습니다,2,./data\문재인.csv
8781,여기 무슨 짱깨새끼들 n번방이냐 사람새끼는 하나도 없네,2,./data\문재인.csv
8783,재앙아 보여주기식은 느금마 갖다주고 쳐 나대지마 ㅋㅋ,2,./data\문재인.csv
8811,최신정보강원도 철책을 넘어 신원미상이 한국에 침투 어쩌면 문재인 더불어민주당 전체의원들 장관들 청와대 비서진들을 모가지 따러온 간첩들 이왕이면 김어준 뉴스공장연출진들 주진우 조국 유시민 새날 전체출연진들과 연출진들 황희두 언론 알아야 바꾼다 정치일학을 포함한 문빠 대깨문들 페미 메갈 워마드들의 모가지를 따가길 바란다,2,./data\문재인.csv
8813,운지해라 이기야,2,./data\문재인.csv
8845,지랄 쇼를한다,2,./data\문재인.csv
8888,변하지않는 대깨문은 영원합니다 사는것별거있읍니까한번 죽는인생 60을 바라보며 늘 사는동안 변함이 없이 눈이오나 비가오나 지지하렵니다,2,./data\문재인.csv
9030,박멸폐렴 수수방관으로 인해 국민은죽어요 경찰의 고소장 손괴를 뇌물수수도 300만원 허위의 수사기록도 계속 재탕으로 이어지고 있습니다 부패국가로 불량국가 인간쓰레기네살수가 없어 부패국가로 방치하면 저질국가로 이병재올림 010 4720 6279 수수방관으로 인해 국민은죽어요,2,./data\문재인.csv
9208,공산 빨갱이,2,./data\문재인.csv
9223,지랄을 한다 진짜,2,./data\문재인.csv
9228,대깨문들 많네 문빠들,2,./data\문재인.csv
9235,씨발 대깨문들 존나많네,2,./data\문재인.csv
9239,대깨문들아 재인이랑입식 다같이3라운드씩스파링하자ㅜ이빨데가리다깨게ㅋㅋㅌㅋ,2,./data\문재인.csv
9248,아 진짜 대깨문들은 이쯤되면 사람인가 싶다 그냥 대깨문들과 문재인대통령은 사람이아니라 귀신같음 좀 무섭네 이쯤되면 거의 무슨 신적 존재여 여기 댓단 대깨문들 다 조작이길 바랍니다,2,./data\문재인.csv
9250,대깨문들 프사보니까 관상들이 다 비슷하다 눈동자에 힘이없고 실제로 행복하지 않으면서 행복을 보여주고싶어서 꼼지락 꼼지락 굼뱅이처럼 사진을 찍어올리는 그 뭐랄까 엄청 미세하고 자글자글한 역겨움 그런게 관상에 있다 다들 인생에서 힘든시기겠지 그러니 판단력이 흐려지고 문정권을 지지하지,2,./data\문재인.csv
9262,대깨문들 존나 많노,2,./data\문재인.csv
9298,여기 문재인 지지댓글 다는 님들 시진핑 개새끼해보쇼,2,./data\문재인.csv
9302,댓글 대깨문 소름,2,./data\문재인.csv
9307,대깨문은 불치병이라더니ㅉㅉㅉ,2,./data\문재인.csv
9382,지랄한다 의사 욕할때는 언제고ㅋ,2,./data\문재인.csv
9424,문좌인과 180반역 빨갱이당의 만행북에 경제권넘기려는 법안1남한과 북한 합의하에 인정된 내외 지급수단 외화증권및 외화채권 교환으로 생기는 투자지역내의 지급수단 및 증권채권2토지 건물및 사용수익권3산업재산권 저작권 영업비밀 등 지식재산권및 사용에관한 권리4광업권 어업권 전기열수자원 기타에너지 개발또는 자연자원을 조사또는 이용개발 할수있는 권리5기타 사업 당사자가 공동으로 투자하기로 합의하는 모든 형탸의 재산및 재산권대한민국의 경제권울 북이 관여하고 장악할수있게 만든 법안임,2,./data\문재인.csv
9427,공무원 피살 보고 받고도 한가하게 아카펠라 공연이나 쳐보러 다니고 그 다음날 국군의날 연설에서 공무원 피살에 대해 한마디도 없었다며 거기서도 평화타령만 하고 왔다며 암걸려 디져라 제발,2,./data\문재인.csv
9475,짱개국에서 이미다른 바이러스까지 감염되고있는데 우한항공기마져 입국허용하는 친짤갱이짓거리 아죽 국민목숨담보로 빨갱이찬양하네 종교냐,2,./data\문재인.csv
9478,ㅋㅋㅋ 이 꼬라지가 났는데도 지지하는 대깨문이 있다니 국민은 개돼지가 맞는것같다,2,./data\문재인.csv
9525,조선족 대깨문 지들끼리 또 물고빨고 난리남ㅋㅋㅋ,2,./data\문재인.csv
9526,이제 얼마 안남은 성골대깨문과 조선족 중국과의 싸움이다,2,./data\문재인.csv
9540,당신은 나랏돈 갚지도 않고 죽을꺼면서 세금 존나 펑펑쓰고 지랄이네,2,./data\문재인.csv
9555,qbdtls gneis 오늘은 투톱이네 한명더와야지 짱깨 한명 더있잖아ㅋㅋㅋ,2,./data\문재인.csv
9565,이상한 씹소리 하지말고 똑바로좀 하세요 문재인 빠엿는데 이제 문재인 소리 들리면 빠큐 날리고 싶어지네요,2,./data\문재인.csv
9601,시팔 좆같네,2,./data\문재인.csv
9628,irene gneis qbdtls 지들끼리 지랄발작하고 지들끼리 좋아요 존나 눌러줌ㅋㅋㅋㅋ,2,./data\문재인.csv
9631,대깨문 조선족 댓글도배시작,2,./data\문재인.csv
9643,단체로 의료진한테 엠창먹이는 사진ㅋㅋ,2,./data\문재인.csv
9644,확진자수 통계 조작하는거냐 뭐냐 내가 정치 관심없다만 니가 빨갱이라는건 알겠다 대체 뭐하는x임,2,./data\문재인.csv
9656,개천절에 휴대폰 끄고 모인다는데 이건 테러고 나라 말아먹는 진정한 빨갱이다,2,./data\문재인.csv
9708,대깨문 말꼬리 잡는거 대응해줄 필요도 없심다ㅋㅋ애국시민 여러분,2,./data\문재인.csv
9761,이지랄 ㄴㅋㅋㅋㅋㅋㅋ,2,./data\문재인.csv
9800,한다하다 관제펀드 만들어서 손실나면 혈세로 보존할테니 투자하라고 하네진짜 이건 잘 못 되도 너무 잘 못 된거 아닌가 손실나면 혈세로 매꾸고 이익나면이익나면 전 국민에 나눠 주냐고 이런 것도 대통령이라고 진짜 나라 꼴 한심하게 돌아간다 GDP대비 국가부채 40프로 넘어가면 망한다고 야당시절에 그렇게 개지랄 떨어 놓고 40프로 넘기는게 왜 안되냐고 지금 임기말 국가부채 50프로 넘길거라 다들 예측하는데 이젠 국가부채를 가지고 펀드손실을 메꿔 주겠다라대한민국엔 미래가 없는거 같다 진짜 한번도 겪어보지 못한 세상이다,2,./data\문재인.csv
9817,인권 민주 지꺼리며 공산주의 사상을 신봉하는 일급 정신병자,2,./data\문재인.csv
9840,그냥 제발 좀 가만히 있어라 나라 좀 그만 씹창내고,2,./data\문재인.csv
9871,빨갱이님 걍 지금이라도 북으로가세용,2,./data\문재인.csv
9875,악플다는 사람 아니 사람도 아니고 걍 개새끼 취급하십시요,2,./data\문재인.csv
10003,갑자기 대께문 씹쐐끼들 좆나 조용해졌네,2,./data\문재인.csv
10006,셀수 없이 많은 죄를 지은 조국을 보호하기 위해 대깨문과 더듬어변태당을 동원 하더니 이제는 여자 조국 윤미향을 보호하기 위해 또 다시 그 세력들이 뭉치기 시작하네 야 못되 쳐먹은 문재인 넌 항상 그런식으로 넘어가냐,2,./data\문재인.csv
10038,개빨개이들지랄 옆차기나 하고 자빠졓네,2,./data\문재인.csv
10088,대깨문들 진짜 오지네,2,./data\문재인.csv
10121,대깨문들 소굴이네,2,./data\문재인.csv
10132,제가 투표를 잘못한듯하네요 사람 좋게봤는데 겉만보고 판단한 제가 병신인듯합니다,2,./data\문재인.csv
10148,짱깨도 풍년,2,./data\문재인.csv
10179,우리 빨갱이 문씨아저씨는 잘있나 여정이랑 카톡하고 친하게 잘지내,2,./data\문재인.csv
10198,저는 대깨문입니다 나는 공산당이 좋아요 사회주의 공산주의 좋아하고 세금도 팍팍 써주시고 부채도 늘려주고 나는 공산주의가 좋아요 우리나라 북한만들어 주세요 문재인대통령 탄핵되면 북한국기 흔들께요 북한만들어 주세요 문재인대통령님,2,./data\문재인.csv
10241,짱깨댓글부대 천만명 동원 말만들어도 섬짓하네요태구민이당선됫다니 기쁜소식이네요이제짱깨 중국인이아닌 우리민족북한주민들이 오는게 낫겟어요,2,./data\문재인.csv
10358,그때가서 짱깨뒤통수치시면 됩니다,2,./data\문재인.csv
10362,이때까지뭐하고 경계라고지랄하노 짱깨진작에막았으면 이래됐나 ㅋㅋㅋ,2,./data\문재인.csv
10404,본인을 빨갱이다 간첩이다 그것두 거리에서 군중앞에서 떠드는 놈 도 안잡아 들인 맘 좋은 아저씨 대통령 다른 정권에서 그랬다면 어케 되었을까 생각들 해 보심이,2,./data\문재인.csv
10411,대깨문이 이렇게 많다고걍 상식적으로 지금만 봐도 알게되지않나총선앞두고 본인들이 비례대표당 그리 욕하던거 내로 남불하고 있는데ㅋㅋㅋㅋ이건 문정부가 본인들이 적페질 하는거 아니냐,2,./data\문재인.csv
10498,쇼통 빨갱이쉐리ㅋ,2,./data\문재인.csv
10526,개씨발 진짜 그만하세요,2,./data\문재인.csv
10633,안녕하세요 문제인입니다 이지랄하고,2,./data\문재인.csv
10729,대깨문들 진짜 대단해ㅎㅎ,2,./data\문재인.csv
10739,우리 재앙이 대통령님 힘내세요 우리 조선족과 대깨문이 있잖아요 비겁하게 팩트로 승부하지마라 날조와 선동으로 승부해라 역겨운놈들아,2,./data\문재인.csv
10741,짜빠구리 대통령 문재앙 ㅋㅋ 빨갱이,2,./data\문재인.csv
10754,대깨문 검거,2,./data\문재인.csv
10781,문재인등신새끼 문재앙탄핵 빨갱이새끼문재인 짱깨새끼,2,./data\문재인.csv
10797,니가 좋아하는폐렴 쳐먹고 둬져 마스크 벗어 개씹창아,2,./data\문재인.csv
10814,진짜 꼴통이다 이런거 하는 시간에 정사나 잘돌보세요 이런거 신경쓸 여럭이 있어요 인기는 잘하면 당연히 올라 가는거지 이런짓 하고 있다고 인기 올라 가나 무뇌한 개 돼지 말고는,2,./data\문재인.csv
10823,온국민이너보고 저능아란다ㅋㅋ저능아야 혼자평화외치더니 니가싼똥을국민이치우네ㅋ똥재앙아,2,./data\문재인.csv
10834,세월호 선장보다 1억배 이상 젓까툰색히너같은 빨갱이 매국노 좌빨들은 모조리 처주겨야 국민이 안전하다 히바락 살잇마새키,2,./data\문재인.csv
10841,ㅋㅋㅋㅋ 어유 중국의 개새끼 ㅋㅋ,2,./data\문재인.csv
10849,재앙아 짱깨가 그리좋으마 중국에 가서 살아라,2,./data\문재인.csv
10945,대깨문들때매 무서워서 살겠냐,2,./data\문재인.csv
10971,생긴것도 빨갱이 같이 생긴 재이나좀 꺼져줄래,2,./data\문재인.csv
10977,3년 넘게 뭘했냐 종간나새캬,2,./data\문재인.csv
10979,대깨문들 수준 하고는,2,./data\문재인.csv
10982,공산주의자들은 치료가 시급한 정신병자들이다 모조리 격리수용해야 국민이 산다,2,./data\문재인.csv
10983,대깨문대깨문 신나는노래 나도한번 불러보자,2,./data\문재인.csv
11009,저능아 문재앙 나라를완전망쳐놨네ㅋㅋ 니한테세금왜내야지,2,./data\문재인.csv
11017,나가 뒈져라 문재인,2,./data\문재인.csv
11038,여기 대깨문들 왤케 많냐 나라 꼴 잘돌아간다,2,./data\문재인.csv
11071,재인아 느금마 쨍깨지ㄱㅋㄱㅋㅋㅋㅋㅋ,2,./data\문재인.csv
11108,정부가 있어서 든든합니다 대깨문77,2,./data\문재인.csv
11119,죽어라죽어라살인자는 죽어라,2,./data\문재인.csv
11120,팩트 어설픈 탈원전으로 두산중공업 기업가치 완전 망함 어설픈 반일감정 물타기로 항공사 여행사 폭망 한국전력 개적자 전정권에서 살려놓은거 박살중 조만간 전기세 올리겠지 페미랍시고 성별갈등 이념갈등 부추김 복지표풀리즘이랍시고 사람들이 노력하는 사회를 안 만듬 요즘 젊은이들 생각 1년일하다가 국가에서 주는 돈 받자 그럼제발 대깨문들아 정치정책경제사회이런거 제대로 공부좀하고 지지해라,2,./data\문재인.csv
11141,대깨문들 지령받았나봐 일베에서 신천지로 프레임 씌우는 걸로,2,./data\문재인.csv
11149,뻐큐뻐큐ㅗㅗㅗㅗㅗㅗ뻐큐머겅 문재앙대깨문ㅗㅗㅗ,2,./data\문재인.csv
11150,대가리 깨져도 문재인 대통령 지지합니다 대깨문,2,./data\문재인.csv
