,댓글,악플여부,출처
80669,오우 ㄷㄷ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86702,이 깜짝아,0,./data\장성규.csv
80756,응디 혹시,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89146,어디지 ㅠ,0,./data\최자.csv
86570,헉 무섭다,0,./data\장성규.csv
85878,멋진 아빠,0,./data\장성규.csv
82141,나는 개요,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
82110,멸공 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
82066,부적 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89079,앗 이곳은,0,./data\최자.csv
81827,미안 ㅠㅠ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86125,편히 쉬다,0,./data\장성규.csv
88710,하 사랑해,0,./data\최자.csv
89066,배고파 2,0,./data\최자.csv
81730,정보 ㄱㅅ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86202,사랑해 형,0,./data\장성규.csv
90112,헐 심하다,0,./data\함소원.csv
89061,성수 컴온,0,./data\최자.csv
80857,빼박 그짝,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86347,귀신 아님,0,./data\장성규.csv
81303,ㅈㄹ ㄴㄴ,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81299,블랙 니가,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81282,왜 팩트는,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86403,으악 내눈,0,./data\장성규.csv
86451,형 싸우자,0,./data\장성규.csv
86482,늘 잘하심,0,./data\장성규.csv
81077,전장군 승,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81042,로건 몸캠,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
81033,몸캠 잇노,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86533,오 하나님,0,./data\장성규.csv
88680,하 어뜩해,0,./data\최자.csv
86548,좀비 ㅎㅎ,0,./data\장성규.csv
86555,앗 내눈이,0,./data\장성규.csv
86363,아 깜짝아,0,./data\장성규.csv
86449,헉 ㄷㄷㅡ,0,./data\장성규.csv
87091,헉 성규다,0,./data\장성규.csv
89045,하 미쳣어,0,./data\최자.csv
76558,일침 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88550,형 미쳤다,0,./data\최자.csv
78000,션 오프리,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78001,션 오프리,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90850,가을 냄새,0,./data\홍석천.csv
78106,외쳐 갓국,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78115,갓국 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78122,이름은 국,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78188,깨워 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78228,개그나 해,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78234,최국 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78240,네 다 칭,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78247,디져 홍어,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78422,이거 인정,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87668,형 화이팅,0,./data\장성규.csv
77959,머래 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87652,축하 해요,0,./data\장성규.csv
77867,문 바이든,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77706,니 가입일,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76678,ㅇㅂ ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76719,일단 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76780,잘자라 ㅎ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88399,그게 뭐야,0,./data\청와대댓글.csv
88894,ㅇ ㅑㅡㅡ,0,./data\최자.csv
88503,우리 문통,0,./data\청와대댓글.csv
88895,아 배고파,0,./data\최자.csv
88898,2빠입니다,0,./data\최자.csv
88162,늠름 듬직,0,./data\청와대댓글.csv
77270,왈왈 ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88920,아 미쳤다,0,./data\최자.csv
88074,놀랄 만한,0,./data\청와대댓글.csv
77508,전 라 도,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88938,엄청 기대,0,./data\최자.csv
77611,역시 엔두,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77852,ㅇㅂ ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76507,108번뇌,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90763,태국 ㅜㅜ,0,./data\홍석천.csv
87572,칭찬 해줘,0,./data\장성규.csv
87065,꼬꼬 꿀잼,0,./data\장성규.csv
79930,그러게 참,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86998,몰입감 짱,0,./data\장성규.csv
79972,더 비싸짐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86976,요즘 원픽,0,./data\장성규.csv
90403,미모 최강,0,./data\함소원.csv
80012,삼성꺼 써,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90398,우왕 매진,0,./data\함소원.csv
86929,너랑 같이,0,./data\장성규.csv
80130,정의당 ㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86907,팔찌 진짜,0,./data\장성규.csv
89028,너랑 갈곳,0,./data\최자.csv
80246,그럼 하자,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
86803,ㅔ9ㅐㅐㅡ,0,./data\장성규.csv
89041,헤이 동생,0,./data\최자.csv
79769,살찐 췍췍,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
82255,꺼져 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87092,너희 오빠,0,./data\장성규.csv
87156,우리 성규,0,./data\장성규.csv
78787,꺼져 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87517,와 어리다,0,./data\장성규.csv
78813,짤 누구노,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88588,여기 보삼,0,./data\최자.csv
78868,효은 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90657,와 류준열,0,./data\홍석천.csv
79151,네다 경주,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
80487,몰라 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87362,성규 근황,0,./data\장성규.csv
79234,가족 방문,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
79261,역시 갓본,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87293,1위했나바,0,./data\장성규.csv
79373,글 잼난다,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87215,ㅠ ㅠ ㅠ,0,./data\장성규.csv
79499,눈 괜찮냐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
79575,세금 잔치,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87342,와 칼군무,0,./data\장성규.csv
82327,착한 화형,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76650,2알림ㅈㅎ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85189,와 드디어,0,./data\장성규.csv
83372,쟤 뭐하냐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
83396,FX120,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
82897,출처 어디,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
75949,같은 한표,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88800,오빠 체고,0,./data\최자.csv
89817,역시 최고,0,./data\함소원.csv
85611,빨리 왔댜,0,./data\장성규.csv
85092,너무 좋아,0,./data\장성규.csv
85319,넘 예쁘심,0,./data\장성규.csv
84892,꺼억 이기,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84387,ㄹㅇ ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89658,이모님 짱,0,./data\함소원.csv
88777,대박 굿굿,0,./data\최자.csv
84388,ㄴㄴ 사형,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85709,로꼬 행님,0,./data\장성규.csv
85099,안본눈 ㅠ,0,./data\장성규.csv
84399,꺼져 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85101,어머 언니,0,./data\장성규.csv
84476,머래 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84478,머래 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88812,아 좋아요,0,./data\최자.csv
83522,난 반대로,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84902,존나 시원,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84906,음 네다돈,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88765,숙박 가능,0,./data\최자.csv
85000,오 드디어,0,./data\장성규.csv
85003,헐 드디어,0,./data\장성규.csv
83254,아휴 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85383,다리 존예,0,./data\장성규.csv
75936,먼데 이거,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84936,몰라 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
83296,인상 펴라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85368,드디어 ㅎ,0,./data\장성규.csv
85538,헐헐 미쳔,0,./data\장성규.csv
83325,월급 루팡,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85451,어머 언니,0,./data\장성규.csv
76011,귀귀 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84925,그럼 지금,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85494,드뎌 ㅋㅋ,0,./data\장성규.csv
84923,투나잇 ㄱ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84918,시러 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85508,갖고 싶다,0,./data\장성규.csv
85515,오 드디어,0,./data\장성규.csv
84916,꺼져 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84292,쳐 도랏네,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84482,몰라 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84992,가장 곱다,0,./data\장성규.csv
83869,ㅗ ㅇ ㅗ,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84648,더해라 더,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84747,역시 정의,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85727,로꼬 형님,0,./data\장성규.csv
89889,ㅠㅠ 아가,0,./data\함소원.csv
83643,어느 나라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89135,나도 여기,0,./data\최자.csv
82500,가격 상승,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84754,천베 가라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85255,이게 머징,0,./data\장성규.csv
89159,준비 됐징,0,./data\최자.csv
85261,와 에뛰드,0,./data\장성규.csv
82420,좆불 ㅋㅋ,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89144,젭알 가쟈,0,./data\최자.csv
88739,오빠 여깅,0,./data\최자.csv
84831,오우 ㄱㅅ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85177,오우 쎄다,0,./data\장성규.csv
89220,먹고 싶어,0,./data\최자.csv
89148,해장에 딱,0,./data\최자.csv
89150,꼭 가야징,0,./data\최자.csv
87679,구민의 자랑,0,./data\장성규.csv
87676,역시 멋지다,0,./data\장성규.csv
87367,송민호 인줄,0,./data\장성규.csv
87673,굿굿 축하해,0,./data\장성규.csv
87616,와 댓글1빠,0,./data\장성규.csv
79162,어휴 추해라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
83860,노빠꾸 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78554,ㅅㅂ 정배우,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78543,막짤 ㅁㅈㅎ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78538,최응 아닌가,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89384,보기 좋네요,0,./data\함소원.csv
85152,어머 식상해,0,./data\장성규.csv
87338,형 나 죽어,0,./data\장성규.csv
87327,왜 잘하시지,0,./data\장성규.csv
78432,그건 ㅇㅈ함,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90754,아 식욕땡겨,0,./data\홍석천.csv
87635,역시 장성규,0,./data\장성규.csv
87310,성규님 존잘,0,./data\장성규.csv
85155,와 ㅁㅊㅁㅊ,0,./data\장성규.csv
83811,탈비씨 ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87666,오 축하해용,0,./data\장성규.csv
84004,진짜 헬조선,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85042,너무 무겁다,0,./data\장성규.csv
85004,좋아요 1번,0,./data\장성규.csv
87345,나 춤도 춤,0,./data\장성규.csv
89489,진화 잘생김,0,./data\함소원.csv
78597,이마 이쁘다,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87680,와 축하축하,0,./data\장성규.csv
85121,헐 넘 예뻐,0,./data\장성규.csv
78971,틀무새 극혐,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87446,화이팅 맨ㅋ,0,./data\장성규.csv
85093,오와 드디어,0,./data\장성규.csv
78960,닉값 ㅆㅅㅌ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78776,개소리 블라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
83930,않이 게이야,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87501,초심 잃었네,0,./data\장성규.csv
78828,엉덩이 보소,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85105,오 재밌겠당,0,./data\장성규.csv
78883,많어 의외로,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78879,링크좀 시발,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87496,현타 직격ㅋ,0,./data\장성규.csv
87468,감스트 아님,0,./data\장성규.csv
78595,사실상 전설,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
90656,정말 멋져요,0,./data\홍석천.csv
90726,와 맛있겠드,0,./data\홍석천.csv
78632,스투 뒤어스,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
79136,고맙다 이기,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85124,언니 예뻐요,0,./data\장성규.csv
78641,둘다 라도임,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78642,이쁘네2ㅈㅎ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87392,1위했다는데,0,./data\장성규.csv
87552,떴다 야드라,0,./data\장성규.csv
78660,레전드 아역,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
79082,교토지 무슨,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87569,오 봐야겠다,0,./data\장성규.csv
87561,꼬꼬무 꿀잼,0,./data\장성규.csv
87560,넘 멎지내요,0,./data\장성규.csv
87408,이영잔줄 ㅠ,0,./data\장성규.csv
90655,사진 좋네용,0,./data\홍석천.csv
90635,형혼자 야식,0,./data\홍석천.csv
78781,뮤트가 뭐냐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
85814,앙상한 발목,0,./data\장성규.csv
87695,역시 장성규,0,./data\장성규.csv
84802,이런건 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77332,북한 있잖아,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89217,아 맛있겠다,0,./data\최자.csv
84546,글씨체 뭐냐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89219,아티스트 최,0,./data\최자.csv
90929,어이쿠 ㅎㅎ,0,./data\홍석천.csv
77506,응 k개표기,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84540,그러게 ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84502,오오 궁금해,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77591,바로 저거야,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77595,씹맞말 ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88943,1빠 뿌꾸빠,0,./data\최자.csv
84845,감평사 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89127,와 배고프당,0,./data\최자.csv
87983,오빠 이거봐,0,./data\청와대댓글.csv
84402,시끄러 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87975,굳 아이디어,0,./data\청와대댓글.csv
89209,너또임뫄 ㅋ,0,./data\최자.csv
77258,일단 보내자,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89200,구독 각이다,0,./data\최자.csv
84781,ㅇㅂ2222,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76708,어쩐지 시발,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89153,사랑해요 형,0,./data\최자.csv
76839,돈 빼돌린거,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88879,무슨 맛일까,0,./data\최자.csv
84716,반일 정신병,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84732,고마워 ㅋㅋ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84737,응 란 딱지,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88318,그냥 멋지심,0,./data\청와대댓글.csv
84866,좌파를 몰라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
76981,짱개77ㅓ억,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89165,여기 가자요,0,./data\최자.csv
77029,이보민 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88902,낼 여기가자,0,./data\최자.csv
84764,ㅇㅂ 잘했다,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88250,천하지 대본,0,./data\청와대댓글.csv
77198,뭐가 아닌데,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84624,매크로네 너,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89184,또 먹고싶다,0,./data\최자.csv
76983,원가 얼만데,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77741,ㅎㅇ 조선족,1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87951,넘 멋지네요,0,./data\청와대댓글.csv
87941,네가 본 거,0,./data\청와대댓글.csv
78180,오 구독한다,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87767,아 뭉클해라,0,./data\장성규.csv
79263,민도의 차이,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78215,돈이 되니까,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78216,최국 멋지네,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84929,머 씨밸넘아,2,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87754,뭔가 뭉클함,0,./data\장성규.csv
84938,무서엉 ㅠㅜ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87776,잘 생겼어요,0,./data\장성규.csv
78243,홍어 왔능가,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78274,실험 ㅁㅈㅎ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78290,아들 하나임,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84226,전라 야하노,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78306,희다르크 노,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87715,사진은 누가,0,./data\장성규.csv
78348,이보민 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78352,이거는 중국,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
78357,석전도 없앰,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84229,군산 익산은,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87684,열일 하라우,0,./data\장성규.csv
78167,말 잘하더라,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84924,아니여 ㅡㅡ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77863,5렙 잘컸노,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
89123,헐 분보있어,0,./data\최자.csv
77888,바재앙 ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88951,코미간 ㅋㅋ,0,./data\최자.csv
77907,쟤도 문씨냐,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77910,백재앙 수준,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84871,이게 일베지,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
88955,검은 제빵사,0,./data\최자.csv
78124,그건 곽한구,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
77956,역시 노무현,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
87871,멋진 아부지,0,./data\장성규.csv
77971,노짱 ㄷㄷㄷ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84369,사설 구급차,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
84884,ㅇㄹㅂ ㅇㅂ,0,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
