,댓글,악플여부,출처
73744,정보 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
62467,자식 없지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73647,뭔 만화냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
62510,응 고마워,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
62144,나온 결과,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68864,헐 메모장,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66307,이미 했음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68913,예언 동감,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72133,2ㅂ 드림,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60931,3성이니까,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59792,응 진짠데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59763,어 이새끼,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69477,니꺼 잖아,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61119,왐마 성님,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
70769,선견 지명,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59787,목포를 살,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61964,그냥 관종,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66080,그럴 수도,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63990,글 잘쓰네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
70220,슬기 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63876,지능이 ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61114,아놔 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63680,인제 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69898,병원 가봐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60021,형냐 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66599,헐 개실망,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63800,응 안 떠,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
65957,진짜 전설,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
75354,ㄹㅇ ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66573,뭔 소리야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68524,대박 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63488,이년이 또,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
75415,빙고 빙고,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
75403,눈 감아라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72453,인천 인천,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66624,개꼴 ㅇㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69451,에이 설마,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
70777,이건 뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73979,와 몰랐다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
75277,6번 ㄹㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61672,그건 ㅇㅈ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61095,원본 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
63596,독일 간첩,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68480,멋지네 굿,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
70217,슬시 온니,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61452,그츠 ㅆㅅ꺄,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73335,숙성된 김치,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60094,과학이지 머,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66703,햐 진짜 역,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71360,신동엽 젊네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67169,잘가라 ㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66432,유교 탈레반,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73471,각본 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67079,짱께 ㄱㅆㄴ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66621,그러네 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73424,이미 부부야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73584,어케 나갔노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73565,난 면제지롱,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71451,ㄷㄷㄷ 쎄노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69806,예리가 막내,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66543,자랑 아닌데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66849,너 어디사냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71421,와 ㄷㄷㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69813,슬기로 간다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66512,질투의 나라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73364,와 대본이지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71408,소오름 ㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71404,꼴빠 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73619,이거지 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69776,역시 슬기찡,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73547,이게 군대노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73336,덜익은 참치,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73467,성괴 누구노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
66600,짱개 매크로,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69802,난 착하자나,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73516,매운맛 k걸,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
62226,얘가 지수임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67181,비율이 좋네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68616,노력은 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68598,고추 잘스니,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72087,고맙다 이기,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71818,뭐가 다른데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68534,도용 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68533,이제 아폭됨,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71769,넌 재능없다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61096,노정국 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72248,후기 올려라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68443,수염 실화냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68429,유투버 아재,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72283,5억 불러라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61116,노잼 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71734,연봉 얼마임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68415,덥지가 않지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68396,머리 밀었어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68390,머리 밀었어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72060,좆냥이 졸커,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
62230,유태인은 왜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61044,잘 어울리노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61040,그립노 ㅠㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71928,씨발 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71917,토했어 ㅠㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60961,미쳤네 진짜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71963,겁나 웃기네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68912,빨잘알 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71984,너 집 몇평,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68870,조주빈 닮음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72004,갓본 ㄷ ㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61136,헬잘알 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68862,조드 나올줄,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72031,닥쳐 샹년아,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60344,성립 불가능,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61025,딥러닝 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72039,애새끼 게임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68712,꼴려서 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68703,충간 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68698,영상 부탁함,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72050,금방 질릴듯,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72016,나 흙수저암,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61364,눈물나 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69478,ㅅㅂ 개웃음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60900,경험자 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67439,졸라 이쁘다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71547,고소를 하지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60155,다휘어 뱅크,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73160,왜 받아주냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67326,공주님 하앙,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67317,살맛 나겠노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73187,흔한 이야기,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67311,예쁘다 예뻐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61340,딸 몇 살임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71531,전구 가져와,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73211,죽여야지 휴,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73237,일본풍 문신,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61345,1절만 해라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69707,파파미 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
73248,초대남 가능,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
71499,왜 죽어ㅉㅉ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67215,기럭지 보소,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61265,뭐가 반전임,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69642,무섭노 시발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
69596,뭔 발사진만,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67767,눈물 어딨노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68352,튼살 옅어져,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68326,귀신은 없다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60212,그건 찰스고,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68158,눈으로 ㅎㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68112,오 품번뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72748,절반 사라짐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68038,니가 문제여,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
68026,좌파타령 ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
60902,예외는 있다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72796,야 기분조타,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67943,선동 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72851,제작년 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67940,동상 왔능가,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67939,아따 왔능가,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67816,짤 또 없슴,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
61470,힘내 게이야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
67794,쥬지가 커짐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
72944,조선의 건축,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
