,댓글,악플여부,출처
26913,꼭 들어,,./data\유머 짤.csv
23834,와 가자,,./data\여행에 미치다.csv
21582,아놔 ㅜ,,./data\여행에 미치다.csv
25222,로망 각,,./data\여행에 미치다.csv
22394,우리 우리,,./data\여행에 미치다.csv
22353,와 예쁘다,,./data\여행에 미치다.csv
25357,요기 ㅎㅎ,,./data\여행에 미치다.csv
20549,ㅈ ㄷㅈㄴ,,./data\여행에 미치다.csv
23035,247원츄,,./data\여행에 미치다.csv
22373,야 개이뽀,,./data\여행에 미치다.csv
25890,당장 가줘,,./data\여행에 미치다.csv
19865,ㅇㅇ 가능,,./data\에브리타임_댓글_1113.csv
19931,어서 자자,,./data\에브리타임_댓글_1113.csv
25216,야 여기도,,./data\여행에 미치다.csv
18288,킵고잉 형,,./data\스윙스.csv
19863,아 아쉽쓰,,./data\에브리타임_댓글_1113.csv
24830,울어 ㅠㅠ,,./data\여행에 미치다.csv
25741,아 이쁘다,,./data\여행에 미치다.csv
22841,ㅠㅠ 로망,,./data\여행에 미치다.csv
25156,크흑 ㅠㅠ,,./data\여행에 미치다.csv
23013,이런 순간,,./data\여행에 미치다.csv
22392,9월말에고,,./data\여행에 미치다.csv
14605,넌 환자다,,./data\문재인.csv
27452,오 개꿀팁,,./data\유머 짤.csv
22369,너랑 여기,,./data\여행에 미치다.csv
27172,의 선택은,,./data\유머 짤.csv
22343,투어 고고,,./data\여행에 미치다.csv
22828,우왕 ㅠㅠ,,./data\여행에 미치다.csv
24834,나도 뉴욕,,./data\여행에 미치다.csv
19915,응 고마워,,./data\에브리타임_댓글_1113.csv
27449,아 레전드,,./data\유머 짤.csv
27174,내 이상형,,./data\유머 짤.csv
22383,온니 태안,,./data\여행에 미치다.csv
27367,와 ㅋㅋㅋ,,./data\유머 짤.csv
24850,가자 다시,,./data\여행에 미치다.csv
19897,지금 해봐,,./data\에브리타임_댓글_1113.csv
22822,나도 갈래,,./data\여행에 미치다.csv
24833,뉴욕8ㅅ8,,./data\여행에 미치다.csv
25133,우아 대박,,./data\여행에 미치다.csv
25889,여보 준비,,./data\여행에 미치다.csv
22363,여보 요기,,./data\여행에 미치다.csv
22341,가자 ㅠㅠ,,./data\여행에 미치다.csv
24107,여긴가 ㅋ,,./data\여행에 미치다.csv
24829,뉴욕 가자,,./data\여행에 미치다.csv
22296,여기 갈듯,,./data\여행에 미치다.csv
22295,여기 갈듯,,./data\여행에 미치다.csv
18324,해석 좀ㅋ,,./data\스윙스.csv
22889,가고파 ㅠ,,./data\여행에 미치다.csv
22289,12345,,./data\여행에 미치다.csv
22893,갈래 신행,,./data\여행에 미치다.csv
22902,그래 가자,,./data\여행에 미치다.csv
25715,에펠탑 ㅠ,,./data\여행에 미치다.csv
19812,흐엉 엄마,,./data\에브리타임_댓글_1113.csv
25398,가자 여기,,./data\여행에 미치다.csv
25707,와 이거바,,./data\여행에 미치다.csv
15027,부럽다 ㅠ,,./data\문재인.csv
19763,81 정도,,./data\에브리타임_댓글_1113.csv
26297,넘 귀엽다,,./data\유머 짤.csv
27407,와 설렌다,,./data\유머 짤.csv
23529,물 노 리,,./data\여행에 미치다.csv
22916,와 몰디브,,./data\여행에 미치다.csv
15748,좀 쉬세요,,./data\문재인.csv
22918,나의 로망,,./data\여행에 미치다.csv
25405,와 이쁘당,,./data\여행에 미치다.csv
22931,가줘 나랑,,./data\여행에 미치다.csv
22252,여기 좋다,,./data\여행에 미치다.csv
22930,요런 갬성,,./data\여행에 미치다.csv
22920,여행 뽐뿌,,./data\여행에 미치다.csv
22923,몰디브 휴,,./data\여행에 미치다.csv
19259,나도 몰라,,./data\에브리타임_댓글_1113.csv
22299,ㅏ99ㅊ7,,./data\여행에 미치다.csv
27137,이런 남좌,,./data\유머 짤.csv
25194,저 이거요,,./data\여행에 미치다.csv
22338,다음 여행,,./data\여행에 미치다.csv
27647,젼나 웅겨,,./data\유머 짤.csv
24819,또 가야지,,./data\여행에 미치다.csv
26256,나도 사죠,,./data\유머 짤.csv
27152,와 매너남,,./data\유머 짤.csv
19709,필승필승7,,./data\에브리타임_댓글_1113.csv
22323,태안 담달,,./data\여행에 미치다.csv
25165,넘 이뿌다,,./data\여행에 미치다.csv
25732,다시 도전,,./data\여행에 미치다.csv
23390,역 대 급,,./data\여행에 미치다.csv
27380,와 최고다,,./data\유머 짤.csv
27147,ㅈㄴ 설레,,./data\유머 짤.csv
19860,술 마시자,,./data\에브리타임_댓글_1113.csv
25205,앗 사장님,,./data\여행에 미치다.csv
26272,기염따 ㅠ,,./data\유머 짤.csv
25202,내 워너비,,./data\여행에 미치다.csv
19273,아니 현금,,./data\에브리타임_댓글_1113.csv
23482,넘 예쁘다,,./data\여행에 미치다.csv
26274,힐링 힐링,,./data\유머 짤.csv
22985,헉 짱예뻐,,./data\여행에 미치다.csv
25388,가쟈 담에,,./data\여행에 미치다.csv
22978,가고 싶다,,./data\여행에 미치다.csv
24144,나니 여기,,./data\여행에 미치다.csv
22969,우리 예상,,./data\여행에 미치다.csv
22881,언제 가지,,./data\여행에 미치다.csv
23490,꼭 가보자,,./data\여행에 미치다.csv
27420,와 최고다,,./data\유머 짤.csv
22317,여기 멀어,,./data\여행에 미치다.csv
22409,넘 이뽀다,,./data\여행에 미치다.csv
22399,나두 여기,,./data\여행에 미치다.csv
25004,일단 저장,,./data\여행에 미치다.csv
25829,여기 가줘,,./data\여행에 미치다.csv
25278,내 꿈이야,,./data\여행에 미치다.csv
24110,미디니 고,,./data\여행에 미치다.csv
21533,oh my,,./data\여행에 미치다.csv
25060,꼭 갈테다,,./data\여행에 미치다.csv
22614,추억 ㅠㅠ,,./data\여행에 미치다.csv
22613,앙 발리띠,,./data\여행에 미치다.csv
27252,이런 남자,,./data\유머 짤.csv
14777,태국 총리,,./data\문재인.csv
19513,응 전광훈,,./data\에브리타임_댓글_1113.csv
23113,곧이다 곧,,./data\여행에 미치다.csv
19630,못할걸 ㅋ,,./data\에브리타임_댓글_1113.csv
23110,뽐뿌 쩔어,,./data\여행에 미치다.csv
17490,예쁜 부부,,./data\박성광.csv
25293,와 미쳐따,,./data\여행에 미치다.csv
25862,퐝 퐝 퐝,,./data\여행에 미치다.csv
24980,가쟝 ㅎㅎ,,./data\여행에 미치다.csv
17479,넘 이뻐요,,./data\박성광.csv
24185,요기 오땨,,./data\여행에 미치다.csv
25817,날 안내해,,./data\여행에 미치다.csv
20293,나도 그랭,,./data\에브리타임_댓글_1113.csv
22740,모히또 ㅠ,,./data\여행에 미치다.csv
27234,야 이거지,,./data\유머 짤.csv
27474,막짤 나네,,./data\유머 짤.csv
19471,2학년인가,,./data\에브리타임_댓글_1113.csv
17493,넘 예뿌당,,./data\박성광.csv
25081,미쳐 경치,,./data\여행에 미치다.csv
26058,한남이 또,,./data\위키블루.csv
27264,나 설렜다,,./data\유머 짤.csv
19604,왜 그랬냐,,./data\에브리타임_댓글_1113.csv
22682,ㅠ 스미냑,,./data\여행에 미치다.csv
20101,나 재밌다,,./data\에브리타임_댓글_1113.csv
27495,시바 졸귀,,./data\유머 짤.csv
26064,이게 맞어,,./data\위키블루.csv
25848,뭔가 아늑,,./data\여행에 미치다.csv
25850,여기 가자,,./data\여행에 미치다.csv
22663,꼭 갑시당,,./data\여행에 미치다.csv
22699,꼬옥 가져,,./data\여행에 미치다.csv
25254,와 미쳤다,,./data\여행에 미치다.csv
19623,걸린 사람,,./data\에브리타임_댓글_1113.csv
26079,하 슬퍼ㅠ,,./data\위키블루.csv
18076,대박 목청,,./data\배다해.csv
27278,소개점 ㅋ,,./data\유머 짤.csv
27275,대박 ㅅㅂ,,./data\유머 짤.csv
14822,굿 화이팅,,./data\문재인.csv
18056,난 만두국,,./data\배다해.csv
22636,와 미쳤다,,./data\여행에 미치다.csv
27296,아 개좋아,,./data\유머 짤.csv
25024,내년 가을,,./data\여행에 미치다.csv
25268,여기 가자,,./data\여행에 미치다.csv
22632,발리 갈래,,./data\여행에 미치다.csv
22714,워 몰디브,,./data\여행에 미치다.csv
23185,가나 마나,,./data\여행에 미치다.csv
20077,너무 양호,,./data\에브리타임_댓글_1113.csv
25017,다시 가자,,./data\여행에 미치다.csv
27489,김루이 고,,./data\유머 짤.csv
20313,글커 등판,,./data\에브리타임_댓글_1113.csv
17427,다 형잘못,,./data\박성광.csv
27562,넘 머싯다,,./data\유머 짤.csv
27459,이런 남자,,./data\유머 짤.csv
25336,나랑 갈래,,./data\여행에 미치다.csv
20442,거의 없지,,./data\에브리타임_댓글_1113.csv
22453,헐 마지막,,./data\여행에 미치다.csv
23347,하 조지아,,./data\여행에 미치다.csv
20451,나도 ㅅㅂ,,./data\에브리타임_댓글_1113.csv
17322,신발 지지,,./data\박성광.csv
25340,여긴 어때,,./data\여행에 미치다.csv
27341,내 이상형,,./data\유머 짤.csv
22420,이거 바바,,./data\여행에 미치다.csv
24880,우리도 꼭,,./data\여행에 미치다.csv
22416,담에 고고,,./data\여행에 미치다.csv
19409,노트 10,,./data\에브리타임_댓글_1113.csv
19371,어 진짜네,,./data\에브리타임_댓글_1113.csv
14647,힘 내세요,,./data\문재인.csv
22413,가자 여기,,./data\여행에 미치다.csv
24875,또 갈 래,,./data\여행에 미치다.csv
17580,오 예쁜데,,./data\박성광.csv
25225,못가 ㅠㅠ,,./data\여행에 미치다.csv
23375,하 요기다,,./data\여행에 미치다.csv
27187,오ㅓ ㅅㅂ,,./data\유머 짤.csv
24871,진짜 이래,,./data\여행에 미치다.csv
18239,저 샀어요,,./data\스윙스.csv
27458,이미 난데,,./data\유머 짤.csv
27618,아 ㅋㅋㅋ,,./data\유머 짤.csv
22401,태안 좋네,,./data\여행에 미치다.csv
25767,타이 스퇄,,./data\여행에 미치다.csv
25786,헉 예쀼다,,./data\여행에 미치다.csv
19412,저번 미납,,./data\에브리타임_댓글_1113.csv
24906,그렇대 ㅎ,,./data\여행에 미치다.csv
15477,이 시국에,,./data\문재인.csv
27322,거의 서덕,,./data\유머 짤.csv
24151,여기 어때,,./data\여행에 미치다.csv
24116,9월에 ㅎ,,./data\여행에 미치다.csv
22505,여보 여기,,./data\여행에 미치다.csv
25095,다시 가자,,./data\여행에 미치다.csv
27567,셋다 귀욤,,./data\유머 짤.csv
22498,태안 좋다,,./data\여행에 미치다.csv
27468,댑악 스윗,,./data\유머 짤.csv
20380,여자 기구,,./data\에브리타임_댓글_1113.csv
22493,지렷어 ㅠ,,./data\여행에 미치다.csv
27574,수호 쏘큣,,./data\유머 짤.csv
27212,니 아니가,,./data\유머 짤.csv
24081,11월 ㄱ,,./data\여행에 미치다.csv
24923,또 가고파,,./data\여행에 미치다.csv
25102,미 쳤 다,,./data\여행에 미치다.csv
17671,광이 행님,,./data\박성광.csv
19649,꼭 오세요,,./data\에브리타임_댓글_1113.csv
17979,라방 라방,,./data\배다해.csv
25325,내 스위스,,./data\여행에 미치다.csv
25234,ㅠ ㅠ ㅠ,,./data\여행에 미치다.csv
20406,하면 안돼,,./data\에브리타임_댓글_1113.csv
19420,66kg임,,./data\에브리타임_댓글_1113.csv
23065,위드 제주,,./data\여행에 미치다.csv
23063,돈내코 픽,,./data\여행에 미치다.csv
27205,찾았다 2,,./data\유머 짤.csv
22478,작년 작년,,./data\여행에 미치다.csv
19933,와 많구나,,./data\에브리타임_댓글_1113.csv
26269,야아 ㅜㅜ,,./data\유머 짤.csv
22924,나랑 가자,,./data\여행에 미치다.csv
24500,야 이거다,,./data\여행에 미치다.csv
27747,아 어떠케,,./data\유머 짤.csv
18722,내모리 ㅋ,,./data\스윙스.csv
21678,어ㅏ 뭐야,,./data\여행에 미치다.csv
26441,하 귀여우,,./data\유머 짤.csv
23762,함 가야지,,./data\여행에 미치다.csv
20911,진짜 실망,,./data\여행에 미치다.csv
24621,뉴욕 갈래,,./data\여행에 미치다.csv
24422,진짜 이럼,,./data\여행에 미치다.csv
15984,너무 달달,,./data\문재인.csv
18712,뻘컵 머리,,./data\스윙스.csv
18932,형 저두요,,./data\스윙스.csv
22005,요래 진짜,,./data\여행에 미치다.csv
22001,이거 봣어,,./data\여행에 미치다.csv
21691,요기다 ㅎ,,./data\여행에 미치다.csv
23691,5번 7번,,./data\여행에 미치다.csv
25607,몽골 대신,,./data\여행에 미치다.csv
20928,이미 언팔,,./data\여행에 미치다.csv
21999,ㄱ나 언니,,./data\여행에 미치다.csv
23761,계곡 캠핑,,./data\여행에 미치다.csv
24024,9월생일도,,./data\여행에 미치다.csv
26439,나 죽어따,,./data\유머 짤.csv
25454,와우 고고,,./data\여행에 미치다.csv
27022,나랑 가좌,,./data\유머 짤.csv
27733,너의 그분,,./data\유머 짤.csv
22108,진짜 이래,,./data\여행에 미치다.csv
23928,발리 ㅠㅠ,,./data\여행에 미치다.csv
25500,꼭 가볼것,,./data\여행에 미치다.csv
21644,싱가폴 ㅜ,,./data\여행에 미치다.csv
27043,태연 역시,,./data\유머 짤.csv
26726,인생2회차,,./data\유머 짤.csv
18911,뭐 ㅡ하냐,,./data\스윙스.csv
26602,닮아써 너,,./data\유머 짤.csv
23906,모곡 계곡,,./data\여행에 미치다.csv
21334,글을 내려,,./data\여행에 미치다.csv
23653,1번 쩐다,,./data\여행에 미치다.csv
25512,여기 가자,,./data\여행에 미치다.csv
22061,요 시애틀,,./data\여행에 미치다.csv
18471,형 꼭살께,,./data\스윙스.csv
25621,담엔 여기,,./data\여행에 미치다.csv
25451,면허 제발,,./data\여행에 미치다.csv
19019,뭔 소리양,,./data\에브리타임_댓글_1113.csv
26966,졸라 소름,,./data\유머 짤.csv
25567,이쁘다 ㅠ,,./data\여행에 미치다.csv
22071,헐 여기요,,./data\여행에 미치다.csv
19009,우승 ㅊㅊ,,./data\에브리타임_댓글_1113.csv
23846,2번 봐바,,./data\여행에 미치다.csv
25578,나중에 ㄱ,,./data\여행에 미치다.csv
24445,진짜 가자,,./data\여행에 미치다.csv
21718,싱 언제가,,./data\여행에 미치다.csv
23723,내년 메모,,./data\여행에 미치다.csv
19074,오아 안녕,,./data\에브리타임_댓글_1113.csv
24447,데려가 ㄱ,,./data\여행에 미치다.csv
24249,갈래 ㅎㅎ,,./data\여행에 미치다.csv
18539,우리형 ㅎ,,./data\스윙스.csv
24464,잘 봐두쟈,,./data\여행에 미치다.csv
26982,너네 언니,,./data\유머 짤.csv
18904,안전화 갱,,./data\스윙스.csv
21722,응 재기해,,./data\여행에 미치다.csv
23734,와 개쩐다,,./data\여행에 미치다.csv
18544,짱 멋져요,,./data\스윙스.csv
24450,야 돈무아,,./data\여행에 미치다.csv
21732,와 멋있다,,./data\여행에 미치다.csv
24557,랜선신행2,,./data\여행에 미치다.csv
23996,여기 가라,,./data\여행에 미치다.csv
26981,눈물 쥬륵,,./data\유머 짤.csv
26974,태연 조하,,./data\유머 짤.csv
26872,끝까지 봐,,./data\유머 짤.csv
26989,눈물 좔좔,,./data\유머 짤.csv
18696,너 아니냐,,./data\스윙스.csv
18670,야 수윙스,,./data\스윙스.csv
25495,경남 멀다,,./data\여행에 미치다.csv
21304,댓글 보셈,,./data\여행에 미치다.csv
18705,이거 해바,,./data\스윙스.csv
27756,심장 아포,,./data\유머 짤.csv
18923,돈까 내꺼,,./data\스윙스.csv
23888,돈내코 ㅠ,,./data\여행에 미치다.csv
25478,와 미쳤다,,./data\여행에 미치다.csv
27785,말도 안돼,,./data\유머 짤.csv
26469,존귀 ㅠㅠ,,./data\유머 짤.csv
24607,오면 해다,,./data\여행에 미치다.csv
26521,헐 나자나,,./data\유머 짤.csv
26867,아 귀요오,,./data\유머 짤.csv
25482,너무 예뻐,,./data\여행에 미치다.csv
23708,쯔언당 ㅠ,,./data\여행에 미치다.csv
23710,여기 저장,,./data\여행에 미치다.csv
21703,오메 그새,,./data\여행에 미치다.csv
21988,크 이거지,,./data\여행에 미치다.csv
23883,우와 멈미,,./data\여행에 미치다.csv
23880,게곡 매렵,,./data\여행에 미치다.csv
18519,개 멋있다,,./data\스윙스.csv
25480,오빠 여기,,./data\여행에 미치다.csv
26401,이거 아랑,,./data\유머 짤.csv
18942,형 울지마,,./data\스윙스.csv
26821,ㅋㅋ ㅋㅋ,,./data\유머 짤.csv
24711,뉴욕 가곱,,./data\여행에 미치다.csv
24531,뇩 가즈아,,./data\여행에 미치다.csv
23813,제주 와우,,./data\여행에 미치다.csv
23807,골라 혜동,,./data\여행에 미치다.csv
23805,하나 골라,,./data\여행에 미치다.csv
24533,나랑 가줘,,./data\여행에 미치다.csv
24484,누욝 ㅠㅠ,,./data\여행에 미치다.csv
18990,혹시 글커,,./data\에브리타임_댓글_1113.csv
24539,너랑 할고,,./data\여행에 미치다.csv
23604,여기 가자,,./data\여행에 미치다.csv
24218,2월에 ㄱ,,./data\여행에 미치다.csv
25627,ㅠ 님아ㅏ,,./data\여행에 미치다.csv
18616,존나 좋아,,./data\스윙스.csv
21136,쩝 잘가요,,./data\여행에 미치다.csv
26367,하나 사조,,./data\유머 짤.csv
27076,와 지린다,,./data\유머 짤.csv
19172,쪽지 막아,,./data\에브리타임_댓글_1113.csv
27079,개쩔엉 ㅜ,,./data\유머 짤.csv
21639,못 가겄지,,./data\여행에 미치다.csv
22208,허얼 여기,,./data\여행에 미치다.csv
23572,삼척 좋다,,./data\여행에 미치다.csv
26944,태연 체고,,./data\유머 짤.csv
22204,일단 후보,,./data\여행에 미치다.csv
24014,10월 고,,./data\여행에 미치다.csv
24526,뉴욕 제발,,./data\여행에 미치다.csv
25414,또 갈까요,,./data\여행에 미치다.csv
22224,태안 멀죠,,./data\여행에 미치다.csv
23786,내년 여름,,./data\여행에 미치다.csv
17102,악플 무시,,./data\박성광.csv
27699,잘 알아둬,,./data\유머 짤.csv
21816,완전 공감,,./data\여행에 미치다.csv
21567,오 개신기,,./data\여행에 미치다.csv
24722,가규싶 ㅋ,,./data\여행에 미치다.csv
27087,와 개쩐다,,./data\유머 짤.csv
27099,우리 언니,,./data\유머 짤.csv
26341,사줘 사줘,,./data\유머 짤.csv
25436,너무 멋진,,./data\여행에 미치다.csv
23803,또 가야지,,./data\여행에 미치다.csv
27720,크 취한다,,./data\유머 짤.csv
22133,미국 가자,,./data\여행에 미치다.csv
25560,갈래 여기,,./data\여행에 미치다.csv
24301,오빠랑 가,,./data\여행에 미치다.csv
21522,오엠징 ㅜ,,./data\여행에 미치다.csv
26317,귀여워 ㅠ,,./data\유머 짤.csv
