,댓글,악플여부,출처
45188,선 넘노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56023,익명 헛,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53342,999베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57330,익명 ㅄ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56231,첨에1랩,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45612,다 오염,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57779,네 다받,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44717,네 다홍,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47418,컨셉 밴,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55382,아니 뭔,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56245,익명 헐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52948,부들x2,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52651,익명 승,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47237,빨리 ㄱ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55970,익명 왜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56393,캬 통쾌,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55903,잊 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49930,난 찬성,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51002,저건 좀,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56426,익명 ㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49846,나 가능,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51160,오 2베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44242,글 내려,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43589,333베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59615,난 니가,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48182,와 이건,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57596,머 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51006,왜 욕함,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45703,머 ㅅㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51903,니 애미,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58107,와 진짜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54408,익명 옙,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46336,이건 좀,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54653,닉 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48228,아 뭔데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56754,아 노짱,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47352,ㄹㅇ ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54170,막플 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48740,얜 누군데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54175,ㅁㅍ ㅅㄱ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48160,개씹 창렬,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58089,뭐가 발림,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43974,감동 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48677,토했어 ㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57134,웃흥 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55109,흠 좋구만,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48129,당일에 ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57126,익명 꺄악,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57125,익명 안돼,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57123,노뎅 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58260,어후 시팔,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51966,이런 빠킹,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51971,헐 진짜야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45326,우째 아노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56226,다 남자야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58258,현자 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58956,ㅇㅇ 맞다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45465,막줄 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56391,키아 일침,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48332,하ㅓ 씨발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53135,익명 ㅡㅡ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48226,즐이 뭐야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54074,양이 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49284,맞말 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56116,진짜 뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58397,필력 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46018,파바는 왜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47082,응 안망해,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51269,고향은 왜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56128,존나 웃경,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58153,왜 실격됨,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51906,자살 좀ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56144,포니 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47134,nc 모름,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45669,100ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45518,에이 씨팔,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48220,꺼져라 ㅗ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53000,익명 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48229,진짜 뭐야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55486,현태야 ㅠ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57183,귀엽 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44557,껄껄 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51643,역시 보쥐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47213,아 찡하노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49154,정성 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44315,조작 맞네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54161,왜 이러셔,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54164,닉값 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54227,이분 채소,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50519,맥라렌 팜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54168,ㅍㅌ ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47422,짤 조때네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44285,환생 몰라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58702,맞네 맞어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44683,분탕 요시,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56657,소방 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51204,작품 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58703,구멍 동서,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59091,응 ㄴㅇㅁ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44130,쟤 빤스런,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45757,겁이 많네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56789,캬 부럽노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56972,왜 저러냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48242,오유 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52465,익명 짜면,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51195,공감 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58712,민듀야 하,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48797,오 스고이,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44227,너도 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52443,어휴 씨발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52437,국민 수준,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58310,정보 일베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48666,정보 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56363,아 얘였어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56381,극딜 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48276,하 씨이발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56807,서 무현아,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56812,노짱 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47808,들은 얘기,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54424,노래 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52295,팩폭 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48254,오유가 또,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51772,아 고맙당,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59090,ㅇㅇ ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48670,옳지 옳지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52538,익명 ㄹㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44654,노인 맞네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57969,익명 음모,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56429,아님 말고,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51723,니첸 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54559,좋네 ㄱㅅ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48087,와 진짜냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44804,땡큐 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52645,일베 망함,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52642,또 올리냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47482,고퀄 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52636,이게 뭔데,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56639,소방 2베,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48070,칭크 짜요,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58343,설득 당함,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52705,익명 그래,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44060,니가 홍어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52624,피식 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54808,꼭 살아라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45473,평당 1억,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52619,예상 ㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56694,매기 닮음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59248,ㅇㅇ 맞다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58223,존나 길어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55321,섰다 ㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51221,감성 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48673,빤스 내려,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52579,익명 닉값,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48305,배운 사람,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51761,중국인 줄,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49002,훠 시발거,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55152,회색이 왜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43964,요약 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51873,나 잡혀감,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57756,각도 좋고,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50295,44444,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53689,내시 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55979,똥송 하오,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49638,거울 봐라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46699,어휴 진짜,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46701,이기 뭐고,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44506,ㅎㅇ 좆좃,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56051,당연1이지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54989,2007년,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53949,짤베 ㅇㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45034,와 무골반,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43621,함흥 출신,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56589,친자 맞노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48439,말 잘한다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57672,좌표 없음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57299,주소 ㅇㅁ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54012,익명 슨탑,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53603,아재 서요,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53231,어느 신문,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45022,나도 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55044,홍홍홍 ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57554,익명 협찬,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53684,내시 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51505,라면 좋아,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53983,익명 씨바,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45024,ㄹㅇ 훈훈,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49418,ㄹㅇ ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48546,말도 안돼,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55045,통통통 ㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46442,에효 시발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58575,그게 뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45139,K 투표냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55741,앙망 무난,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56094,원본 뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43682,뭔 개소리,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50317,순산 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58862,워렌 버핏,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48518,일동 묵념,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53631,보혐 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44948,잉 어디서,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45017,좋네 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53751,응디 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57371,코트 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43647,진짜노 헐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49436,오름 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59646,어딜 가노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49456,연 2프로,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53901,슴가 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53523,ㅠㅠ ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48636,삼고빔 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50880,존나 역겹다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56400,김 현 정말,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44701,분탕 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56837,형은 죽었어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45643,배알 꼴리노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47794,합리주의 지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45784,고사포 처형,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44206,하긴 그러네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56823,현태 머하노,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52311,아 그랬구나,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
43654,너무 넣었나,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55190,키아 갓종신,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45646,죽창 마렵다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55188,갓종신 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51811,다 가짜뉴스,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56836,노운몽 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46446,애들이 불쌍,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45014,말숙이 이뽀,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54381,힝 ㅠ너미어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52287,어우 씹ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45420,와 ㅆㅅㅌㅊ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56530,익명 지하철,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49745,무소속 아님,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59152,스모네 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46965,와 말잘한다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56376,이 분 정말,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48456,박피가 뭐냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53880,익명 ㄴㄷㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55650,울면 노사모,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58709,가가 가가가,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53559,에휴 부럽다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59183,노고무 촌놈,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52488,저건 탕볶밥,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59193,사기의 민족,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52490,왜 웃긴거냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53874,봊말투 극혐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51792,미사일 투하,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
57482,네 다 빈민,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59199,럭키 스베누,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55243,원세대 ㅇㅇ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51470,96살 시발,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55887,행게이 출동,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56647,수냐 암이냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56983,유가족 맞음,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45842,조까 습새야,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56577,74했습니꽈,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50874,ㅇㅇ ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48512,오나미 ㅜㅜ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56343,그러네 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55668,익명 어머니,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52389,ㅇㅈ 따봉ㅅ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
45634,37만8천원,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55869,익명 ㄴㄷㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
47745,이게 팩트지,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
44164,제발 그래라,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56886,노짱 가지맛,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52398,쿠파 미만잡,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55225,익명 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48508,마음이 아파,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
46487,불쌍해 ㅋㅋ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56912,윾룡인 ㄷㄷ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58722,존나 부럽누,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54334,엔두 커여어,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
56929,노잼 ㅁㅈㅎ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59179,ㄴㄱㅁ ㅊㄴ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
53586,따님 나이가,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59590,여자를 믿냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
48281,어이가 읎네,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
58293,꼴잘알 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
52215,좃선족 꺼져,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
50956,한국도 저래,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
49883,저게 나라다,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55729,으으으 가대,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55117,좌파 아니냐,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54991,익명 뭣땀시,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
51178,정성은 ㅇㅂ,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
55134,아내가 군산,,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
