,댓글
76,@leesngjun 맛있겠당
77,"@p1um_.rk ㄹㅇ,,"
78,@bb_sys2 구울
79,@lof1h
80,@ghdi4544 @seongdeog8848 너네가 조아하는데 아니누?
81,"@xxoxxo999 단대오거리 본점은 아니겠지,,? ㅠㅠㅠㅠㅠㅠ 인생잠봉"
82,@jejem4ru 언니... 다음엔 여기...🙊
83,@bum__blebee 헐 이 형 분당와또
84,@seungmi_47 여기 우리동네야 10년 넘게가는데 새탈해서 먹으면 기절함
85,@jooonie_ 쭌아 최자오빠 굴짬뽕먹었댕
86,@zzyone_ 최자 야탑옴..
87,@joontaejeong 모야 이거 우리동네야 내가 말한 짬뽕맛집 뿅의전설.....
88,@kfc71334 가자가자 안간지 너무 오래됨
89,@happ___yj 형님 야탑 다녀가셨다..
90,@bamboostickayyo 잠싀만여........... 이제 우리의 계절이오고있어 알지 ? 🦪
91,@si_ghost 미쳤다리
92,@so2_1004 야 이비가자나 이거
93,@moonkh87 최자횽 뿅전 가셨네
94,짬ㅡ뽕의 뽕이 찬다
95,굴♥️
96,🤤
97,굴 먹고싶다
98,🤤이밤에 침흐릅니다
99,형
100,오빤 생굴 아님 구운 굴?
101,👍👍👍
102,헐 우리집앞...🤦🏻‍♀️
103,우와..🤭
104,와.......
105,😍😍😍
106,방이동두 있는뎅❤️
107,오 뿅의전설ㅋㅋ본점은 성남입니다!!!
108,난 생굴이 좋드라.........요....
109,통영가서 굴 거하게 먹고싶네요
110,헐 나도 갓는데
111,와!!!
112,여기가 최자로드 시즌4 첫화인가요?
113,굴짬뽕의 계절에는 굴짬뽕을 먹는게 맞다고 봐
114,와... 나빴다 진짜... 이런 사진을...
115,"형-! 여긴 지점마다 다른데, 복정,야탑은 나름 경쟁력있다고 봐"
116,형님. 대방어 존버중인데 대방어 한번 가주세염. 😋
117,"여기 정말 찐맛집이니??
먹어보긴 했는데..!"
118,뿅의전설 본점 성남에있는데 맛납니다 24시간영업 흐흐흐
119,지금이 굴이 진리라고봐
120,ㅜㅡㅜ
121,❤️
122,야탑이예요?
123,뿅전은 단대오거리가 👍🏼👍🏼
124,어 여기가 어듸드라
125,그것이 사랑이다
126,헐.... 우리동네에
127,굴짬뽕...이시간에 이런사진을..^^😂
128,wut dat
129,최자님 저도 같은 곳에서 밥 먹었어요. 대각선에서 ㅎㅎ 싸인 받으러 뛰어갔다가 가셔서 ㅠㅠ 보자마자 너무 떨려서 밥을 제대로 못 먹었어요..ㅎㅎ😅
130,뿅의전설은 찍먹!!!!!!!!!! 칠리새우!!!!!!! 뿅의전설 본점으로 와주세여
131,뿅의전설 탕수육 먹고싶다
132,최자형 오늘 현대모비스 콘서트 너무 재밌었습니다 ~~~
133,와 🤤
134,형님 뿅젼가시면 크림새우에 연태고량주 드셔야 린정입니다👍 물론 굴짬뽕도 ㅇㅈ
135,저희 동네 오셨네요.. 까비 ㅠㅠ
136,@kimhoppang 간만에 뿅전땡기구료
137,이 음식이 정말 좋아요😍
138,뿅은 야탑이 전설
139,위장이 공격 당했습니다....
140,와 미쳤다
141,Yummy ..
142,"저희 동네에 본점이있는데, 짬뽕도 짬뽕이지만 탕수육도 꽤나 잘 튀겨내죠."
143,뿅의 전설 초창기 성남단대오거리 맛은 잊을수없어요~ 그뗜 오후부터 새벽장사만 하셨지요~ 그래도 여전히 뽕의전설 굴짬뽕은 좋아앙😊
144,@yshpye 나 여기갈래
145,@f_nescafe 뿅의전설은 탕슉이지
146,@gimgiyoun1 뽕의전설 각...? 신행 끝나고 술에 쩔은 속을 달래주러...?
147,@js___k___ 최자님이 여길 알아버렷...사람 더 많아지겠답....🙄🤪
148,저 튼실한 굴들을 보니 아주 군침이 싹 도는군요
149,@diiiwhat 옿 여긴..
150,@jikayoung_
151,어릴때 많이 갔었는데 맛 너무 변했어요
152,@haenyeo_gogi
153,@__ji_hoon_kim
154,@yj_xxswc
155,@h.gdong ㅋㅋㅋㅋㅋㅋ뿅의전설!!
156,@y0u_j 하 존맛인디ㅜㅠ
157,뽕의전설본점 맛있다고 갔었는데 완전 실망
158,@chicken.ba
159,서울 차돌박이짬뽕 맛집 추천 좀 해주세요 형님
160,@dmgm625 와 세상 우리가 가는 짬뽕집을 가셨다니ㅠㅠ 조만간 가서 굴짬뽕먹는다ㅜㅜ
161,ㄱ44
162,@dan__b_2 굴짬뽕 좋아해요? 굴? ❤️
163,🙏🙏👍
164,@hye0n_jjj 뽕의전설..
165,@han_ssangg ;;; 우리 갓을 때 왜 없었노
166,금광점이 본점이라 더 맛있어요!! 회사앞인데 제가 한그릇 탕수육도🤤ㅎㅎㅎㅎㅎ
167,굴..... 따흑🤣
168,연희동 진보 굴짬뽕 맛있어요 🤦🏻‍♀️🍜🧡🧡
169,@_nay00n_ 뿅뿅뿅
170,@joohye.l 모야 이곳이였단말인가
171,@ikseatna !
172,흐미.... 맛있겠다.. 그래서 사주실거죠?
173,굴짬뽕은 하얀색😢
174,@jin.vely1004 맛잇긋다 ㅠ
175,@spaceismyspace 굴쬠뽕
176,@chicoritabf 성재야... 이거다
177,@sssen0
178,와....굴..
179,@park_chan_94 뿅 인기많네 🤣 점바점인가바
180,@jinn__1223 헐 최자 야탑 .......
181,👏
182,@serimi.zip 그치 ㅋㅋㅋㅋ👍🏻👍🏻
183,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃겨웃겨~^^
184,1빠 최자짱🙏
185,꽤 멘트가 돼담해졌네~~❤️
186,출연이꿈...
187,따라가고싶은 돼동여지도 ㅋㅋㅋ👍🏻
188,배신자!!!!!!!!
189,가만히 따라오면 돼동여지도가 완성되어 있을 거라고 봐.
190,드디어
191,그래서 언제 오신다구요? 😁😁😁😁😁
192,시즌4 맞다고 봐요😍
193,이형도 연기는 진짜힘들다고봐👀
194,기대된다고봐💛
195,최자로드 기다린 보람이 있다고 봐 🐷🐷
196,송강 안올라가나요??
197,ㅋㅋㅋ벤츼가 이렇게 잘 어울릴수가 👍👍👍
198,멋있어요 ㅎㅎ 🔥🔥
199,@joooooooongim 너무 설렌다고 봐
200,@dlsedrma 최자벤츠다
201,@ks_mile
202,@yodeleyh 최자오빠 멋잇다고봐 같이 맛집다녀야한다고생각한다고봐 나뭐래니
203,@young_min.00 다시 준비해야한다고 봐
204,@zi__once_ 하 어뜩해
205,@songe_one 이거 나만 웃기낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
206,@_lucy_yoga 진짜 최고야 이형은....
207,@jinfizzzzz go
208,@jinii__lee 이거 보고 여행 ㄱ??
209,@sehyeon__kim 다음생이 있다면 최자로 태어나야된다고 봐...
210,@sheepjun__ 최자로드이어 양감로드가쟝
211,@springapril1st 아 잘생겼어
212,@gorae333 돼동여지도
213,해외진출까지 해야된다고봐!! 😍
214,자동차광고인줄 알았어요👏웰컴벡!
215,우리 창욱이형님 꼭 데려가십쇼..기원중
216,ㅋㅋㅋㅋㅋㅋㅋ말투 귀엽다고 봐🐷
217,돌아 온 미각의 대동여지도🔥🔥🔥🔥
218,쇼미 나올 때마다 최자로드 쉰 거 너무 티난다고 봐😝
219,이제차광고까짘ㅋㅋㅋㅋ와우 고우고우~~♥♥
220,벌써부터 기대된다고 봐😍
221,진짜 잘먹고 다니는건 이오빠가 찐이라고 봐~
222,맛있는 음식먹고 몸이 울 준비 되었다고봐.
223,재호형 저도 같이 밥먹고 싶어요🤤
224,보라색 가디건 왜케 잘 어울리냐구요 정말 전 콩닥콩닥 맘추스리고 있다고 봐요
225,준비됐습니다! 🐷
226,기다리다 목이 빠져버렸다고 봐
227,너무 오래기다렸다고 봐 😢🐷🐽
228,시즌4도 너무 기대된다고 봐!!💙
229,"무려 벤츠 광고는 사기라고 봐,,,"
230,기대를 채워주리라고 봐. 형 맛집 기대할게.
231,"형 벌써부터 설렌다고 봐,"
232,Glad you were able to enjoy some time off💜
233,기다린만큼 최자로드4는 더 좋을꺼라고봐😍
234,@jiho_junho 나랑 같이 보자고..
235,빨리 와서 먹어주는게 팬들을 위한 길이라고 봐🤣
236,이건 봐야한다고 봐
237,@j__hjjjjj 이분따라다니자
238,@9ookie 하 사랑해
239,@rlantjd 와따다 와따
240,♥️♥️♥️♥️♥️♥️♥️
241,최자로드는 인정이다라고 봐
242,@kimsoonhyungg 따라갈까
243,@kkhs9197 ㅋㅋㅋ
244,@jireh1002 기어바바 맞지
245,ㅠㅠ 형 드디어 심근이 바운스바운스 한다고 봐
246,"시즌푸ㅓ ~,~~~"
247,@mu_mmo @jaesskii @jihong3881
248,@y.yeonju 뭔가 찐맛집 알려줄거같은느낌이야...ㅋㅋㅋㅋㅋㅋ
249,돼동여지도 ㅋㅋㅋㅋㅋㅋ 아 팔로우합니다....
250,@_mukjjang_ @ggoye_yo 가자 돼지들아!!! 컹커엌ㅇ컹
251,여기 돼지 한마리 추가여😭😭😭 #여돼추 🙋🐷
252,기다리다가 목빠져서 목빠진돼지가 될뻔했다고 봐 🐷🐽
253,아몰랑 난 이미 볼 준비 먹을 준비 다 된 돼지라고 봐
254,돼지천재...
255,"돼장님,돼지들은 다 준비 되었다고 봐❤️"
256,따라갈 돼지 준비완료 돼지대장 신속히 촬영 요망 🔥🔥🔥
257,형 알잖아 돼지는 폼안나... 스윙스형처럼 살 뺄생각은 없는거야??
258,가즈아 돼지들아 컹컹🐷🐷
259,성공한 돼지.. 부럽다🤧
260,"ㅋㅋ 돼지 단어 이미지가 이렇게 좋아질
수가"
261,어떻게 출근까지 사랑하겠어 월급을 사랑한거지...
262,바람직하고 싶다..
263,크으...
264,늦게 배운 담밴 빨리 끓고 술줄이고 운동은 더 하는건 개코형 만 하는거야?
265,Gimme
266,어릴때 부모님 손잡고 자주가던 집이네요🙏🙏
267,맛나겟어용🤙
268,❤️!
269,아자잣 파이팅^_^💪
270,여기 할머니가 밥 고봉으로 퍼주심 ❤️
271,아~여기 아침 맛집인데😍😍할머니가 구들에 앉아서 고기 찢고 계시는 모습 보면서 곰탕 먹으면 밥이 아니라 보약을 먹는다는 생각이 들어요^^
272,자형 최자로드 기대하구있다구🤟
273,ㅋㅋㅋ쇼미 끝나고 고고하시죠ㅎㅎ
274,😮
275,와 😋
276,Yummmmmm 😍
277,I don’t know what that tastes like. I’m in America. But it looks yummy💜
278,도가니 수육 🔥
279,@jinjuuuleeee_0309 @_yeahjuice 후미
280,@yesol_chu_ 스지슉 먹곱당...
281,@evan0825y 오빠 여깅
282,@rrrra_ri 여기 가보자
283,@lub_mean 도가니수육 크아아아
284,@hihyerr 이제 못 갈 수도 있어ㅎ
285,@dounique_ 꿀잼예상인데 저 도가니;;
286,@_dearanna__
287,@younghwan.kim.75436 🙋‍♀️
288,@reallikehobin 최자로드 또 찍어주세요!!!
289,...어우 @2hj_ox
290,@truelovec1ub 국밥은 그냥 오빠 따라다니자.. 뜨끈~의정석
291,@mimoae_love @jjjyoung_22 아 이거바바 넘나 땡기노 ㅠㅜ
292,@a_doo_s2 난몰라 이걸 봐버렸어ㅠ
293,따끈한 국물 좋져~ 오늘 바람이 불어 그런지 춥네요 따듯하게 입으세요 감기조심하시구요❤️
294,@chan_won_lee
295,주말 낮엔 맛난 식사와 반주👍👍
296,@tjmewellspent
297,@jinhyungahh
298,이 사진을 페노메코가 좋아합니다
299,@87.8.2 하.. 식 끝나면 도가니수육 먹짜
300,아 졸귀탱 ㅠㅠㅠ😭😭😭❤️❤️주인닮았구나...
301,와..인형이죠???
302,오귀여우엉👏🏻👏🏻
303,😍♥️👍🏼
304,넘넘 러블리해요♡
305,우와 털보야...❤️
306,"다음 생엔 털보 예약,,,,넘귀엽다ㅜㅠ"
307,that pup smile tho❤️
308,🤍🤍
309,졸귀네
310,털보야 진짜 넘 귀엽다😭😭❤️
311,털보ㅠㅠ 진짜 볼수록 이름 찰떡인ㅋㅋ 털보는 좋겠다😍😍
312,adorableeeee 🙌
313,ㅎ ㅏ 너무 귀여워요..... 🔥
314,❤️털보오❤️
315,❤️🔥🔥❤️
316,어머 귀여워랑 안녕 털보야~^^
317,아가멍멍 귀엽다
318,오늘 오토바이 타고 퇴근하다가 산책하는거 봤어요~~~ 가리고 계셔도 단번에 알아봤음요 강아지도 졸귀
319,웡웡
320,@kimainseoul
321,그래서ㅡ저 언제가면돼요형😶
322,가고싶다이미...
323,형 몰래 전 가봤어요 ㅋㅋㅋㅋ
324,숙박 가능?
325,저도 가고 싶어요 ㅠㅠㅠ
326,오빠너무좋아😍😍😍
327,스튜디오를 가장한 신혼집 축하드립니다❤️ 집들이 ..want..❤️
328,🔥🔥🔥🔥
329,언제 갈까요 형님?
330,대관은 어떻게 어디에 문의해야해용???
331,사랑합니다 남산 팬트리❤️
332,오 대관 기대되요!!!!
333,1빠🙏🙏
334,💛
335,오아우 😂
336,키키 오져따리 🖤
337,🙌
338,대관 방법도 알려주세요 😝
339,오 대박 대관 너무 하고 싶네요
340,대관 문의는? 어떻게 하나요?
341,대박 굿굿👍👍
342,대관은 어케 알아보면 되여??요리하고 먹고 마시고 싶은 사람들이 있어엉🙏🏻
343,놀러가고 싶어요😃😃😃
344,헉 대관도 된다니!!! 꼭 가보고 싶습니다!!!
345,@khisnotyoung
346,@ryu_jin3 형이 좋아할만한 곳
347,@mtl.odt @jooswim
348,@jeonssomi @omixoxx 준비
349,@doobee_is_free 가보고싶다
350,@52.11 @9_yoo_9 대관도전해볼까 우리이
351,@baby_suelbi 요리해줄게요. 여기사 마시자.
352,초대해주세욥🐇🐇
353,자형의 요리 실력이 궁금하다
354,아니 제발 초대좀 제발🙌
355,와.... 가고싶다..
356,오 대관두요? 저 1순위 손들어봅니다!
357,넘 가고 싶어요ㅠㅠㅠㅠㅠㅠㅠㅠ
358,준비하고 있겠습니다😍
359,😮🍾
360,대박 딱 이런걸 원했어요 직접 해먹고 마시기 좋은 공간!!
361,아이디어 넘좋네요 놀러가고싶어요^^
362,일반인들도 초대해주심 안될까요?😭
363,@ceeq1000 이미 내맘 남산이여~
364,😍두분의 케미 기대할께요 맛있는 음식 만들고 먹으면서 행복해할 오빠 모습 보믄 저도 덩달아 행복해질거 같아요
365,@mnjukeem
366,@hyedonism ㅋㅋㅋ
367,@aiden_u
368,@uk.lc 머하냐 창욱아
369,@phs_0328 정창욱씨ㅎㅎ
370,"Hi, @choiza11 . I'm Raheel. I am a fan of Dynamic duo. Can you check out my instagram. Please like my posts. I will be so thankful for this. @baigraheel96_"
371,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
372,행님 싱잉 좋은뒈?!ㅋㅋㅋ
373,오빠들.. 담에 콘서트 할 때 파트 바꿔서 불러주세옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
374,짱짱맨🔥🔥
375,Stole each others parts 😆
376,👍
377,❤️ 오빠 체고 ❤️
378,오빠살흥훼🤦🏻‍♀️
379,👏👏
380,💗
381,오늘도 들었는데♡
382,@sook2good 우리오빠들 너모 귀엽다 그치
383,@bin._.bro
384,@hyvaa_91 🤣더블디와 함께하는 특별한밤~
385,@lee_areum04 다듀죠아❤️
386,@kk.jaemin 좋다
387,@soogeeee 이형 노래 잘한다..
388,@91_dae 조오~타☺️
389,@zoom_mo 오 대박사건ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
390,@_dayeoni_
391,@yenxada 조음 ㅋㅋㅋ
392,@kke731101111 그냥 보여주고 싶더라
393,@uuuuhr_s2 아 섹시해ㅠ
394,@march_ssu 오빠들봐
395,@febtmt 핵귀 ㅋㅋㅋㅋㅋ
396,@b_o107 🙌🏻🙌🏻
397,으악 @mmiidorii @jiweoni_i
398,@heeppo_gun ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
399,@yeankyoung ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
400,@kims_fam_baby ㅋㅋㅋㅋㅋㅋㅋ꼬였어~
401,다 못듣긴 했는데 아 이게 힙합이지
402,👍🏽최고
403,아 너무 좋아 진짴
404,👍
405,😂😂😂😂😂
406,아 좋아요❤️
407,ㅋㅋㅋㅋ오빠들 최고 세분다 최고 ㅋㅋㅋㅋㅋ👍🏻❤️
408,내가좋아하는노래당
409,아귀야워
410,🤣🤣🖤
411,LOVE THIS!
412,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 오늘 하루를 이영상으로 마무리할줄이야
413,😂💕
414,왜 파트가 정해져 있는지 알겠어요!
415,아 짱좋다ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ👍🏻👍🏻👍🏻👍🏻
416,아 너무좋다
417,아ㅏㅏㅏㅏㅏ너무ㅜ 귀엽잖아
418,첫 좋아요 오예 항상 응원합니당 ❤️
419,아 오빠 넘 조아요💕
420,ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋ😂😂😂😂 파트바꾸는거 괜찮은데요?
421,ㅋㅋㅋㅋ 👍😎👍
422,❤️❤️❤️❤️❤️❤️
423,이느낌도 좋은데ㅋㅋㅋㅋㅋ
424,형님 보컬 매력은 파도에서 이미 느꼈슺니다
425,개코 오빠 바지춤 잡는 디테일ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
426,ㅋㅋㅋㅋㅋ거진 코노아녀요ㅋㅋㅋㅋ
427,🤣🤣🤣🤣🤣🤣🤣🤣♥️♥️♥️
428,ㅋㅋㅋㅋ 🙌
429,ㅋㅋㅋㅋㅋㅋ 다듀 첫 최대 위기냐? ㅋㅋㅋㅋㅋㅋㅋㅋ
430,두분이 바꿔부는 것도 좋아요 다음에도 바꿔서 불러주세요❤️
431,캬캬캬캬캬캬캬ㅑㅋ
432,@djfriz ㅋㅋㅋㅋㅋㅋㅋ 표정 ㅋㅋㅋㅋㅋㅋㅋ
433,ㅋㅋㅋㅋ❤️👍
434,둘다 너무 멋지고 난리 ㅜㅠ
435,엌ㅋㅋ
436,재황이 표정 ㅋㅋㅋㅋㅋㅋㅋ🔥🔥🔥@djfriz
437,@woomeng1 👍
438,곧 빵댕이에 주먹 꽂히겠는데요 ㅋㅋ🤪
439,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 좋다ㅋㅋㅋㅋㅋ
440,@mm.hhjj 다듀콘 또 같이 가줄꺼쥥..????
441,@hyun_kkk
442,"@bbbaaeejjii 마이크가 좋은거야 ? 뭐야 ? 왜좋아 ? 뭐지 ? 멋있어 ,, 잘해,,"
443,@9ookie 너무귀여워 내 이상형😚
444,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅋㅋㅋㅋㅋㅋㅋ
445,@renee.choi
446,@yuuj9 하 너무조아 귀찮지만 다이브앱 받아야되겠나 ㅋㅋ
447,@happ___yj 바꿔도 좋네
448,@gjw8803
449,@hhhhh.jang
450,"Vous chantez trop bien, sortez nous quelque chose les gars"
451,형 노래 하셔도 될거같아요👍
452,섴ㅋㅋㅋㅋㅋㅋㅋㅋ😂
453,ㅋㅋㅋㅋㅋㅋㅋㅋ귀얍다ㅜㅠㅠㅠ
454,지뭨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
455,타앗ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
456,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
457,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
458,ㅋㅋㅋㅋ엉망이넼ㅋㅋㅋ
459,baddddd😛
460,@choihwang_93 오늘은 내가 죽일놈ㅋㅋㅋㅋㅋㅋㅋ
461,둘다죽일놈바라보듯보는 뒤에프리즈ㅋㅋㅋㅋㅋ
462,앜ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ
463,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅌ
464,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
465,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
466,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ👏
467,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ👍
468,@0_uun ㅈㄴㅇㄱㅋㅋㅋㅋ
469,아징쨔 둘다 너무조아🧡
470,장난꾸러기들 ㅋㅋ
471,@hyeok_jun1 아진짜 너무웃겨 ㅠㅠ
472,Classic 😂
473,👏👏👏👏👏
474,좋다
475,@h__h.ui016 너가 랩해 내가 노래부를게
476,@da_gyuuum97 ㅋㅋㅋㅋㅋ코노가자ㅠ
477,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
478,붐붐파워에서도 여전하시더군요 키야 다듀 최고
479,🐕🦜
480,@qkrcksdhks ㅋㅋㅋㅋ서로바꿔서 한거 봐봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무웃곀ㅋㅌ
481,@wejustordinarypeople 크크
482,증말 ㅆㄹㄱ
483,🔥
484,🔥🔥🔥
485,👍👍
486,get well soon. eat well soon.
487,30분전😍
488,🌿🌿🌿🌿🌿
489,🔥🔥🔥🔥
490,위로 아래로 옆으로 다 됐어요😢🥰
491,온 몸과 마음이 위로되었읍니다 ..
492,🔥🔥
493,😄👍
494,허ㅠㅠ❤❤
495,😭❤️
496,겁나좋아요!👍👍
497,가사 넘 좋아요ㅠㅠ
498,😭🙇‍♀️
499,😭😭😭👍👍👍💓💓💓
500,노래 너무 좋아요 형!!!👏👏👏
501,오빠 수고했어요 ❤️
502,👍👍👍👍👍
503,역시 너무 좋아여😭😭😭 뮤비도 겁나 감각적ㅠㅠㅠㅠㅠ❤️❤️❤️잘들을게요
504,❤️❤️
505,커버가 멋져요~
506,음원 나오면 즐겨들어야 겠어요 제작하시느라 항상 수고가 많으세요👍
507,최강형 화이팅!!!!!!👍👍
508,시간아 빨리가서 6시가 되어라
509,🙌
510,im so excited!!!!!
511,😍음원 바로 다운 매일듣는 리스트에 오빠들 노래 한곡더~ 가사두 좋고 목소리는 더 좋고❤️
512,가사 너무 좋다.. 믿고듣는 다듀..
513,Se viene arte señores🔥
514,muito boa a música
515,미쳤다미쳤어 🥺🖤
516,레전드 soon 😍
517,고생했다
518,"와 진짜 멋있어,,,❤️"
519,가을타는 남자 스톼일이라니 🍂💓
520,수고하셨습니다. 🙌
521,뒤만나와도 멋있네😭
522,배우아니냐고요ㅠㅠ
523,😍
524,"요즘날씨에딱좋은노래같당,,♥"
525,와우..♥︎ 젤 멋져용..♥︎
526,😍멋있다요❤️
527,As soon as possible!!! 보고싶다
528,Legend coming'soon' 🙏🔥
529,소리질러!!!!!!!
530,🙏🙏🙏🙏🙏🙏
531,♥
532,i cant wait🔥
533,다이나믹듀오💙
534,😍
535,헐 형님들 ㅠㅠㅠㅠㅠ
536,ㅋㅋ DBY 같은소리하네 주제를알아라 그리고 빠져라 ㅋㅋ
537,맛집 찾아다니면서 염탐하면서 아는척은 으유 ㅂㅅ ㅋㅋㅋㅋ lxxyxxn 계정 주인임 ㅅㅂ 병신 ㅋㅋ으유 ㅋ
538,언제간겨!!!
539,"무슨 맛일까,,"
540,1빠🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
541,근데 진짜 엄청 맛있어 보이네요 😋🐷
542,뼈치킨?
543,나두나두
544,나베가 더 맛남 👍 꼬치도 일품👏👏
545,Hibi hibi ya!
546,😭삿포로식스프카레 😭
547,@im_eun.a 가구싶구
548,@jooxpaper 카레
549,열정도다 !! 삿포로식 스프카레 ㅋㅋ @hangae.ddadda @sorimeeee_
550,@h.cheol_s
551,@zzim1567 온니 그다음은 요기에요 🙊
