,댓글
111,@dnwnd7472 저는 빨리 끝내고 놀고 싶어영ㅋ
112,@01_ji12 들킴
113,@ji0rhee 너 이에스티제이?
114,@lees____y 너 뭐렸지? ㅌㅌㅋㅌㅋㅋㅋ난 빨리 끝내고 놀고싶음 핵공감
115,@han_nooni 전생 뽀로로
116,@9012_s2 나 뭐야?
117,@bubu.999
118,@hyun.9411 꼰대루
119,@merde._.le_monde ㅋㅋㅋㅋㅋ 말빨황제랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 실제로 그럼^^^^
120,@eunhye_092
121,@gil_chiii 나 개썅마이웨이임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
122,"@moonsh8.13 ESFP,,ㅎ"
123,@osj1135 자기는 고집불통이래ㅋㅋㅋ
124,@imitate_kim 님 꼰대 ㅇㅇ
125,@henarul
126,@bbo_ing_22 @diana._.seong @112234ejej
127,@dear._.yeoni ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
128,고.집불통이라. ..
129,힉힉호무리맄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
130,앜ㅋㅋㅋㅋㅋ 난 개썅마이웨이ㅋㅋㅋ
131,@binning_068 나 이러고 다닐래
132,@juhwa.03 ㅛㅂㅋㅋㅋㅅㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ
133,@haley._.kim
134,@un.bro__ym ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
135,@kiimhyejeong
136,@nnahyuun
137,@y.__.lin
138,@yeon_d_u
139,@khyun20
140,천만원 감사합니다
141,포기하고 천만원 받기
142,@sh_mdita @hyeyeongra1129 @y_chaanmiii 난 당근 가능 우리 혜영이는..ㅎㅎ
143,@rp.__.a @_missing.dy 우리톡방 공개 vs 천만원
144,@z_zezej @__yoonkyeongjoo 당연 공개 천만원 아니냐
145,@qqeenun_1314 야 이거 진짜 누가 해주면 안 되나 나 카톡 고독방이랑 택배만 와서 쌉가능인데 ㅜㅜㅜ
146,@0_y.rim
147,@p.yunsoo 천만원이면 할래..
148,@clearjade_0623 존나 고민이다 야
149,@4shyun @_youje0519 너희들은.?
150,@sosohyeong 십만원이어도 바로 공개한다
151,@ihy.z 우리 안받기 해야하는거 아니냐
152,@hni_.00 @im_.cherry_ 탕욘히 천만원
153,@maekyo_94 @the_tongue_swimming_up
154,@ferrari_dongdong_0111_ 근데 이거 누구임
155,@jyeonkimm @xunnuxe @x_uukkk 우린 세상이 뒤집혀질꺼야
156,@trust__a__few 나 어제 모든 사람이랑 한 카톡 다 뭐먹지 이거밖에 없음;; 도른
157,@ho9yun 가능 ?
158,@hxlim_mi 우리 카톡은 ?... 유치해서 비웃을듯
159,@play_chuu 페메 dm까지 다해서 삼천은 안 될까
160,@euuunnn___ @sujeo2 포기하자
161,@l___hj @manjjjiii 포기한다.
162,@korean_yubin 넌 어떤거여 난 공개
163,@seung_binnnn 공개시 카톡방 23명 감옥행
164,@super_18_son 아 지현이는 못하겠다
165,@ye_nakong 카톡공갸하겠습니다 돈주세요
166,@jjh._.830 너는??
167,@o.o_oo.o 내폰주고 천만원이다
168,@hotgirl_ga_eng 가눙?
169,@128wl.sival 우린 안된다
170,@yxurangxl 우리 절대 못한ㅋㅋㅋㅋㅋ
171,@yb_25_ 야 우리 둘 꺼 공개 가능하냐..??
172,@rock____j 반포자이 쌉가능
173,@sieunnnnnnnnni @cherish_2.1 가능
174,@__dana._.a
175,@icanca11it1ove._
176,@through_love___
177,@yenzzi ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큰일나
178,@dkzlxksdl_ 가능할까..?
179,@0.0.0.4.0.8 어때?
180,@sangsul_
181,@she_is_attractive 진심 대환멸일듯 우리ㅔ
182,하루가 아니라 전체공개 가능 @hyun_ji__00
183,@g_soooo__ 너땜에 안돼 십색걍
184,@sun0o0__ 나 다 보여줄수있는뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ어처피 다 업무상 카톡임 🤦🏻‍♀️
185,아 천만원으로 뭐하냐 ㅋㅋㅋ
186,아무것도 안하고 받기
187,@_dogjin_ 너의 카톡이 궁금해
188,쌉가능이지
189,@dhgpfls_ ??? 뭐야 천만 원 빨리 줘요
190,@jamong_scone @ju_g_eun92 @hee_hee_0014 감사합니다
191,@pretty._.317 너는?
192,@min_2210000 가능?
193,@qualy46h 여보는 안되겟당ㅋ 나는 천만원 받아야겟어 ㅋㅋㅋㅋㅋ
194,@sang.guine 니랑한ㅍ카톡내용은 공개못함 천만원 줘도 ;ㅋ 나 좆댐 ㅋ
195,@_qorgpal 포기...
196,@ar._.rmii
197,천만원 받기 쉽네.. 어제온 카톡이없음 ㅋㅋㅋㅋ
198,@i_am__mvely @narae_sss
199,@be_oms 난포기
200,천만원쌉가능
201,@pigdong 촌맘원 꿀꺽
202,기껏해야 광고만 있는데 개꿀이네
203,핑킹ㅋㅋㅋㅋㅋㅋㅋㅋ개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋ
204,@_zzining @hyoney_moon 핑킹치아가뭔가햇다 ㅋㅋㅋㅋㅋㅋㅋ개오랜만이네
205,@hwonxg ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
206,@chuuuu_vin 아 진짜 골때려 ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㅋㄲㅋㅋㄱ
207,@gsssssbin 요거야
208,@lee_dong94 우리동이 핑킹인데ㅠ
209,@it.s.joo_ 핑킹 ㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋㅋㅌㅋㅋㅋㅋ
210,@_on_sae_mi_ro_
211,@93_nam 핑킹ㅋㅋㅋ치아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
212,@ahxxnue 핑킹가윜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
213,@un_sy22
214,@heeeeeeevely__
215,@gaon_uri
216,@jiwoni_0307
217,@tanssyoung 핑킹재석
218,@da_yeon.00 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ단무지 이에 대보는 게 졸귀다
219,@_goorm @o_o2daye 내웃음지뢰
220,@yoongi00 핑킹ㅋㅋㅋㅋㅋㅋㅋ
221,@doolyjung1.9.8.8 @nululalla
222,@c_chilgu ㅋㅋㅋㅋㅋㅋ
223,@bgbgbaby @6om_e 핑킹치아...
224,@onk000402 ㅋㅋㅋㄱㅋㅋㄱㅋㅋㅋㄱㅋㅋㅋㅋ
225,@misook.__._ 이거나 봐라 😌
226,@sm_eyaa
227,12900원짜리 처 먹으면서 드럽게 갑질이네.
228,1290만원 쓰는줄 .....
229,쳐먹지마라
230,옘뱅 해먹어라!!!!
231,<혐> 붙여주세요. 비위 상해요...
232,홍합빼고 면 더주세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 곱배기를 시키든가 두그릇을 시키든가
233,지랄도 풍년이네
234,내가 사장이면 걍 주문 취소한다
235,ㅈㄹ
236,일산 갑질하는 손님 진짜 절라많음
237,시발 가지가지한다;;지가 만들어쳐먹어야지 저정도면
238,아오 썅
239,난 또 일산에 20층짜리 건물 있다는줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 갑질 하지마라 ㅉ
240,진짜 개 진상
241,@navly__ 일산 엄청난 곳이었네..
242,@ilikeyou_honey_s2 어우 저게 다 적어져..?? ㅋㅋㅋ 저건 응 취소 각
243,@x_x_gvely_ 일산 빡세네
244,@dasol903 무서운곳에사네..?
245,@hwibax2 .. 일산 배서연 처리해
246,@yooneraong 먹지 마세요
247,@sukjueun_0218 양심 ㅇㄷ ㅋㅋㅋㅋㅋ 걍 지가 해먹을것이지
248,@jeonbyungchan 미쳐쑴
249,@dkstnfl 혼쭐좀 내줘라
250,@kimdq_ 17년 살았어요 일산에서
251,@seongeun_97 일산...
252,난 또 일산에 20층짜리 건물 있다는줄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 갑질 하지마라 ㅉ
253,진짜 개 진상
254,@mcykm 밑휜
255,@_light_mee @s_bkyoung @zyeoni_i 지능이 홍합만도 못하네
256,넷플릭스나 왓챠도 어차피 비디오 아니야...? 동영상이잖어...😭
257,안봐도 토렌트?!
258,안봐도 드라마
259,"@e_seo.v ㅇㄴ 2000원 비싸졌다 이후로 충격,,"
260,@gu_ring_ ...?? 나 소외감 드네... 요즘 이런 말 쓴대..
261,@bin____eda 여기 사이트 좋네
262,@han_seongsu_ 그러하다 !
263,@hengmae1 아니 ㅠ 언제부터 저렇게 말했지 ?!?!
264,@ooookuu 안봐도 넷플릭스네
265,@minggullll 안봐도 유튜브야~🤭
266,@lovey_davey 세상이 이렇게 변했다 얘...
267,@g_12.0.7 🤭
268,@strong._.heeeeeeung6
269,@wisdom_deresa 내가 깨꾸 사랑하는 거 안 봐도 넷플릭스인거 알지?!❤️
270,@pyyy_y 이거 윤영이지? 안봐도 넥플리스다 증말
271,@gamin926
272,@su__xxz 아하...그렇구낭 저번에 와우이후로 또하나 배웁니다
273,@seongz_z @youdineeeee @kyxung_hxn ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
274,@seoh2_99 ?
275,@leegaaraam ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
276,@jj_mmm_jj 염뵹
277,@r1versky_
278,@boribori_222 안봐도비디오 ㅋ엄마가 자주하던말아니가 🤣🤣
279,@wshbyb 안봐도 유튜브
280,@maximus__ee 안봐도넷플릭스 하자
281,@noey_jeong11 와.... 안봐도 넷플릭스래.....
282,@p._.ggong 허걱
283,@d.yeony_ oppa는 이것만큼 놀랍다
284,@adorable_kermit ㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ아 우린이제 늙었나봐
285,@bmh6476
286,@lee_donggoo 안봐도 왓챠 ㅋ
287,@lovv_suzi
288,옛날이 얼마나 옛날이길래;; 생리대를 생리대라 부르지못하고 ㅋㅋㅋ 네모라니
289,생리대 처음 빌려보나... 생리대라고 말 못하나?? 🤔
290,요즘엔 걍 남자애들 있는없든 생리대있는사람~ 하는데
291,생리대 빌리는것보다 준다는 표현이 더 맞지 않을까...?
292,왜케 불편러들이 많냐.. 웃기당ㅋㅋㅋㅋ이러면서 들어왔는데
293,@_do_ha_do_1 @k.mj_02 전에는 세대차이 나면 마냥 웃기고 재밌었는데 요즘엔 내가 윗사람이 되어가는거 같아서 약간 슬픔
294,@bolle351 @tidyline__ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
295,@haessun__ @orot.es 존낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ은성이같앸ㅋㅋㅋㅋㅋㅋ
296,@junghello_ @bueno.hhh 너네 같앜ㅋㅋㅋㅋㅋㅋㅋㅋ
297,@yjas_12321 @seoeun0814 ㅋㅋㅋㅋㅋ
298,@krystal_______k @__yz.______ @cjm_1101
299,@155.c_j 저장ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
300,@milkteajjj 쌤은 어느쪽이십니까??ㅋㅋㅋ
301,@kiwieh486 아 진짜 뿜었닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
302,@yena_19 .....
303,@namgungjihae_ 아미틴ㅅㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ저 저장 옆에 남자 짤이 더 웃ㅅ기네쿜ㅅㅋㅅㅎ코커쿸
304,@bboaor 아 시방..ㅋ..저장 요지랄 ㅠ
305,@ssss_1o
306,@yy._.sunny 저장이래옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
307,@n_a.hhh 개웃기네
308,@y_____________r ㅋㅋㅋㅋ미치겠다
309,@isonghyi3530 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴ
310,@__o_oa__ ㅈㄴ웃감
311,@yuun_0309 진지하게 보다가 웃겼다
312,@puuuuuureon 우앙
313,@dbs.28
314,@yerimi__ee 얔ㅌㅋㅋㅋㅋㅋ 이앀ㅋㅋㅋㅋㅋ 이거 뭐냨ㅋㅋㅋㅋ
315,@j.eun_01 ㅋㄱㅋㄱㅋㅅㅋㅅㄱㅋㅅㅋㅅㅋㄱㅋㄱㅋㅅㅋㄱㅋㄲㅋㄱㅋ 내맘솓에 저장 ..
316,@__march.14 ㅇㄴㅋㅋㅋㅋㅋ
317,@pigyoung_ ㅋㅋㅋ나도 저 손 모양 몰라 ㅋㅋㅋ'
318,@eun_vo_0v ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
319,@007bbang_____
320,@yamdireun
321,@c____yeon
322,@u__._.na
323,@win_.jin
324,@jieunuptownfam
325,@im.e.yo ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전광렬 진짜 ㅋㅋㅋㅋㅋ
326,@sun.aa_ ㅋㅌㅌㅌㅌ
327,@02.1.9_ ㅋㅎㅋㅎㅋㅎㅎㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋ저장~ㅋㅋㅋㅎㅋㅋㅎ
328,@y.j.baek ㅋㅋㅋㅋㅋ 언니 난 아줌마? 대놓고 언니한테 귓속말로 ㅋㅋㅋㅋㅋ 고마웠어용 ❤️❤️ 그리고 다음날에 또 ㅋㅋㅋ 유기농 내껄 준 난 또 뭐여 ㅋㅋㅋㅋㅋㅋ
329,@dae_big ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ ㅋ ㅋ
330,@yang__g_ @noyoonji05 ㅋㅋㅋㅋㅋㅋㅋㅋ @nd_odo ㅋㅋㅋㅋㅋㅋ
331,@illailla84 내 마음속에 저❤️장❤️ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
332,@minhiminhi_ 우리응 그냥 생리대잇나@햇는데
333,엥
334,@1436u.no ㅋㅋㅋㅋ
335,@98.k_mj 우리도 내마음속에 저장 이자나 저건ㅋㅋ
336,@hyeonok_07 @b_se__1
337,@hyenyyyy___ 존나 눗김
338,@blynlog ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아놔
339,@xuoxun._ 하...웃음지뢰..ㅋㅋㅋㅋ 큐ㅠ큨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
340,@h__jvv627 @sunana ㅋㅋ
341,@lhunyjungl 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ
342,@dahyun_lee_sunae 저!장!
343,@seomly
344,@hye___wony @_i.i.i ㅋㅋㅋㅋㅋ
345,@12_1215_ ㅋㅋㅋㅋㅋ여중은 그냥 막 말하는데 그치ㅜ 생리대 있는 솨아라맘 ~~~~~~~ 그립
346,@dneodzhs
347,@m_midony 뭐꼬 ㅋㅋㅋㅋㅋㅋ
348,@ch.won_1019
349,@jyoung_123__ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ레알 웃기네
350,@i_am__mvely @narae_sss 개웃기네 나 생리중인데 내마음속에 저장 당할사람?
351,@yum_0331 나 며칠 전에 너한테 저 내마음속에저장 이러면서 빌렸ㅅ잖음ㅋㅅㅌㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개윳긴
352,@wihaedeul 난 맨날 야!!!!! 생리대 있는사람!??!? 이렇게 소리지르는뎈ㅋㅋ
353,@heyy_yang06 ㅋㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋㅋㅋㅋ
354,@s2_unie 미쳤냨ㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ 개웃기네
355,@ssoostreet ㅋㅋㅋㅋㅋ개웃
356,그냥 다 보라…
357,저딴 병신같이 나누는게 아니라 자주색에 가까운게 퍼플이고 청자색에 가까운게 바이올렛
358,서양인도 사람마다 다를텐데 어떻게 서양인이라고 하지?
359,난 2라 생각했는데
360,나도요~
361,뼛속까지 동양인 ㅋㅋㅋ
362,"@luv._.ssri @ss____bi @chu_e.__.young 나도 1,4"
363,@so___violet 갑분언니생각 🟣🟪💜
364,@alwls2026
365,@__s_h__ing524
366,@bitna_yoon_r 😲
367,@03_e3
368,@smbada93 맞아?
369,@hollykiim
370,@yeonhe_e_06
371,@sky.oon
372,나는 7월에 태어났다 겨울이었다
373,나는 출근했다 월차였다
374,우리는 헤어졌다 겨울이였다 너와 다시 만났다 겨울이였다. 너를 처음 보았다 겨울이였다 네가 웃었다 겨울이였다 이거 왜 해? 겨울이였다
375,일을그만두게되었다.겨울이였다.
376,난 똥을 쌌다.겨울이였다.
377,@juyooming @eunji7747 주영이는 야마가돌았다.겨울이였다...
378,@lucyi0_0 짜장면이 나에게 말을 걸었다. 겨울이였다.
379,@gold._.s2 @man9o_0 이금이와 현명이는 검진을 한다. 겨울이였다.
380,@cys06_0617 라마는 똥을 쌌다. 겨울이였다.
381,"@sy__0229 세연이가 똥을쌌다.겨울이여따.
유주는 5월에 태어났다.겨울이였다."
382,@27cluv 오늘 범인을 잡았다. 겨울이었다.
383,@cho_ahye ㅋㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎ
384,@chae_eun.17 바꾸자 이제
385,"@jo0oyeon_e 연주가 갑자기 다이어트를 시작했다
겨울이었다."
386,@min_o911 떡볶이먹고샆다 겨울이였다
387,@ddbxbe 이제 겨울이었다로 ㄱ
388,@hw._.812 이거봐바 -겨울이였다-
389,@leeeeun_ji 나는 지금 떡볶이가 먹고싶다. 겨울이었다
390,@hanyumin20 얄팍이는 똥을쌌다. 겨울이었다
391,@_min_02 1년간 10키로가 쪘다 겨울이였다
392,@dnwnd7472 나의 애착인형은 군대를 간다ㅜ 겨울이었다...
393,@saemyi594 내 생일은 6월 30이다...겨울이었다...
394,@seoyiland
395,@say_dicha 세희양 이 여자분은 누구양~.~?
396,@wns0302 얔ㅋㅋ주니 이거!! ㄱ ㄱ
397,@xindyddora @jina_daneeda @iambomy 이거라구 ㅋㅋ
398,@thank_you__jin 이거였구나...
399,@imnotsensitive_ @y.___.jh_97 wow
400,@anavrin_sz 내가 말했지!!!!! 요즘 인싸들은 다~한다!!! wOw
401,@i_am__mvely @narae_sss 요즘 사람들이 되어보자
402,@iam_ovely @gy_y_u 우리도 요즘친구들 하자
403,@812_1 왜 느낌이 다른거죠?ㅋㅋㅋㅋㅋㅋ
404,@mn._.zj ㅇㅋ?
405,@pyk_con 이거야!!
406,@hengmae1 이거 해보쟠ㅋㅋㅋ
407,@_sangsoon__
408,@y.o.o.n.i 반성하자 우리
409,@lovingyouthatswhatiwanttodo 뭐야? 이거 내가 원조임
410,@seong_ahhh @dohee_0718 이거해줘
411,@somzzi_____ 포즈써먹기
412,@skgus9665 맛잇는거 먹을때마다 해주세여
413,@kjs_951234 앞으론 이거다
414,@eunjeeo__o 와우~
415,@imtmdhxx_ 코 막는 거ㅜ말고 이젠 이거
416,@_.0._jin2_ 영진아 이거야
417,@haanaa_kk @shim.eunbo @shim.eunbo 쭈꾸미 먹고 이거 쥰비해 wow
418,@tae_i2 티비가 사람 망ㅊ..
419,@chae_yeon0701 내일 같이 하자
420,@suhyeon4280 ㅋㅋㅋ나중에 은수한테 해바야지 ㅋㅋㅋㅋ
421,@hojunjjj 이거양
422,@k.hanbeen_ ;;;ㅋㅎㅎㅋㅋㅎㅋㅎ해줘?ㅋ
423,@muandcheong 그냥 너가 생각났어... 앞으로 급식 먹고 맛있을때마다 해줘..
424,@gyyuuna 이건 뭘까 유나야 니가 쓸거같다
425,@cidaking00 리액션은 이거다
426,@u__._.na 이딴 거 할 거 같이@생김 니
427,@eunsong_yang 이거진짜야? ㅋㅋㅋㅋㅋ
428,@su__xxz 오늘 하나 배웠다ㅋㅋㅋ
429,@1n.__.jeong wow
430,@leejuha__ @xsoxzzx @mmmiso_
431,@k_ryulhui W0W 실천하자
432,@lm_palla @lalaungsebs
433,@a.___.ls ㅋㅅㅋㅅㅋ그와중에 규리 개기엽개이쁘네
434,@yoyoyoyoyoyoyoyo31
435,@wind_flower_10 ^^요거야
436,@beerois ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
