,댓글
10,디엠하구싶은데 디엠하기쫌그래요(?)💦💦
11,언니 ~ 즐겁게 사시는것같네요~~빠져랑 먹음 응가도 잘 나오나요? 변비가 넘 심해서요.. 울 아들도 3살인데 말을안하네요ㅠㅠ
12,날씬했을때는 소원언니 닮았다는 이야기 많이 들었는데 요즘엔 못듣네요.. 빠져랑 마셔야하나봐요...😭
13,주문한 제품 배송은 언제쯤 하나요?.
14,이모 월급인상!!
15,함소원씨 제발 아내의맛 대본대로 해주지 마세요....자극적인걸로 언제까지 되나요...욕은 욕대로 먹는데 왜 방송국이 하자는대로 자극적으로 방송컨셉을 잡으시는지 모르겠어요....결국 돌아오는건 비난의화살뿐인데...
16,이모님진짜최고👍👍
17,"악플은 마음이 삐뚫어진사람 같아요 ~ 자기흉은모르고요
소원씨 응원합니다
소녀같구인형같은얼굴모습
부럽슴당~~ 오십대아줌마가"
18,저도 큰아이를베이비시터 이모님께 맡겼는데 어제 방송을 보고 저또한 그랬던적이 있어서 눈물이 나더군요~이모님 인상이너무좋으세요 ~^^좋은인연 쭉이어나가세요~^^
19,마인드 멋지셔요 👍 항상 겸손함을 잊지 마시고 내가 대접받고 싶은대로 남을 대접하면 그대로 또 돌아오더라구요 돌아올땐 배로~~~😆 응원합니다👏🙏💕
20,아무리바빠도 베이비시터이모보단 엄마가봐야 혜정이한테도좋을거같아요
21,"혜정이가 일어나면 이모님을 찾는게 솔직히 같은 부모로써 안타깝네요. 저도 개인적으로 맞벌이라 집에 늦게갈때도 많고, 장모님이 봐주시지만..적어도 제 아이 입에서 엄마아빠가 그 누구보다 먼저 나오기를 바라며..늦게까지 아이와 시간 보낼때도 많습니다. 무엇이 소중한것인지는 개인마다 다를수도 있지만, 자녀를 좀 더 우선순위에 두셨으면 하네요."
22,힘내세요💪🏻
23,이렇게 착하신 언니한테 악플 다는 인간들은 생각이 있는건지 없는거지 ㅡㅡ😭😭 소원 언니 항상 응원합니다❤️
24,"이모님 넘좋으신분..마음아푸게하지마시고, 잘지내시길바래요..혜정이도잘키우시구용😍"
25,"소원씨! 진화씨와행복하시고 혜정이예쁘게잘키우세요 악플,선플 관심의표시라지만 얼마나 심적고통일지 이해갑니다 그러나 너무마음쓰지마시고 이모님도 솔직히 페이받고일하는직장인데 서로 감내할부분도있지요 조금더 소원씨가이모님을배려하심좋을듯해요 소원씨가정항상응원할께요~❤️"
26,소수의 팬이 아니고 소수의 악플러입니다 ㅠㅠㅠㅠㅠㅠ 언니 팬이 얼마나 많은데여
27,신발 그렇게 크게 신기면 아기 넘어져요... 아기 넘어져서 다치는거보다 본인 사이즈에 맞게 신기는게 낫지않나요? 아이 자라서 한두치수 정도는 크게 사지만 그건 너무 큰거같아요 ㅜ ㅜ ㅜ ㅜ 방송보다가 넘 놀란 1인
28,대본때문에 그렇게 하는거죠? 처음에 아내의맛 시작할때 까지만해도 그렇게 자극적이지 않았는데 ㅜ 대본이겠죠 ? 진짜 이모님한테 잘해주세여 😭
29,아맛에서 다른집들은 무난하게 나오는데 유독 혜정이네만 과격하게 나오는것 같아요
30,보면 키우실줄모르시는거같아요
31,이모님한테잘하세요진짜
32,언니는 맘도 이뻐요😍
33,딱봐도 방송하려면 밋밋하게 할수 없으니 상황설정을 만든거 같았어요 소원언니 재밋게 보고있습니다 댓글보고 상처 안받으셨으면 좋겠네요
34,혜정이가 이모님보단 엄마에게 더 의지하는 상황이 되었으면 좋겠습니다ㅠ
35,"이모님께 잘해주세요. 좋은 시터분 만나기 힘들어요. 전 사남매 키우면서 아직 시터분을 모셔본적은 없지만, 주위에 보니 좋은분 찾기 쉽지 않다고해요. 혜정이 위해 이모님께 잘해주시고, 진화씨랑도 잘 지내보세요!! 홧팅!!!!"
36,방송에 보여지는게 다가 아닌걸 사람들이 모르는 것 같아요. 방송은 방송일 뿐... 악플 신경 쓰지 마세요. 힘내세요^^
37,"언니 상처받지마세요 절대!!
저처럼 소리없이 응원하고 좋아하는팬이 엄청많아요 하지만 이럴땐 조용히 있지않고 소리내어 사랑받고 계시는거 표현도 한답니다😄
요즘 뇌가 아픈사람들이 많아요
악플에는 아무의미도, 뜻도,정답도 없는거 알죠?
😄 늘 응원해요👍🏻"
38,"소원언니 진짜 많이 응원합니다.,❤️"
39,긍정마인드👍 소원님존경합니다👏👏👏
40,가족같아요 보기좋습니다 응원할께요
41,아내의 맛때메 이미지만 안좋아지는거같어요. 딴프로해요 그냥 ㅜㅋㅋ
42,대인배👍 (속으로 삭히는 ..) 함진부부 응원합니다❤👊🏻
43,이모님께잘해드리세요😍
44,"언니.. 방송 너무너무 잘 봤어요
진짜 천사 같은 이모 찾기 힘들꺼에요 ㅠㅠ
이모님과 행복하게 지내시면서 이모님 행복하게 해주세요💖 자주 도와드리고요 !! 화이팅하세요 두분🙂"
45,진짜 이모님 박수쳐주고 싶어요👏🏻👏🏻
46,함스마일😍👍
47,진짜 이모님한데 잘해드리세요 이런이모님 안계세요❤️이모님 이제맘놓고 좋아하는티브보세요 이모님 사랑해요
48,소원님 인스타만 보면 더할 나위 없이 행복한 가정인데 소원님이나 제작진들이 시청률 때문에 자극적인 장면들만 고집하시는건지 그런 장면들 탓에 자꾸만 악플이 달리는 것 같아서 안타까워요 악플이 정당화 될 수 없는건 당연하고 비판이나 조언 정도에서 끝났으면 참 좋겠지만 그럼에도 불구하고 다시는 분들이 있으니 속상해서 댓글 남겨봐요
49,함소원님 아내의맛 소원님때문에 보게 됐는데 설정이 매일 싸우는거라 보는 사람도 지치고 방송만 하면 소원님 욕먹고ㅠ 함진마마랑 놀러가거나 진화님이랑 알콩달콩 지내는게 보기 좋았는데 요즘은 너무 자극적인 소재와 내용이네요 이런 부분은 거절하시는게 어떤지.. 시터이모님이랑도 사이 좋은거 아는데. 혜정이도 좋아하고 굳이 이런 내용으로 방송을 했어야했나 싶어요 홍현희 이쓴 부부처럼 안싸워도 충분히 재미있을 수 있는데 방송국에서 너무 자극적인거 원하는거 같은데 ㅠㅠ
50,딸랑구 잘 키우세용 ㆍ 티비에서 보니 좋아용ᆢ 아이 커가는 모습 계속 볼수 있음 좋겠어요ㆍㆍ
51,이모님이랑 보기 너무 좋아요❤️
52,언니 멋져요 응원합니다 힘내세요 ❤️❤️
53,언니멋잇어요 화이팅하세요!!
54,👏👏👏👏👏👏👏👏👏👏
55,이모님과 가족처럼 좋은 인연 오래오래 가시길 바래요~♥
56,멋 있 네 요. 아맛에서 박명수씨 한테 디스 많이 당하시던데ㅜㅜ 그걸 받아쳐서 영란씨가 많이 감싸주던데 그래서 더 재밌게 봅니다. 항상 건강하세요~~~응원할게요!
57,딸둘아이를 키우는 맘이에요. 오늘 인터넷 기사를 보면서 마음이 안좋았네요. 저도 아이들 신발살때 금방 크니 신발을 한사이즈 크게 사는 편이에요. 그런데 큰아이의 경우엔 신발 산지 두세달도 안되어 딱맞거나 작고 하더라구요. 그럴때마다 그래 둘째가 신으면 되지 생각하면서도 다음엔 더 큰사이즈를 사볼까 고민을 할때가 많아요. 아마 소원씨의 마음을 이해하는 맘들이 더 많을거에요. 힘내세요.
58,다른 방송은 그래도 뭐.. 그럴 수도 있다.. 이렇게 생각했는데 이번에는 좀.. 제발 대본이었으면 좋겠다고 생각했어요... @3.16page
59,그릇이큰사람이에요소원언니이😍
60,멋져요👏👍😍항상응원해요🙋‍♀️인생이란...항상 배워가며사는거져🤗
61,❤️언니응원해요
62,이모님 최고 ❤️
63,세상에 언니 진짜 짱 👏
64,"진짜응원해요육아일쉬운거아니예요
힘내세요"
65,소원님 세상에ㅜㅜㅜㅜ 긍정여왕이시네요. 항상 응원하고 너무 좋아합니다!!!!
66,저이모님 갖고싶네요~~~^^
67,드라마 보는거 같아요 넘 재밌어요 저는 소원씨 나오는거 보면 스트레스 확풀려요 ..
68,이모도 착하고 다정하신분 그렇게 많이 없으셔용~ 요즘은 뉴스에서 보셨다시피 때리고 난리 잖아용~~ 이모한테 잘해주세용❤️
69,"가끔 오잉 할 때도 있지만,
소원언니는 역시 배울 점이 많아요😍 포용력 최고오👍"
70,잘못한거없음 오히려 잘한거임👍
71,방송에서 그만 보고 싶네요.
72,화이팅하세요💪
73,응원합니다👍💕
74,멋찝니다 소원씨😍👍 멘탈 갑
75,함소원씨가 젤 멋져요 %~♡
76,혜정이가 넘 😍 귀여워요
77,좋은 사람이 좋은 인연을 만나는가 봐요~ 부러워요🙏 우리 아이도 다음달이면 겨울방학인데 또 걱정이네요.😢
78,모야~~할일들없네~
79,❤️응원합니다...소원씨
80,❤️😍👏
81,"방송컨셉도 있는거 같은데
ㅜㅜ

응원하는 사람도 많아요~
인연 진짜 소중하니까요^^
언니다시나오니까 넘 잼나게 화요일만@기다립니다욧^^❤️❤️❤️"
82,혜정이한테 쓰는거 아까워하지 말고 아끼지 말았으면 좋겠어요!! ㅠ
83,👏👏👏
84,어제 티브보면서 이모짠합니다 제발잘해주세요 이모님도 혜정이 엄청이뻐해주시잖아요ㅜㅜ
85,진짜 궁금해요 악플다는 이유를요.. 굳이 왜 내마음 감정 담아가며 상대방깔아뭉게면 댁들의 기분이나감정이 조금 나아지시나요? 전 오히려 그게 더 괴롭고 힘들것같고 나자신이 한심해 보일것같아서요;; 소원언니 화이팅입니다❤️
86,악플 ㅋ반사..쓰는사람도 쓰면서 스스로 나쁜기분 공감할듯..그러니 웃어요
87,@0ck_e
88,👍👍👏
89,긍정마인드 💕💕💕 이모님두 넘 좋구 소원언니두 넘 좋아요 ♥️
90,이모님 최고에요👍👍
91,악플은 읽지마세요.~👏👏👏
92,어떤 마음인지 알거같고 내맘 같지않고 사는게 다 그렇죠. 화이팅 합니다
93,사랑합니당😍😍😍😍
94,그래도 난 언니 검소한 부분은 닮고 싶던데 그래서 .. 검소해질려고ㅠ노력하고 있구요 조금 과하실때도 있지만 흥해라 소원씨 ❣
95,함소원님 응원해용 ㅋ❤️
96,진화씨 정말 멋있어요~~
97,be happy 😍❤️😘
98,소원언니 👍👍👍👍👍👍👍
99,이정도면 욕 듣는걸 즐기시는거 아닌지요. 매회 볼때마다 자극적인 장면들만 나오네요.. 그만 좀 하세요 지겹네요.
100,언니 항상응원하고있어요
101,멋지다💙💜❤️ 거지같은것들은 무시가 답인듯 참 세상엔 별 인간들 다 있네요ㅠ 부러워서 샘나나봐요
102,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
103,사람들이 신고해도 삭제될수 있습니다. 작성자만 삭제한거 아니니 오해들 마시길...
104,언니 너무 인간적이라서 호감 가네요~~~
105,여기는다칭찬이네 진화인스타는욕가득이던데참이상해🤔
106,소원씨랑.진화씨는 부모가처음된거고 어느부모든 자녀가생기면 사소한걸로다투고 살아가면서 정을쌓아가는게 가족이쟌아요..이모님도 가족과같은마음으로 대하는게 보여요..이모님도힘내실꺼고..조금씩양보하면 아주아주해피할께요~~^^♡
107,아이는 부모님을 보고 자랍니다. 제 가정이 아니기에 뭐라 할 수는 없는 거지만 그래도 다같이 사는 세상에 타인에 대한 배려심은 갖추는게 좋다고 생각합니다. 내가 소중하듯 다른 사람도 소중한 존재죠. 그걸 놓치신 듯 보이네요
108,이정도면 욕먹고싶어서 방송 출연하는건지...
109,이모님 좋으신분같아요~잘해주세요~
110,애기들 옷이나 신발은 큰거보단 딱 맞는 거 입히는게 좋아요ㅠㅠ
111,@1_55cm 근데 솔직히 베이비시터 아줌마랑 누가 저렇게 놀러다녀 방송 다 짜고친거아뉴 ?
112,제발 컨셉이라고 해주세요.. 컨셉이죠? ㅠㅠ방송보는내내 가슴이 답답하네요.. ㅠㅠ혜정이네 응원해요 이모님도 응원합니다 !
113,아이 키우랴 일도 하랴 남편건사에 많이 힘드시죠~내가 초능력을 쓴다면 나를 여러명으로 만들어서 육아도 살림도 일도 완벽하게 하고 싶은데 그게 안되니 참~저도 똑같아요^^ 그래서 늘 응원합니다^^ 같이 열심히 힘내봐요 언니^^ 그리고 참! 하나뿐인 내 아이인데 이쁜거 입혀주세요~잘 맞는거요~지금은 아가라 괜찮은데 좀 지나면 친구들이 놀려요;; 아이가 스트레스 많이 받아요;; 경험담이니 나이는 어리지만 선배맘으로써 그냥 살짝 던져봅니다^^
114,"방송에서 나오는 자극적인 글, 오해를 불러올수 있는 편집으로 사소한 행동에도 질타를 하는 어리석은 사람들 때문에 상처받지 마세요~ 항상 열심히 하는 모습❤️ 응원합니다."
115,"근데 누구든 자기 방법이 절대적인건 아니잖아요 누구에게도 나쁜방식으로 훈계할 자격은 없어요 그럼 똑같은 사람이죠
이모님 말대로 모두 알려드리고 싶은 방법이@있더라도 좋게말씀들 하세요 소원씨 엄마도 아니고 다들 묻지도않을걸 가르치려드는거 그것도 나쁜말투로....그것부터 자기 흠입니다"
116,옷도신발도 적당하게 크게 입히고 신겼으면 좋겠네요 잘못하다가 나중에 발목이나 발에 변형이 생길수도 있고 꽉끼는 옷은 피부에 안좋아요
117,혜정이를 위한 날은 없나요??ㅜ 하루24시간×7 일주일동안 혜정이와 놀아주는 시간이 얼마나 되실까요 바쁘신거 알아요 다만 제가 첨부터 끝까지 인스타를 다 본건아니지만 지금까지 본 사진 영상에 혜정이와 엄마아빠 셋이 함께 노는 사진이나 영상은 보이질 않아서요 혼자서 노는 사진뿐이라서 함께 시간을 보내는 사진이나 영상을 올려주시면 오해는 없지않을까요ㅜㅜ 보여지는 직업이시고 프로그램에서 보여주고 계시다보니 이미지가 쫌 ㅠㅠ 그렇게보여지니 안타까워요 요즘 MC분들도 욕먹으러고 그러냐 말이 또 나오겠다 이런 멘트들이 주로 있더라구요ㅜㅜ 그냥 여느 부모들처럼 보여지면 좋겠어요
118,언니 참 성격 좋네요. 기사글에 반해서 팔로우 합니다. 언제나 열정적인 모습 굿굿 ❤️
119,이모님이 계셔도 엄마 아빠가 있을때는 아플때 씻길때 먹일때 놀아줄때 직접 하셔야 할것 같아요 저도 이모님 계셧지만 제가 잇을땐 제가 하고 쉬게 해드렷어요
120,어제 방송은 설정 인걸로~~~^^ 트롯으로 협상타결보고 저건 설정이다 ~~~ 느꼇어요~~~^^
121,남의 가정에 이래라 저래라 어떻게 했으면 좋겠어요 이런 말 전부 오지랖 아닌가요? 혜정이를 어떻게 케어하던 그건 제3자가 함부로 지적하면 안되는거죠.. 함진부부 화이팅‼️
122,소원님 이모님은 소원님 이랑 진화님이 집에 안계실때 시간에만 맡겨야지 집안일까지 맡기는건 전 솔직히 말해서 이해가 안됐어요. 그리고 제가 엄마랑 같이 아내의맛을 같이 보는데 저희 엄마도 소원님 볼때마다 불만을 많이 가지시는데 전 댓글로 얘기하게 됐어요. 앞으로는 이모님 한테 잘해주시고 진짜 소원님 이랑 이모님이 이별할줄 알아서 걱정됐는데 그래도 다시 합쳐서 다행이예요 그리고 제가 이렇게 말해도 평생 소원님 편이예용 ! 사랑해요 ❤❤❤
123,예능이라 부담감이 크셨겠어요 재밌게 방송하려고 총대매시는거 알아요 항상 재밌게 보고있어요 언니화이팅❤️❤️
124,진짜 자기만에세상사시네요 방송에서그런모습보인것도 욕먹을각오하고 했겠죠 진짜 대~단해요
125,사실 욕먹는걸즐기시는 취미가이ㅛ어서 이런거면 이해함
126,저는 세상에 정해진답은 없다고 생각합니다 악플러들은 그쪽인생이나 제대로 살라고 내비두세요 여자로써 언니 그당당함과이쁜몸매 깨끗한피부 너무 부럽습니다 자부심을 갖고 더 앞으로 더 승승장구 하시길 언니 홧팅😍
127,설정임이 너무 표시납네요~ 설령 현실이라도 그럴 수 있어요~ 사람이 너무 편하면 엄마에게 핫
128,다 짜고치는 대본입니다.
129,함소원씨 이모님은 가정부로 오신건아니고 육아보시러 오신걸로 알고있어요 일반주부들이 하는모든걸 다하시는데 안쓰럽더군요 친정엄마도 그렇게까진 못할겁니다 힘도 붙이실거구요 진화씨고집도 상당한데 이머님 많이 감싸주세요!! 함진부부가 시청률잡아준거 압니다 함소원씨거 항상보고 있어요 여전히 아릅답구요 팬인데 저랑친구네요!!
130,아니 다들 사는 모습이 똑같을 수 있나요??? 그리고 자기가 사는 방식이 꼭 정답인가요??? 너무들 자만하고 살고계신듯 본인들이 남이 감놔라 배놔라 하면 듣기싫을꺼면서 얼굴안보인다고 막 달려들어 훈수두지 말고 자기삶들 열심히 사세요 그게 본인들 자식들한테 해줄 수 있는@최고의 교육이예요 남의집 가르치려 들지말고....
131,방송을안하는게 나을듯하네요. 보는사람도 기분안좋고.. 악플 보는사람도 기분안좋을듯하니.. 둘째신경쓰기보다 가정에 집중하세요.
132,남편. 잘생겼어요. 소원씨가. 더많이 아껴주고 사랑해주세요. 행복해보여서좋고. 옆에 내편이 있다는게. 최고의선물인듯
133,전 늘 응원해요💕. 소원언니~ 마음이 예쁜 사람이 더 많다는거 잊지마세요~^^ 스트레스는 임신에 안 좋아요🤗
134,화면에 보이는게 전부가 아니란거 알아요~엄마가 처음이라 실수도 많지만 점점 발전해 가는 모습 잘 보고 있답니다~ 응원할게요🙆‍♀️
135,아내의맛 애청자입니다 늘 보면서 불안하기도 하고 재밌이기도 합니다 근데 이모님한테 너무 한거 같아요 그래두 나중에 풀려서 다행 입니다
136,함소원씨 뒤에서 웃고있는 표정 좋은데요ㅋㅋㅋㅋㅋ좋은날도있고 힘든날도있는거예요 화이링^^
137,사람 귀한줄 모르는 부부 진화는 나이도 한참 어린데 아무리 대본이라고 해도 넘 심하지 않나
138,제발 아내맛에 싸우는거 그만보여주새요
139,저 진짜 댓글 안 남기는데... 용기내서 응원합니다 홧팅! 저는 아내의 맛 함진커플때매 봐요 계속 나와주세요☺️
140,시터이모님 따님께서 어제 방송보시고 억장무너졌을꺼같아요. 가족이라 생각하시면 부모님 연배이니 존대해주시고 하시는일만큼 대우해주요~
141,이런 인터넷 sns없었을때는 드라마나 티비보면 담날 친구들모여 이렇다니 저렇다니 수다떠는게 다였던 시절이 그립습니다..어떤 사람이던간에 다 그사람들의 스타일이 있고 방송으로 보여지는게 있는거는 있는 그대로 보구 방송으로 끝났으면 좋겠어요..우리가 하차하라니..그건 아니라느니..그런말할 자격은 없는거 같네요..어느 누가 나한테 그런말을 한사람이라도 한다면 다들 못참고 상처 받을꺼면서..나도 누군가에게 안좋은 소리 들을수도 있다는 생각들을 하고 살았으면 좋겠네요..그냥 따듯한 한마디들 해줬으면 좋겠습니다
142,이모님 조카 남자 애 혜정이 여자애
143,전 언니가 행복하길 바라요 늘 응원해요 언니❤️
144,싸가지없게 행동하고 말하지마세요 본인들 엄마뻘 되시는 이모님이예요 그리고 애한테쫌 잘하고 개념 챙기시길바랄게요 더이상 할말이 없네요
145,알아서 다하니깐 오지랖들 부리지들 마시고 ~ 본인들 인생관리나 잘하세용 :) ㅎㅎㅎ 소원언니 앞으로도 응원해요 !
146,대본대로 하는 아내의 맛....극혐...😭 워킹맘에 다문화국가라 더 힘드실텐데... 이렇게 외도되서 영상보고 놀랬어요.... 이모님도 함진부부도 힘내세요~🤓🤓 (지금 어린이집교사라 안스럽네여ㅠㅜ경력이 좀 되서 도움을 드릴 수 있는 부분이 있을것같아여ㅠㅜ디엠할께요ㅠㅠ)
147,저도 응원해요..
148,생각짧고 못배운 사람보다 언니 응원하는 사람이 더많다는거 아세용❤️❤️ 똑똑한 저희는 대본인거 다아니까유 ㅎㅎㅎ ❤️❤️❤️
149,함소원이 일 나가면 진화나 진화 친 엄마 혜정이 보세요
150,애한테는 맞는 옷을 사주세요....아니면 함소원님도 나중을 생각하셔서 중년 노년의 패션의 옷을 구매하심이 어떨런지요 대본이라면 거절 해주세요 제발...너무 안타까워요 오해가 부른 악플들이요
151,악플도 있지만 선플도 많다는거~~~~ 언니 힘내세요!! 공인이란 자리가 참 힘든자리잖아요😭
152,역시 언니는 대인배.....❣
153,소원 언니 당당한 모습 좋아요. 모두 다 응원할수 없으니 편하게 보고 넘기면 좋을것 같아요. 팬으로서 항상 응원해요^^
154,昨天的节目很有意思。令人若有所思。
155,언니는 엄마된지 몇 년밖에 안 됐지만 세상 모든 부모님은 다 존경스럽고 따뜻한것 같아요. 25년동안 절 키워준 엄마가 저한테 괜찮은척 좋은것만 보여주고 좋은말만 해주고싶어하는 그런 마음을 적어주신것 같아서 뭉클했네요ㅜㅜ💕
156,함소원씨*^* 항상 응원합니다 💙💙💙💙💙💙💙💙 그리고 헤정이 너므 이뻐요💙💙💙
157,아들셋맘인 저도 소원씨 마인드에 격하게 응원합니다.. 늘 흥하세용~^^👍
158,사람은 다 잘하는사람 어딨나요 실수도하는거쥬 언니가좀더노력하면되는거에요 완벽한사람은없어요 👏👏시터이모랑 한걸음더가까워진거같아 전 더좋은거같아요 시터이모랑 함진부부응원해요❤️❤️
159,조금은 이해하기 힘든 행동도 있었지만 우리 다 인간이기에 잘 모를수도 있고 실수도 할수있다고 생각해요. 그 사람 입장이 되보지 않으면 잘 이해 안될수도 있다고 봅니다.소원씨 항상 열심히 사는 모습 보기 좋아요. 힘내시고 퐈이~~팅 하세용
160,이모 저런 생활하면서 웃고있는 거 맴 찢...
161,힘내세요 응원합니다 ~
162,👏👏👏👏
163,마인드가 진짜 멋져요 응원해요👍🏻
164,힘내세요 ~~~^^
165,저방송못봐서 지금보려구요ㅜ 뭔일인가요... 걱정되네요ㅜ
166,😢 좋은 마인드~~ 언니 건강도 챙겨야해요^^ 항상 응원할께요
167,정신 차리세요 애가 잘도 배우겠네
168,❤️
169,너무 보기 좋아요^^ 항상 응원합니다 ❤️❤️
170,우와 멘탈 건강한 소원님 응원합니다😍
171,보기 좋네요
172,사이좋게 지냈으면 좋겠네요
173,"저는 오늘 3번을 썼다 지웠다 했어요. 언니 상처받을까봐요ㅠ 상황극이겠지만, 혹시 사실이라면 지호는 집에 놀게하거나 같이 있지 않았음 해요. 친손주한테 신경이 아무래도 가고, 언니도 신경쓰이고 9살이면 활발하고 힘조절이 안되서 놀다 부딪치기도 하고요. 일단 서로 신경쓰일만한 상황 자체를 안 만들면 좋을 거 같아요."
174,방송은 방송일뿐 이라고 생각하고 봅니다 함소원씨부부가 방송처럼 이모님께 막했다면 그인연이 2년동안 이어지기 힘들고 좋은사람들도 붙어 살다봄 온갖트러블도 생기고 그걸다 극복하고 살죠 시터이모님은 혜정이한테 엄마와같은 기댈수있고 의존할수있는존재 인듯해요 앞으로도 좋은인연 잘이어가실거라 믿어요 많은 격려보다 소수의 악플에 무너지는게 사람이죠 하지만 힘내세요
175,"아이가 물티슈 생각해서 2장 주면 고맙다하고 아끼라는 말대신 조용히 1장 다시 넣으면 좋을 거 같고, 연예인이시니까 사람들 이목을 끌잖아요. 촬영할 때 목소리가 너무 크거나 병원에서 싸우고 하는게 보기에 좀 아쉬운 부분이 있어요. 애가 아파도 잘 안 들여다 본다 하고, 혜정이 뽀뽀당할까 전전긍긍 하면서 지호 팔 잡아 당기고 그러면 앞뒤 상황 어쨌든 화면으로만 보기엔 진짜 왜 저러나.. 싶은 생각이 드는데 언니는 배우려고 하시고 사과하고 개선하려 하시니까 그 마음이 멋져요!!"
176,악플 다 읽는다면서요.....? 아닌거 같은데 전혀
177,역시 언니 멋지네용❤️ 방송도 잘 보고있어요 언니 응원합니다!
178,이렇게 글 쓰는 것도 용기가 필요했을텐데... 앞으로 좋은 일만 있자구요!!
179,다투지 맙시다. 함진부부도 이래저래 겪으면서 성숙해지는 겁니다. 뭐든 다 잘할순 없는거예요~
180,"그리고 욕먹을 짓을 했어도 언니가 심한 욕, 악플 듣고 받아야 할 존재는 아니예요. 언니는 존재만으로 소중한 사람이예요. 앞으로 배우면서 개선하시면 되고 둘째 준비한다 하셨으니 좋은 것만 보고 들으셨음 해요💐 사람들 댓글 안 좋은 타이밍이니 이런 글보다 언니에게 위로가 될 짧고 좋은 책도 읽고 남편분이랑 데이트 하시면서 이 시간을 꼭 단단하고 건강히 이겨내셨음 해요. 모르고 지냈고 서툰 사람과의 관계로 욕먹지만 그럼에도 발전시키려는 마음을 진심으로 응원해요!👏👍 힘내시고 제발 악플 너무 많이 보지 마세요ㅠ"
181,"다툼도 없었는데 삭제 당한건요,.?"
182,그럼 이모님 말고요..혜정이를 전적으로 맡긴다고생각마시고 주 양육자는 소원님으로 생각해주세요....어디까지나 엄마는 소원언니고 아빠는 진화씨니까요..육아의 주도권을 잃지 않으셨음해요..
183,언니마인드진짜👍그래서난언니가조앙❤️그래서언니가안늙나봥❤️그래서언니가이쁜가봥❤️
184,@____u.da
185,언니~ 여기 좋아요 누른 오천명이 언니팬이에요❤️ 악플 다는 사람들보다 팬들이 훨씬 많으니까 화이팅하세요 ^^😍😁
186,언니 ㅜㅜ 저번주방송같은 컨셉으로 하면안되나요 진짜너무웃겼는데 항상응원합니다 👏👏👏
187,하고싶은데로 하세요! 어차피 이런들 저런들 다수의 입맛에 못맞춤!! 지금처럼 당당하게 하시고 쉽지않치만~ 거슬리는 말들은 패쓰하세요❤️
188,진짜진지하게 이모 그만두셨으면 좋겠다 저건아닌듯 엄마뻘한테
189,응원해요 팟팅하세요
190,아내의맛 소원언니 때문에 보는데 그것도 다른거 넘겨가면서 소원언니편만 보는데 계속 나와줘요 응원해요 🥰
191,늘 응원하는분들이 많아요 😍 힘내세요 ❤️언니 빠져랑또구매해야해요😭 동생도언제구매가능하냐 난리네요ㅋ
